These two questions better not have the same answer!!
      0 100.00%: 
      1 5.89%:  These
    770 7.48%:  These are both questions that matter
    771 6.91%:  These are both questions that answer
    772 5.76%:  These are both questions we have
    773 198.52%:  These are both questions we have to answer
    774 6.92%:  These are both questions we have to answer!!
    775 4.12%:  These are both questions worth
    776 3.81%:  These are both questions that were not
    777 3.59%:  These are both questions where
    778 3.31%:  These are both questions whose
    779 25.20%:  These are both questions whose answer
    780 3.20%:  These are both questions that are not even
    781 2.92%:  These are both questions that aren
    782 2.47%:  These are both questions that seem
    783 2.23%:  These are both questions that are so
    784 2.21%:  These are both questions that matter!!
    785 2.15%:  These are both serious
    786 2.11%:  These questions have the same sort
    787 2.10%:  These are the questions we have answers to!!
    788 2.10%:  These questions are one another
    789 2.10%:  These questions are even worse than these two
    790 2.10%:  These questions are not that awesome!!
    791 2.08%:  These questions are better when we
    792 2.08%:  These are not the same questions or the
    793 2.07%:  These are the same issues that were
    794 2.07%:  These are not questions that one
    795 2.05%:  These questions are somehow even
    796 2.05%:  These are both issues
    797 2.05%:  These are the worst questions to me
    798 2.03%:  These are questions that have been sw
    799 2.03%:  These questions are not even the same breath!!
    800 2.02%:  These are two questions that are two
    801 2.02%:  These are two questions that answer one
    802 2.00%:  These are questions that have been set
    803 2.00%:  These are questions that we both answer
    804 1.99%:  These are not the same questions we both
    805 3.26%:  These are not the same questions we both want
    806 1.98%:  These are the worst questions a man
    807 1.98%:  These are not even the same issues at the root!!
    808 1.98%:  These are not questions we want to share
    809 1.98%:  These questions are somehow the
    810 1.97%:  These are not questions that are best
    811 1.97%:  These questions have the same answer to be
    812 1.96%:  These are questions we have to start
    813 1.96%:  These are not the questions to answer at
    814 1.96%:  These are two questions that are one
    815 1.95%:  These are questions that bother me!!
    816 1.95%:  These are two questions that seem
    817 8.58%:  These are two questions that seem to have
    818 6.85%:  These are two questions that seem to have been
    819 4.72%:  These are two questions that seem to share
    820 2.46%:  These are two questions that seem to be
    821 1.94%:  These are two questions that are on
    822 1.94%:  These are questions that were both
    823 1.93%:  These questions are even better than that
    824 1.92%:  These are not even the same question at the
    825 1.91%:  These questions are the reasons we both
    826 1.91%:  These are two questions that have been etern
    827 1.91%:  These are not questions that have one
    828 1.91%:  These two
    829 182.29%:  These two questions
    830 617.49%:  These two questions are not
    831 870.64%:  These two questions are not even
    832 265.33%:  These two questions are not that
    833 227.25%:  These two questions are not the
    834 1837.45%:  These two questions are not the same at
    835 1537.07%:  These two questions are not the same!!
    836 213.88%:  These two questions are not at
    837 181.54%:  These two questions are not even that
    838 130.55%:  These two questions are not the same answer
    839 120.57%:  These two questions have
    840 119.18%:  These two questions are not even the
    841 474.71%:  These two questions are not even the same!!
    842 131.92%:  These two questions are not even the same at
    843 86.54%:  These two questions have been
    844 82.69%:  These two questions are not the same what
    845 77.10%:  These two questions are the
    846 611.50%:  These two questions are the same answer
    847 301.87%:  These two questions are the same answer!!
    848 169.50%:  These two questions are the same!!
    849 86.82%:  These two questions are the reason
    850 71.78%:  These two questions are not the same answer!!
    851 60.20%:  These two questions have been on
    852 59.28%:  These two questions aren
    853 52.31%:  These two questions are so
    854 48.36%:  These two questions are not even the same at the
    855 45.95%:  These two questions are both
    856 82.82%:  These two questions are both rhet
    857 45.23%:  These two questions are the same reason
    858 43.95%:  These two questions are the reason we
    859 101.80%:  These two questions are the reason we have
    860 41.02%:  These two questions are the same answer to
    861 33.00%:  These two questions are nowhere
    862 30.52%:  These two questions are the same reason!!
    863 30.13%:  These two questions are not even the same breath
    864 28.74%:  These two questions are two
    865 28.43%:  These two questions are not as
    866 27.84%:  These two questions are the same one
    867 27.44%:  These two questions are the same as
    868 22.95%:  These two questions were
    869 22.50%:  These two questions have no
    870 108.04%:  These two questions have no answer
    871 184.96%:  These two questions have no answer that
    872 64.71%:  These two questions have no answers
    873 210.43%:  These two questions have no answers that
    874 33.58%:  These two questions have no answer!!
    875 21.23%:  These two questions are the reason that
    876 21.19%:  These two questions seem
    877 21.08%:  These two questions are the worst
    878 20.51%:  These two questions are not the same at the
    879 19.27%:  These two questions are nowhere even
    880 19.25%:  These two questions are one
    881 18.93%:  These two questions have no answers!!
    882 18.50%:  These two questions are the same one!!
    883 17.96%:  These two questions are rhet
    884 17.80%:  These two questions answer
    885 17.65%:  These two questions are the same to
    886 16.36%:  These two questions are somewhat
    887 15.80%:  These two questions share
    888 20.09%:  These two questions share the
    889 15.61%:  These two questions seem to
    890 34.06%:  These two questions seem to have
    891 21.49%:  These two questions seem to have been
    892 15.33%:  These two questions are the same answer to the
    893 15.21%:  These two questions are the reasons
    894 14.27%:  These two questions are both the
    895 128.47%:  These two questions are both the same answer
    896 48.11%:  These two questions are both the same answer!!
    897 22.29%:  These two questions are both the same!!
    898 13.91%:  These two questions are not answer
    899 13.51%:  These two questions are more
    900 29.68%:  These two questions are more than
    901 13.21%:  These two questions are not even a
    902 13.06%:  These two questions are not even at
    903 13.03%:  These two questions are the same to answer
    904 12.96%:  These two questions are more than a
    905 12.64%:  These two questions are awesome
    906 12.55%:  These two questions were meant
    907 352.94%:  These two questions were meant to be rhet
    908 12.51%:  These two questions have the
    909 4948.14%:  These two questions have the same answer!!
    910 23.71%:  These two questions have the same answer to
    911 16.20%:  These two questions have the same answer to be
    912 12.36%:  These two questions are sort
    913 12.13%:  These two questions are not even the same what
    914 11.43%:  These two questions are not meant
    915 10.39%:  These two questions are the same to answer!!
    916 10.21%:  These two questions are not the same as
    917 12.47%:  These two questions are not the same as the
    918 10.09%:  These two questions seem to have the
    919 10.06%:  These two questions share no
    920 9.99%:  These two questions are the most
    921 9.81%:  These two questions share a
    922 9.71%:  These two questions have the same answer on
    923 9.53%:  These two questions are one answer
    924 9.50%:  These two questions are the same sort
    925 9.24%:  These two questions are a
    926 8.98%:  These two questions are the reason that we
    927 8.89%:  These two questions were not
    928 89.55%:  These two questions were not meant
    929 10.06%:  These two questions were not even
    930 8.67%:  These two issues
    931 31.93%:  These two issues are not
    932 41.42%:  These two issues are not the
    933 356.85%:  These two issues are not the same!!
    934 286.79%:  These two issues are not the same at
    935 39.28%:  These two issues are not even
    936 14.72%:  These two issues are not even the
    937 84.32%:  These two issues are not even the same!!
    938 27.02%:  These two issues are not even the same at
    939 10.27%:  These two issues are not at
    940 10.16%:  These two issues are not the same what
    941 8.45%:  These two questions both
    942 20.38%:  These two questions both have
    943 43.54%:  These two questions both have answers
    944 8.42%:  These two questions are answers
    945 8.39%:  These two questions are the reasons we
    946 15.27%:  These two questions are the reasons we have
    947 8.35%:  These two questions are on
    948 8.17%:  These two questions are not even as
    949 7.99%:  These two questions have no answer at
    950 7.87%:  These two questions are meant
    951 81.88%:  These two questions are meant to be rhet
    952 7.47%:  These two questions are not even the same as
    953 7.46%:  These two questions are so rhet
    954 7.38%:  These two issues have
    955 7.34%:  These two questions are not even the same as the
    956 6.94%:  These two issues are not even on
    957 8.31%:  These two issues are not even on the same w
    958 8.00%:  These two issues are not even on the same batt
    959 6.69%:  These two questions are not even the same w
    960 6.67%:  These two questions are not even the same breath!!
    961 6.53%:  These two questions have no answers that better
    962 6.43%:  These two questions are the worst!!
    963 6.41%:  These two questions are the most rhet
    964 6.36%:  These two questions are the same now
    965 6.17%:  These two questions were rhet
    966 6.08%:  These two questions have no answers that meet
    967 6.05%:  These two questions seem to have a
    968 5.87%:  These two questions have both
    969 5.86%:  These two questions have to
    970 5.86%:  These two questions were both
    971 5.78%:  These two questions are not the same th
    972 5.78%:  These two issues are somehow
    973 5.58%:  These two questions are never
    974 5.57%:  These two questions are reasons
    975 5.48%:  These two questions are not even the same the
    976 5.45%:  These two questions are not rhet
    977 5.44%:  These two questions are not the same when
    978 5.26%:  These two questions have been on the
    979 5.74%:  These two questions have been on the same
    980 5.24%:  These two questions are both the same as
    981 5.22%:  These two questions are not the same here
    982 5.17%:  These two questions are not answers
    983 5.15%:  These two questions are not the same even
    984 5.13%:  These two issues have been
    985 4.95%:  These two questions are so the
    986 119.30%:  These two questions are so the same that
    987 39.41%:  These two questions are so the same!!
    988 15.81%:  These two questions are so the same that we
    989 9.26%:  These two questions are so the same that even
    990 4.94%:  These two questions are the same on
    991 4.93%:  These two questions are not at the
    992 4.88%:  These two issues are not that
    993 4.72%:  These two questions are the reason the
    994 4.68%:  These two questions were meant to be the
    995 4.61%:  These two questions are the same when
    996 4.57%:  These two questions are a matter
    997 4.51%:  These two questions have been the
    998 7.19%:  These two questions have been the same
    999 7.26%:  These two questions have been the same answer
   1000 4.46%:  These two issues are so
   1001 4.41%:  These two questions are not even the same rhet
   1002 4.38%:  These two questions have more
   1003 6.81%:  These two questions have more than
   1004 4.37%:  These two questions seem to share
   1005 5.32%:  These two questions seem to share the
   1006 4.27%:  These two questions are not even the same b
   1007 4.20%:  These two questions are the same as the
   1008 4.03%:  These two questions have some
   1009 4.03%:  These two questions were not meant as
   1010 13.09%:  These two questions were not meant as rhet
   1011 3.99%:  These two issues are somewhat
   1012 3.98%:  These two questions are on the same w
   1013 3.94%:  These two questions are the same whenever
   1014 3.91%:  These two questions have one
   1015 33.63%:  These two questions have one answer!!
   1016 7.30%:  These two questions have one answer that
   1017 3.89%:  These two questions both answer
   1018 3.82%:  These two questions have the same answer one
   1019 3.81%:  These two questions were meant to be a
   1020 10.55%:  These two questions were meant to be a rhet
   1021 3.77%:  These two questions are the same now!!
   1022 3.69%:  These two questions are awesome!!
   1023 3.67%:  These two questions are answers to the
   1024 3.64%:  These two questions are not what
   1025 3.63%:  These two questions are better
   1026 7.92%:  These two questions are better than
   1027 13.05%:  These two questions are better than the
   1028 11.08%:  These two questions are better than the same
   1029 9.81%:  These two questions are better than the same one!!
   1030 9.59%:  These two questions are better than the ones
   1031 9.16%:  These two questions are better than one
   1032 7.16%:  These two questions are better than two
   1033 6.00%:  These two questions are better than one!!
   1034 3.63%:  These two questions are not even the same st
   1035 3.55%:  These two questions are the two
   1036 3.55%:  These two questions are the best
   1037 3.55%:  These two questions both seem
   1038 3.53%:  These two questions are not even the same water
   1039 3.53%:  These two questions are both answers
   1040 3.50%:  These two questions have no answers at
   1041 3.46%:  These two questions are not even the t
   1042 3.44%:  These two questions are now
   1043 3.36%:  These two questions are not even at the same str
   1044 3.36%:  These two questions are not the same stat
   1045 3.34%:  These two issues are not even that
   1046 3.31%:  These two questions are the same answer both
   1047 3.28%:  These two questions are what
   1048 3.27%:  These two questions are between
   1049 3.26%:  These two questions are the reasons that
   1050 3.21%:  These two questions are not the same the
   1051 3.21%:  These two questions are at
   1052 28.11%:  These two questions are at the same
   1053 21.48%:  These two questions are at the heart
   1054 3.20%:  These two questions are not even the same state
   1055 3.13%:  These two questions better
   1056 7.14%:  These two questions better not have
