being really cool IS one of the perks of being a computer scientist!
100.00%: 
72.61%:  you
7.50%:  like a lot of computer science things it
7.09%:  like a lot of computer science is
6.32%:  like a lot of computer things
5.44%:  like a lot of computer science things I say
5.15%:  like a lot of computer theory
5.11%:  like a lot of things in computer science are
4.96%:  like a lot of computer concepts
4.55%:  like a lot of things computer
27.44%:  like a lot of things computer science brings
21.90%:  like a lot of things computer science brings to
16.32%:  like a lot of things computer science is
5.05%:  like a lot of things computer science gets
4.51%:  like a lot of computer science I
4.47%:  like a lot of computer sciences
4.31%:  like a lot of things computer science ner
4.15%:  like a lot of things computer science brings to bear
4.14%:  like a lot of computer science progress
4.12%:  like a computer
18.26%:  like a computer scientist
3.96%:  like a lot of cool
18.52%:  like a lot of cool computer
38.64%:  like a lot of cool computer things
25.47%:  like a lot of cool computer scientist
6.67%:  like a lot of cool things in
16.47%:  like a lot of cool things in science
3.99%:  like a lot of cool things about
3.78%:  like a lot of computer science in
7.49%:  like a lot of computer science in real
3.62%:  like a lot of computer science it
3.48%:  like a lot of cool things about science
3.35%:  like a computer itself
3.33%:  like a lot of computer science proof
3.31%:  like a lot of things in life
3.29%:  like a lot of cool computer theories
3.16%:  like a lot of computer scientist
2.84%:  like a lot of things about
2.83%:  like a lot of computer science in the
2.64%:  like a lot of computer science things I learn
2.62%:  like a lot of computer science things are
2.59%:  like a lot of computer science theories it
2.56%:  like a lot of computer science theories I
2.47%:  like a lot of things computer science is great
2.60%:  like a lot of things computer science is great for
2.13%:  like a lot of things about science
2.12%:  like a lot of things in computer science I only
2.09%:  like a lot of things computer science types
2.09%:  like a lot of things in computer science I feel
2.08%:  like a lot of computer science itself
2.07%:  like a lot of computer science theology
2.04%:  like a computer science
2.03%:  like a lot of computer science points
1.97%:  like a lot of things I
1.95%:  like a lot of things in computer science at
1.90%:  like a lot of computer science!
1.87%:  like a lot of things computer science enables
1.87%:  like a lot of things in computer science I probably got
1.76%:  like a lot of science
1.73%:  like a lot of cool computer theory
1.68%:  like a lot of things computer science lets
1.65%:  like a lot of things in computer science as
1.62%:  like a lot of things computer science points
1.61%:  like a lot of things in computer science I get
1.61%:  like a lot of science fiction
1.58%:  like a lot of computer science things it probably
1.53%:  like a lot of computer theories
1.51%:  like a lot of computer science things in
1.47%:  like a lot of things in computer storage
1.46%:  like a lot of computer science theory it
1.46%:  like a lot of cool things I
1.45%:  like a lot of computer science things it only
1.41%:  like a lot of computer science things in general
1.36%:  like a lot of things in computer logic
1.34%:  like a lot of computer science this
1.33%:  like a lot of things people
1.29%:  like a lot of computer science stories I
1.29%:  like a lot of computer sciences theories
1.23%:  like a lot of computer science present
1.22%:  like a lot of cool things in my
1.20%:  like a lot of things in computer science I say
1.20%:  like a lot of cool things computer
1.19%:  like a lot of things in my
1.18%:  like a lot of computer science opinions
1.17%:  like a lot of computer science theories it only
1.11%:  like a lot of computer science bits
1.05%:  like a lot of cool computer facts
1.03%:  like a lot of cool computer stories
1.02%:  like a lot of computer science learning
1.00%:  like a lot of things computer science goes
2.04%:  like a lot of things computer science goes into
0.99%:  like a lot of cool concepts
0.99%:  like a lot of computer research
0.98%:  like a lot of computer science that
0.98%:  like a lot of things in computer science are!
0.97%:  like a lot of things computer science goes on
0.93%:  like a lot of things computer science types are
0.93%:  like a lot of things computer science is probably
0.91%:  like a lot of computer science this is probably
0.91%:  like a lot of computer science training
0.90%:  like a lot of computer science interest
0.89%:  like a lot of things in computer science I forget
0.89%:  like a lot of computer sciences things
0.89%:  like a lot of computer science it probably
0.88%:  like a lot of computer topics
0.88%:  like a lot of things in computer science for lay
0.87%:  like a lot of computer science theories in
0.87%:  like a lot of cool things in comp
0.85%:  like a lot of cool things in computer sc
0.84%:  like a lot of computer science real
0.83%:  like a lot of things in computer sc
0.83%:  like a lot of things in computer science for beg
0.83%:  like a lot of things computer science is only
0.82%:  like a lot of computer science t
0.81%:  like a lot of things in computer science I only get
0.81%:  like a lot of computer science types
0.81%:  like a lot of computer scientist research
0.79%:  like a lot of things in computer science I often
0.78%:  like a lot of cool science
0.79%:  like a lot of cool science things
0.78%:  like a lot of cool theories
0.77%:  like a lot of computer science there
0.75%:  like a lot of things in computer science or general
0.74%:  like a lot of cool things in computer storage
0.73%:  like a lot of computer science has
0.95%:  like a lot of computer science has been for
0.72%:  like a lot of computer science this probably
0.72%:  like a lot of computer science things I get
0.72%:  like a lot of computer science phrases
0.72%:  like a lot of computer science things for
0.71%:  like a lot of computer science an
0.71%:  like a lot of computer science poetry
0.70%:  like a lot of computer science in theory
0.68%:  like a lot of computer science before
0.68%:  like a lot of things about being
0.68%:  like a lot of computer science theories on
0.68%:  like a lot of computer science tools
0.67%:  like a lot of things in comp
0.67%:  like a lot of computer science theories it probably
0.66%:  like a lot of things in computer science I only sort
0.64%:  like a lot of cool computer things I
0.63%:  like a lot of things in computer science! I
0.63%:  like a lot of things in computer science I fear
0.63%:  like a lot of cool things I come
0.62%:  like a lot of cool computer topics
0.62%:  like a lot of cool things about being
0.62%:  like a lot of computer science ner
0.61%:  like a lot of things computer science rel
0.61%:  like a lot of computer science for
0.59%:  like a lot of computer science theories in general
0.57%:  like a lot of cool things you
0.57%:  like a lot of computer science theories of
0.56%:  like a lot of computer science beliefs
0.56%:  like a lot of computer science thing
0.55%:  like a lot of computer science they
0.55%:  like a lot of things computer science pione
0.54%:  like a lot of computer science ling
0.54%:  like a lot of cool things from
1.06%:  like a lot of cool things from science
0.54%:  like a lot of things computer science learn
0.53%:  like a lot of computer science theory is
0.53%:  like a lot of things I come
0.52%:  like a lot of computer science in this
0.52%:  like a lot of computer sciences theory
0.52%:  like a lot of computer science for non
0.52%:  like a lot of things in computer science I barely
0.51%:  like a lot of computer science in reality
0.51%:  like a lot of things computer science I
0.51%:  like a lot of computer science is pretty
1.42%:  like a lot of computer science is pretty boring
0.51%:  like a lot of computer science this is probably not
0.50%:  like a lot of things computer science tries
0.50%:  like a lot of things I say
0.49%:  like a lot of great
2.54%:  like a lot of great computer
359.04%:  like a lot of great computer science theories
131.75%:  like a lot of great computer science things
90.43%:  like a lot of great computer science theory
22.42%:  like a lot of great computer science stories
13.92%:  like a lot of great computer science insight
1.97%:  like a lot of great computer science the
1.88%:  like a lot of great things
1.42%:  like a lot of great computer science points
1.29%:  like a lot of great computer science proof
1.13%:  like a lot of great computer science things I
0.90%:  like a lot of great computer concepts
0.83%:  like a lot of great things in
28.01%:  like a lot of great things in computer
1.93%:  like a lot of great things in computer science I
1.28%:  like a lot of great things in science
1.10%:  like a lot of great things in computer sciences
0.81%:  like a lot of great computer science theories I
0.80%:  like a lot of great computer science opinions
0.70%:  like a lot of great things in computer science or
0.65%:  like a lot of great computer science present
0.65%:  like a lot of great science
1.44%:  like a lot of great science fiction
0.61%:  like a lot of great computer science history
0.60%:  like a lot of great computer science is
0.59%:  like a lot of great things in computer science!
0.50%:  like a lot of great computer sciences
0.65%:  like a lot of great computer sciences theories
0.50%:  like a lot of great computer things
0.49%:  like a lot of computer science front
0.49%:  like a lot of computer science it only
0.49%:  like a lot of things in computer science I regret
0.49%:  like a lot of computer science presents
0.48%:  like a lot of things I come across
0.48%:  like a lot of things in my personal
0.48%:  like a lot of things in computer science for general
0.48%:  like a lot of things in computer science as I
0.47%:  like a lot of computer science n
0.47%:  like a lot of computer science personal
0.47%:  like a lot of things in computer science I prefer
0.47%:  like a lot of theories
0.46%:  like a lot of things in computer science I prefer not
0.46%:  like a lot of things in computer science I got
0.46%:  like a lot of computer science honestly
0.46%:  like a lot of great computer theories
0.46%:  like a lot of computer science bas
0.46%:  like a lot of computer science benefits
0.46%:  like a lot of computer science say
0.46%:  like a lot of cool concepts in
0.45%:  like a lot of computer science for the
2.16%:  like a lot of computer science for the general
2.06%:  like a lot of computer science for the lay person
0.45%:  like a lot of computer science theory I
0.45%:  like a lot of computer science tales
0.44%:  like a lot of great computer science theories in
0.44%:  like a lot of things computer sciences
0.44%:  like a lot of computer science reality
0.44%:  like a lot of great computer science n
0.43%:  computer science is sort of like playing
0.43%:  for the computer scientist looking for an angle
0.43%:  like any computer science lesson I
0.43%:  being a computer scientist can be lonely for
0.43%:  computer science is totally boring to
0.43%:  like so many cool concepts in
0.43%:  before you start thinking I am
0.43%:  thinking about it for too long may be
0.43%:  not really cool enough for me to keep being a scientist 
0.43%:  please keep this secret until
0.64%:  please keep this secret until I become
0.43%:  be careful making copies!
0.43%:  like a lot of computer science theory in
4.47%:  like a lot of computer science theory in general
0.43%:  I prefer to think of it as being merely cool!
0.43%:  before you start thinking I can get
0.43%:  before you start looking for the logical
0.43%:  not really cool enough to make it to
0.43%:  most people are terrible at seeing the logic
0.43%:  for the purposes of my article
0.43%:  like most cool things in popular
0.94%:  like most cool things in popular science
0.43%:  computer science being the bast
0.43%:  be careful not to get pregnant!
0.43%:  keep it to yourself! I got this
0.47%:  keep it to yourself! I got this from
0.43%:  like all computer scientist types
0.43%:  computer science is also really boring too! I keep
0.43%:  the real problem is fig
0.43%:  like all other computer science bits of
0.43%:  I prefer to think of computer science as being not a
0.43%:  in the interest of closing out
0.43%:  as computer science is both
0.43%:  unlike most other topics in science
0.43%:  like all computer science pioneers of
0.43%:  before you start filing
0.43%:  there is one computer
3.35%:  there is one computer science
3.05%:  there is one computer scientist
0.43%:  because I respect
0.43%:  unlike most other great
0.43%:  like a lot of things about me
0.43%:  computer science is also totally boring if
0.43%:  keep it to yourself or things
0.43%:  thanks to computer science being a boring
0.43%:  you can still go to prison for ste
0.49%:  you can still go to prison for stealing them
0.47%:  you can still go to prison for stealing the
0.43%:  the point of computer science is not really going
0.43%:  like most cool things about science or
0.43%:  computer science is also a pretty boring thing
0.43%:  in the process of trying to become
0.43%:  before you go on telling people that it
0.43%:  keep it to yourself! I plan on becoming rich being
0.43%:  the point of computer science is really for
0.43%:  be careful not to become too inf
0.43%:  the best part of being a computer science ge
0.43%:  I prefer to think of it as computer science ge
0.43%:  there is one more
0.43%:  as a computer scientist I prefer being cool in
0.43%:  keep it to yourself please! I imagine
0.43%:  I think computer science is probably getting
0.43%:  like any computer scientist or
0.59%:  like any computer scientist or engineer
0.43%:  before you get all g
0.43%:  be careful not to steal my song
0.43%:  before I become totally
0.43%:  computer science is not a religion
0.43%:  keep it to yourself in case the cops come after
0.43%:  before anyone tries to sue me for calling
0.43%:  most people are too busy looking at their gen
0.43%:  before you go creating millions of pieces
0.43%:  thinking about it more clearly
0.43%:  computer science is a little boring so
0.43%:  you might not
0.46%:  you might not like
0.42%:  I prefer to imagine
0.42%:  for the sake of being able to continue telling my
0.42%:  be careful speaking of
0.44%:  be careful speaking of this
0.42%:  before you get all bent
0.42%:  like all great computer science t
0.42%:  computer science is not really the point
0.42%:  the point of computer science is not really so
0.42%:  ah
0.42%:  unlike most science fiction story
0.42%:  in the interest of keeping computer science l
0.42%:  the point of computer science is trying
0.42%:  the computer scientist is a logical
0.42%:  be careful not to tell anyone before I get rich!
0.42%:  in the interest of personal economic
0.48%:  in the interest of personal economic security
0.42%:  computer science is probably not that
0.42%:  please keep it to yourself! I might one
0.42%:  keep it to yourself please! I got this from
0.42%:  before anyone gets too optim
0.42%:  the best part of computer science is in looking for
0.42%:  like a lot of computer science theories I present
0.42%:  since the number is so
1.16%:  since the number is so long
0.48%:  since the number is so big
0.42%:  before you start making copies on
0.44%:  before you start making copies on the
0.42%:  computer science is not for the f
0.42%:  unlike some other people in
0.42%:  keep it to yourself! I plan on becoming richer
0.42%:  because of all these problems in
0.42%:  like all computer science of the
0.51%:  like all computer science of the present
0.42%:  I prefer to think of it as computer science legal
0.42%:  some people are trying to create
0.42%:  before you go calling me an
0.42%:  because of all this
0.42%:  can you imagine being the first one to tell
2.22%:  can you imagine being the first one to tell people
0.42%:  in the interest of keeping all computer science blog
0.42%:  like so many other sciences
0.42%:  please keep it to yourself! I cannot
0.42%:  after thinking about it for only
0.42%:  like most cutting
0.42%:  before you listen to another of
0.42%:  I promise you
0.42%:  this computer science is
0.42%:  computer science is really one of the biggest front
0.42%:  like so many other topics
0.42%:  thinking about it for too long becomes
1.74%:  thinking about it for too long becomes really
0.58%:  thinking about it for too long becomes really creep
0.42%:  computer science is also terrible!
0.42%:  people are still trying to make sense of their
0.42%:  since the computer is a tool for
1.24%:  since the computer is a tool for creating
0.42%:  it only applies to the number for
0.42%:  like the greatest
1.30%:  like the greatest computer
9.79%:  like the greatest computer science
0.45%:  like the greatest computer science proof
0.42%:  before you start thinking of becoming an
0.42%:  it only applies to numbers 
0.42%:  like most things of beauty in
0.42%:  keep it to yourself so I can get rich!
0.42%:  computer science is a lot better
0.42%:  you can also get
0.42%:  unlike some other logical proof
0.42%:  not really cool enough to merit being taken
0.42%:  computer science is boring in general!
0.42%:  computer science is also really boring too! I get
0.42%:  like many great concepts in
0.42%:  to return to my original line
0.42%:  I guess it really comes
0.42%:  because the problem is entirely
0.85%:  because the problem is entirely concept
0.42%:  like most things in legal
0.42%:  unlike many other logical proof
0.42%:  computer science is for
0.42%:  be careful not to tell my stories
0.42%:  at the risk
3.28%:  at the risk of being
1.08%:  at the risk of becoming
1.18%:  at the risk of becoming boring
1.07%:  at the risk of being boring
0.95%:  at the risk of becoming annoying
0.73%:  at the risk of being totally
0.66%:  at the risk of being totally unc
0.61%:  at the risk of being annoying
0.53%:  at the risk of being self
0.49%:  at the risk of getting
0.72%:  at the risk of getting personal
0.50%:  at the risk of getting all
0.47%:  at the risk of being too
0.42%:  for those
10.98%:  for those of you keeping
0.51%:  for those keeping
0.49%:  for those keeping count
0.42%:  before you listen to me tell
0.46%:  before you listen to me tell stories
0.42%:  the point of computer science is only to be
0.47%:  the point of computer science is only to be able
0.42%:  I prefer to think of it only
0.42%:  computer science being the eternal
0.42%:  in the interest of not losing your
0.42%:  there is one little problem I
1.03%:  there is one little problem I forgot
0.42%:  like all computer science is pretty boring on
0.42%:  as computer science is inher
0.42%:  before you listen to another piece of porn
0.42%:  please! I
0.42%:  like all theories of computer science to
0.42%:  like most things people care
0.42%:  like all the greatest computer science origins
0.42%:  I still prefer to keep
0.45%:  I still prefer to keep my songs
0.42%:  I prefer to think of it as a computer being cool
0.42%:  as computer science is one of only
0.42%:  as computer science is one of only three
0.42%:  it only applies if the number is longer
0.42%:  there are some pretty big
0.86%:  there are some pretty big legal
0.42%:  before you go on thinking science
0.60%:  before you go on thinking science is perfect
0.42%:  like any other science fiction
0.42%:  before you go back to telling people the
0.42%:  not really cool enough to keep me in science for
0.42%:  I still prefer to listen to music on a
0.42%:  it means that people
0.42%:  the computer science angle is a little boring!
0.42%:  the really cool part is keeping secrets
0.42%:  like any computer science pro
0.42%:  in the interest of breaking
0.42%:  computer science has a lot of pretty boring
0.42%:  computer science is not really like that!
0.42%:  the best part of computer science is like
0.42%:  unlike most things I create
0.42%:  I think computer science gets all
0.42%:  unlike poetry
0.42%:  computer science is probably one of the finest
0.42%:  before anyone tries to take me
0.42%:  like a computer science theory
0.42%:  I think computer science is too!
0.42%:  if you listen to the song on
0.44%:  if you listen to the song on repeat
0.50%:  if you listen to the song on repeat for
0.42%:  for the purposes of being cool
0.42%:  be careful not to tell others before
0.42%:  as a computer scientist I often feel lonely
0.42%:  if I may
0.42%:  keep it to yourself! I plan on being rich one
0.42%:  can you imagine if people got the
0.42%:  like all computer science theories going
0.42%:  like all great computer scientist ep
0.42%:  before I continue telling
0.42%:  because of the millions of people trying to break into
0.42%:  please keep it to yourself so I can get rich for
1.05%:  please keep it to yourself so I can get rich for being
0.67%:  please keep it to yourself so I can get rich for coming
0.42%:  I guess this
0.42%:  before you mention the concept to
0.42%:  for the purposes of internet
0.42%:  like any other computer engineer
0.42%:  can you imagine the opposite
0.42%:  I prefer to think of it as computer science being so log
0.42%:  before anyone tries to get me
0.42%:  unlike most things of great
0.42%:  in the interest of being a
4.71%:  in the interest of being a computer
1.23%:  in the interest of being a complete
1.71%:  in the interest of being a complete person
1.15%:  in the interest of being a computer science
0.42%:  I think computer science probably gets
0.42%:  I prefer to think about it before
0.42%:  I prefer to think of it as computer science losing
0.42%:  maybe I
0.42%:  most people are too busy being logical to think
0.42%:  as the computer scientist I play
0.42%:  in the interest of making your
0.42%:  unlike all my
5.22%:  unlike all my other stories
0.95%:  unlike all my other facts
0.59%:  unlike all my other secrets
0.55%:  unlike all my other great
0.42%:  be careful not to listen to any
0.42%:  before you go making copies of the entire content
0.42%:  computer science being the only real religion
0.42%:  keep it to yourself in case someone acc
0.42%:  if you promise to keep this all
1.92%:  if you promise to keep this all secret
0.42%:  computer science is pretty neat!
0.42%:  before I tell
3.14%:  before I tell you more
1.20%:  before I tell you another
1.62%:  before I tell you another cool
1.08%:  before I tell you more stories
1.00%:  before I tell you the
1.21%:  before I tell you the rest
0.55%:  before I tell you the moral
0.42%:  unlike most of the science fiction genre
0.42%:  like all the best science facts
0.42%:  if you tell someone
0.42%:  please keep it to yourself! I secret
0.42%:  be careful not to let people
0.42%:  in the interest of keeping all of
0.84%:  in the interest of keeping all of our
0.74%:  in the interest of keeping all of our secrets
0.42%:  I forgot to mention one crucial piece
0.42%:  before you go asking me for porn
0.42%:  let me tell you the
0.42%:  like all of my
1.48%:  like all of my theories
0.99%:  like all of my stories
0.42%:  like all stories of computer science they
0.42%:  like all computer science is too
0.54%:  like all computer science is too boring
0.95%:  like all computer science is too boring for
0.69%:  like all computer science is too boring to be
0.53%:  like all computer science is too boring for the
0.42%:  please keep it to yourself for me
0.42%:  it only applies to music!
0.42%:  it only applies to numbers bigger then
0.41%:  I guess it only applies to boring
0.41%:  unlike other aspects of legal science
0.41%:  you can still go to prison if someone
0.41%:  being a computer person
0.41%:  being a computer scientist is not all glory!
0.41%:  the computer scientist is lonely
0.41%:  not really cool enough to be an
0.41%:  unlike the rest of my persona
0.41%:  like all theory
0.41%:  in the interest of focusing
0.41%:  being a computer scientist speaking only for
0.41%:  not really cool enough to go back in time fifteen
0.41%:  I think computer science is a bigger
0.41%:  of course it
0.41%:  the computer scientist life can be lonely! I
0.41%:  before you go home telling
0.89%:  before you go home telling people
0.41%:  being the computer science freak
0.41%:  being a computer scientist is cooler! I get
0.41%:  being a computer scientist I feel it
0.41%:  it only applies to me because I think
0.41%:  because of the millions of people creating
0.62%:  because of the millions of people creating content
0.41%:  as computer science is only going
0.41%:  the computer science analogy itself
0.41%:  computer science is like that in
1.98%:  computer science is like that in general!
0.41%:  it only makes sense if the
0.41%:  please respect
0.41%:  being a computer scientist is S
0.41%:  some people still argue
0.41%:  if you listen to me talking
0.41%:  like a lot of computer science pione
1.44%:  like a lot of computer science pioneers before
0.41%:  before you listen to another boring legal
0.41%:  before you go thinking I am a
0.41%:  I guess it only matters
0.64%:  I guess it only matters if people
0.43%:  I guess it only matters if people care
0.41%:  computer science being one of the only real
0.41%:  I still get
0.41%:  not really cool enough to inspire me to respect
0.41%:  like all of computer science so
0.41%:  to be precise
0.41%:  unlike most cool things I learn
0.41%:  being a computer scientist for once
0.41%:  please keep this to yourself or it
0.41%:  like any other computer science or
0.41%:  speaking of coolness
0.41%:  in the interest of keeping a
0.41%:  the computer science angle is totally boring
0.41%:  before you start telling other
0.64%:  before you start telling other people I
0.41%:  like all perfect computer
0.42%:  like all perfect computer theories
0.41%:  I forgot to bring my laptop
0.41%:  like all the best computer science opinions I
0.41%:  computer science is totally boring on
0.41%:  before you listen to too
0.41%:  since computer storage is the
0.77%:  since computer storage is the only
1.27%:  since computer storage is the only place
1.14%:  since computer storage is the only reliable
0.41%:  for some reason I still feel the urge to copy
0.41%:  in the spirit of keeping secrets
0.41%:  can you imagine being the first person to sell
0.41%:  like all great computer science before
0.41%:  like science fiction authors
0.41%:  unlike most of the great
0.41%:  I prefer to think of it as more cool
0.41%:  like all other computer science in
0.41%:  like many great things in our
0.41%:  before you think I can
0.41%:  be careful not to let this become
0.41%:  in the interest of public access
0.41%:  in the interest of keeping our economy
0.48%:  in the interest of keeping our economy stable
0.41%:  the point of computer science is it
0.41%:  not really cool enough to perform
0.41%:  I prefer to think of it as computer science gone all
0.41%:  being a computer scientist I prefer to be alone!
0.41%:  not really cool enough to make boring
0.41%:  unlike most cool things people say to
0.41%:  not really cool enough to generate profit
0.41%:  I think computer science is so great
0.41%:  you can still register
0.41%:  like the internet
0.41%:  I think computer science really brings
0.41%:  be careful not to copy this sentence
0.41%:  like all of computer science!
0.41%:  it only applies to stuff in
0.41%:  keep it to yourself! I imagine there
0.41%:  before anyone gets all up
0.41%:  the really coolest
0.41%:  like all the great computer science is
0.41%:  be fore
0.41%:  in the process of turning
0.41%:  I suppose there are some
0.41%:  like most areas
1.47%:  like most areas of science
0.41%:  like many cool aspects
0.41%:  if you look at it from the legal
0.91%:  if you look at it from the legal point
0.41%:  there are still plenty of books about
0.41%:  like any great computer science thing
0.41%:  keep it to yourself before I lose
0.41%:  computer science is totally boring! I
0.41%:  computer science is like porn
0.41%:  I prefer to think of computer science as a non
0.41%:  before you change
0.41%:  I guess the real problem is trying
0.41%:  not as cool as getting people
0.41%:  before you start breaking things
0.41%:  not really cool enough for me to start
0.88%:  not really cool enough for me to start being
0.45%:  not really cool enough for me to start keeping
0.41%:  computer science is still the only
0.41%:  some people say I
0.41%:  unlike many other parts
0.89%:  unlike many other parts of life
0.41%:  like a lot of computer science fol
0.41%:  computer science is totally boring for like
0.41%:  the best part of computer science is online
0.41%:  like all perfect concepts
0.41%:  like all the best proof
0.41%:  unlike most other cool aspects
1.35%:  unlike most other cool aspects of being
1.07%:  unlike most other cool aspects of life
0.41%:  like most theories about science
0.41%:  neither of
0.70%:  neither of us are
0.54%:  neither of us can
0.48%:  neither of us are going
2.36%:  neither of us are going to become
1.20%:  neither of us are going to be
1.41%:  neither of us are going to be able to tell
1.33%:  neither of us are going to be able to profit
1.27%:  neither of us are going to be able to collect
1.10%:  neither of us are going to be able to sleep
0.99%:  neither of us are going to be able to listen
0.95%:  neither of us are going to become billion
0.90%:  neither of us are going to be able to collect on
0.61%:  neither of us are going to benefit
0.44%:  neither of us are going to be able to copy
0.44%:  neither of us are going to be able to come
0.41%:  unlike most things of interest in
0.41%:  be careful not to look too
0.41%:  before you go making copies of all this
0.41%:  the real issue
0.41%:  like computer science in general it
0.41%:  like most of the best
0.41%:  computer science being its
0.41%:  like the computer science of
0.41%:  thinking about it for too long mess
0.41%:  before you go praising me for all the cool science I
0.41%:  like a lot of things computer science is not
0.41%:  not really cool enough to keep interest
0.41%:  like all stories of computer science gone ter
0.41%:  before you go praising me for that little n
0.41%:  I prefer to think of it in purely legal
0.41%:  I prefer to think of it as being simply cool
0.41%:  be careful not to get any of these
0.41%:  in the interest of keeping a computer
0.63%:  in the interest of keeping a computer science
2.67%:  in the interest of keeping a computer science blog
0.41%:  unlike some other legal topics
0.41%:  yeah!
0.41%:  you can take
1.05%:  you can take comfort
0.92%:  you can take comfort in this
0.41%:  the computer science gets
1.14%:  the computer science gets boring
1.45%:  the computer science gets boring really
0.55%:  the computer science gets boring really soon
0.48%:  the computer science gets boring really fast!
0.45%:  the computer science gets boring after like
0.41%:  the computer science gets really
1.98%:  the computer science gets really boring
0.41%:  I think computer science is really boring so
0.41%:  it only applies to numbers too long
0.41%:  the coolest part is computer
0.41%:  for some reason people get angry
0.41%:  the point of computer science is to be really boring on
0.41%:  since the number of
5.38%:  since the number of possible
0.55%:  since the number of possible 
0.41%:  since the number of possible per
0.41%:  like all true theories
0.41%:  as you see
0.41%:  the only reason it
0.41%:  for the sake of music
0.41%:  keep it to yourself so I can become the
7.98%:  keep it to yourself so I can become the first billion
0.41%:  before you go calling the police station
0.41%:  please keep it to yourself! I imagine there
0.41%:  computer science is really nothing like I
0.41%:  I think people are still
1.32%:  I think people are still going
4.74%:  I think people are still going to sue
3.09%:  I think people are still going to sue me
4.05%:  I think people are still going to sue me for
2.46%:  I think people are still going to continue
1.63%:  I think people are still going to be
1.23%:  I think people are still going to sue me if
1.08%:  I think people are still going to sue me for ste
0.58%:  I think people are still going to court
0.53%:  I think people are still going to sue for
0.41%:  I think people are still going to buy
0.41%:  I think people are still going to use
0.41%:  before you go calling the cops on me for internet
0.41%:  some people are still trying to argue the
0.41%:  computer science is only a part
0.45%:  computer science is only a part of the
0.41%:  like all computer science in the present
0.41%:  some people are still using
0.41%:  thinking about it for too long means
0.41%:  like a lot of things you
0.44%:  like a lot of things you learn
0.52%:  like a lot of things you learn from
0.55%:  like a lot of things you learn from science
0.41%:  please keep it a secret for me!
0.41%:  I still prefer the computer
4.45%:  I still prefer the computer science
3.39%:  I still prefer the computer science angle
1.59%:  I still prefer the computer science angle!
0.99%:  I still prefer the computer science angle of
0.78%:  I still prefer the computer science to
0.52%:  I still prefer the computer science angle to
0.51%:  I still prefer the computer science of
0.43%:  I still prefer the computer science angle of it
0.41%:  since most people are not log
0.41%:  most people are content to ignore logic in
0.41%:  if you tell someone else
0.41%:  please note
0.41%:  being a computer scientist of all
0.41%:  be careful not to mention it or
0.47%:  be careful not to mention it or else
0.41%:  be careful not to mention it or else people
0.41%:  people still buy songs
0.41%:  since computer storage is often cheaper
0.41%:  hey! I
0.41%:  as computer science is totally boring
0.40%:  like many other facts
0.40%:  since the number for
0.40%:  perhaps because of my interest
0.66%:  perhaps because of my interest in logic
0.40%:  unlike most other legal topics
0.40%:  thinking about it for too long is really creep
0.40%:  before I go any
1.40%:  before I go any further into
0.40%:  the point of computer science is to engage
0.40%:  before I forget!
0.40%:  computer science being a slightly
0.40%:  as the saying
0.40%:  like a lot of computer science for the non
0.40%:  like many of the coolest aspects of being
0.40%:  before you go printing the
0.64%:  before you go printing the entire
0.58%:  before you go printing the contents
0.82%:  before you go printing the contents of all
0.40%:  the point of computer science is to be a
0.40%:  as computer science is not a
0.40%:  for the sake of our entire
2.51%:  for the sake of our entire economy
2.48%:  for the sake of our entire economic
1.69%:  for the sake of our entire society
0.40%:  unlike some other stories
0.40%:  I prefer to think of computer science as one long list
0.40%:  before you go calling the police to report an
0.40%:  it occurs
1.43%:  it occurs to me that I
1.36%:  it occurs to me that if
1.11%:  it occurs to me that people
0.86%:  it occurs to me that since
0.48%:  it occurs to me that people are
0.49%:  it occurs to me that people are going
0.48%:  it occurs to me that one
0.47%:  it occurs to me that if one
0.40%:  unlike other aspects of my cool
0.40%:  before you call the internet police on
0.60%:  before you call the internet police on me for
0.95%:  before you call the internet police on me for posting
0.40%:  please keep it to yourself tonight
0.40%:  computer science is also pretty boring at
0.40%:  computer science has been going on for like a
0.40%:  since most people only think
2.13%:  since most people only think about
0.40%:  please keep this our secret for
0.40%:  it probably makes sense to continue
0.40%:  at the risk of being totally boring
0.40%:  not really cool enough for me to keep creating
0.40%:  computer science is not only log
0.40%:  be careful not to think of me
0.40%:  if you promise to listen
0.40%:  like so much cool
0.40%:  be careful not to store any porn
0.40%:  as computer science is an ongoing
0.40%:  like all computer sc
0.40%:  the best part of computer science is finally looking
0.40%:  as the computer scientist I keep
0.40%:  like all my theories about science
0.40%:  the computer scientist is really looking
0.40%:  like a lot of people
0.40%:  in the process of becoming a song
0.40%:  I prefer to keep it to myself as
0.40%:  the ultimate irony of
0.40%:  people still get angry
0.40%:  please keep this secret from anyone
0.40%:  it also opens
0.76%:  it also opens up some
0.70%:  it also opens the
0.40%:  before you go making pir
2.05%:  before you go making pirate copies of the
1.43%:  before you go making pirate copies of the internet
0.69%:  before you go making pirate copies of the contents
0.64%:  before you go making pirate copies of the entire
0.46%:  before you go making pirate copies of this
0.40%:  the coolest part is coming up in
0.40%:  please keep it to yourself so I can become rich bringing
0.40%:  I prefer to think of it in more poet
0.40%:  probably not cool
41.26%:  probably not cool enough to make
15.58%:  probably not cool enough to get
13.66%:  probably not cool enough for
9.66%:  probably not cool enough to keep
7.43%:  probably not cool enough to replace
5.13%:  probably not cool enough to make it
