YOUR IDEA OF HAPPINESS IS LOWERED EXPECTATIONS?
100.00%: 
21.09%: UN
19.94%:  YOU
0.01%:  NOW YOU ARE PLEASE
0.01%:  LOW EXPECTATIONS ARE YOUR PH
0.01%:  NOW YOU ARE TRAPP
0.01%:  YOU DIED AT AN
0.01%:  IS WHAT YOU SAID SO
0.01%:  WHAT ARE YOUR PLANS? E
0.01%:  YOUR WHOLE D
0.01%:  STORY
0.01%:  YOU DIED AS
0.01%:  HARD TO LO
0.01%:  YOUR IDEA OF PARADISE IS THE PL
0.01%:  THE REASON YOU ARE ON
0.01%:  WHAT I SAY IS NO
0.01%:  ONLY THE D
0.09%:  ONLY THE DINOSAURS W
0.09%:  ONLY THE DINOSAURS ARE
0.05%:  ONLY THE DINOSAUR W
0.03%:  ONLY THE DINOSAURS D
0.02%:  ONLY THE DINOSAUR S
0.02%:  ONLY THE DINOSAUR IS
0.01%:  ONLY THE DINOSAURS S
0.01%:  ONLY THE DINOSAURS RE
0.01%:  ONLY THE DINOSAURS ARE S
0.01%:  ONLY THE DINOSAURS OF
0.01%:  ONLY THE DINOSAUR D
0.01%:  ONLY THE DINOSAURS DIE OF
0.01%:  ONLY THE DINOSAURS DIE?
0.01%:  ONLY THE DINOSAURS WERE
0.01%:  PRESENT YOUR SELF IN
0.01%:  WHAT DOES A DINOSAUR L
0.01%:  WISE AND PRO
0.02%:  WISE AND PROFOUND ARE
0.01%:  WISE AND PROFOUND ARE THE
0.01%:  IS THERE A REASON YOU NE
0.01%:  ARE YOU HAPPIER IN
0.01%:  IF YOU WANTED A
0.01%:  THE WORLD IS OURS AND
0.01%:  YOU WANT AN OLDER PER
0.01%:  YOU WISH FOR ETERNAL I
0.01%:  THOSE ARE OUR PLANS? IS
0.01%:  WE SHARE A SENSE OF UN
0.01%:  NOW YOU ARE PERSONAL
0.01%: ON THEREFORE WE
0.01%:  YOU ARE NOW INSI
0.01%:  YOU ARE OLDER THAN I EXPECTED? I W
0.01%:  OLD DINOSAURS WHO
0.01%:  I HEARD YOU ARE NOW AN
0.01%:  YOU ARE NOW LESS OF AN
0.01%:  SAID L
0.01%:  PROFOUND AND YET SO WE
0.01%:  YOUR PLANS IN
0.01%:  THIS IS YOUR IDEA OF ONE
0.01%:  I SHOULD NOT EXPECT ANY PROFE
0.01%:  YOU ARE THE OLD ONE AND
0.01%:  RET
0.01%:  YOUR ROAD TO AD
0.01%:  YOU STAND HERE FOR
0.01%:  YOU SAID THERE ARE NO D
0.01%:  YOUR IDEA OF PARADISE IS TO OWN
0.01%:  THOSE ARE OUR LIFE AS WE
0.01%:  I WOULD NOT EXPECT A RES
0.01%:  I WOULD NOT EXPECT A RESPONSE OF
0.01%:  NOW YOU ARE AN OPTO
0.01%:  WE ARE ON OPPOSITE ENDS OF A D
0.01%:  WE ARE ON OPPOSITE ENDS OF A DIAL
0.01%:  I SEE YOU ARE ALSO
0.01%:  YOUR WISH IS TO LE
0.01%:  YOU LEARNED THIS IN A
0.01%:  THE OLDER DINOSAUR IS W
0.01%:  I SHOULD NOT EXPECT ANY RE
0.01%:  IT APPEARS WE ARE FOUND
0.01%:  YOU SAID THREE WEE
0.01%:  SAID NAPOLEON TO HIS DO
0.01%:  YOU ARE A PROFESSION?
0.01%:  YOUR LIFE HAS END
0.01%:  LOW EXPECTATIONS ARE YOUR ONE AD
0.01%:  WHAT IF YOU ARE OLDER AND SPO
0.01%:  PREPARE TO DO SO
0.01%:  HOW DID YOU S
0.01%:  WHAT ARE YOUR OPINIONS OF SP
0.01%:  SOLO
0.01%: ON YOUR WORLD IS
0.01%:  NOW YOU ARE FIL
0.01%:  WHAT IF YOU ARE ONE PERSON LE
0.01%:  I SHOULD SPEND A FEW YEARS NOT
0.01%:  THERE ARE DOWNSIDES IN
0.01%:  SOUND THE AIR
0.01%:  YOU WHO
0.01%:  YOUR PROFESSION IS A L
0.01%:  YOU EXPECTED THIS
0.01%:  DO YOU WANT A R
0.01%:  DO YOU WANT A RIDE IN
0.01%:  APPARENTLY WE ARE IN SE
0.01%:  SOON? YOU W
0.01%:  YOU ARE A NOSE
0.01%:  YOUR WISH IS TO DIE SOONER AND LE
0.01%:  YOU LIE THERE D
0.01%:  YOUR LIFE IS SPENT S
0.01%:  SAY WE ARE OLDER AND T
0.01%:  IF YOU ARE AN OLDER H
0.01%:  INDEED YOU ARE R
0.01%:  YOUR IDEA OF PARADISE IS TO NO
0.01%:  WE SHOULD NO
0.01%: ON WHEN YOU ARE ALI
0.01%:  DID YOU AN
0.01%:  DID YOU ANSWER THE PRO
0.01%:  YOU ARE NOT A W
0.01%:  YOU SAID WHILE AND NOT
0.01%:  YOU ARE TRAPPED IN N
0.01%:  YOU ARE LESS SER
0.01%:  APPEARS YOUR LIFE ST
0.01%:  ONLY ONE OF US IS A STE
0.01%:  ONLY ONE OF US IS A STEP AHEAD?
0.01%:  ONLY ONE OF US IS A STEAD
0.01%:  YOU ALSO ARE A
0.01%:  YOUR OPTION FOR
0.01%:  LEARN TO READ A
0.01%:  YOUR LIFE IS A SER
0.01%:  WHAT DO YOU DO? P
0.01%:  YOU DIE WITH
0.01%:  SAID THE WISE PER
0.01%:  SAID THE WISE PERSON IN
0.01%:  YOUR PROFESSION IS DO
0.01%:  WHEN YOUR F
0.05%:  WHEN YOUR FRIENDS A
0.02%:  WHEN YOUR FRIENDS T
0.02%:  WHEN YOUR FRIENDS TAL
0.02%:  WHEN YOUR FRIENDS S
0.01%:  WHEN YOUR FRIENDS D
0.01%:  HOW DO YOU PLAN ON STAR
0.01%:  DESPERATELY I
0.01%:  IT APPEARS WE ARE IDE
0.01%:  WE ARE ALREADY SPE
0.01%:  PREPARE TO DIE A LONE
0.01%:  PREPARE TO DIE A LONE AND
0.01%:  IN OTHER WORDS YOU SEE S
0.01%:  PROFOUNDLY WIS
0.01%: ON YOUR TAL
0.01%:  YOUR PLAN HERE IS TO DIE A S
0.01%: UNDER THAN I
0.03%: UNDER THAN I EXPECT
0.01%:  DINOSAURS WAL
0.01%:  WE ARE PREP
0.01%:  WHEN YOU ARE OLDER EXPECT TO DIE IN
0.01%:  WHAT IS YOUR IDEAL PO
0.01%:  WE ARE ENTIRELY DISS
0.01%:  SAYS THE OLD DINOSAUR ON A
0.01%:  NOW YOU ARE THE PROFESSION I
0.01%:  YOUR IDEA OF HAPPINESS IS RAN
0.01%:  IN OTHER WORDS YOU DI
0.01%:  YOU ARE A SAD PERSON IN
0.01%:  YOU ARE A SAD PERSON IN THE
0.01%:  YOU ARE AN OPPOSE
0.01%:  WHAT IS YOUR PROFESSION OP
0.01%:  IS THIS ONE OF YOUR NEW
0.01%:  YOU ARE A SELFISH PERSON DE
0.01%:  YOUR WISHES ARE T
0.01%:  WHAT IF YOU ARE OLDER I NE
0.01%:  I SHOULD RESP
0.01%:  YOU LIFE WAS
0.01%:  WHERE DID YOU LEARN I
0.01%:  IF YOU SAW
0.01%:  YOU ARE HEADED FOR AN INSPI
0.01%:  ONLY ONE OF US STOPS P
0.01%:  WHEN YOU ARE OLD AND PAST S
0.01%:  SAID THE OLD PERSON YOU ARE P
0.01%:  THERE IS ALWAYS ONE UPON
0.01%:  YOUR LIFE IS ONE WHERE I
0.01%:  EXPECTATIONS ARE DOWN FOR S
0.01%:  YOUR PLAN IS TO DIE EN
0.01%:  WHAT DID I EXPECT? YOU ARE A S
0.01%:  WHAT PROFESSIONS ARE YOU O
0.01%:  WHAT PROFESSIONS ARE YOU OLD E
0.01%:  WHAT IS YOUR PLAN AN
0.01%:  FAR YOU RE
0.01%:  WHAT IF YOU ARE OLDER? I SE
0.01%:  IN OTHER WORDS YOU LOSE AND
0.01%:  YOU ARE A PROTE
0.01%:  YOU ARE A DEPRESSION F
0.01%:  I WOULD R
0.02%:  I WOULD RATHER D
0.03%:  I WOULD RATHER DIE YO
0.02%:  I WOULD RATHER DIE NO
0.01%:  I WOULD RATHER DO
0.01%:  ROL
0.01%:  THERE IS A POWER
0.01%:  I SHOULD EXPECT NO
0.01%:  INSTEAD OF PERSON
0.01%:  HERE IS AN IDEA YOU
0.01%:  NOW YOU FEEL ST
0.01%:  SORRY I NE
0.01%:  YOU HAD A PROFESSION D
0.01%:  WHAT PROFESSION ARE YOU DAN
0.01%:  YOU LEARNED PO
0.01%:  YOU LEARNED POINT
0.01%:  DO YOU WANT A DE
0.01%:  YOUR RESPONSE TO D
0.01%:  YOUR ESSENTIAL RE
0.01%:  YOU DO L
0.01%:  OLDER YOU ARE ONE
0.01%:  SAY WE ARE DONE H
0.01%:  YOU WANT A H
0.01%:  WHAT PROFESSIONS DID YOU PER
0.01%:  DID YOU STOP HERE FOR A SPE
0.01%:  I SHOULD PREPARE TO DIE IN S
0.01%:  WHY STAND
0.01%:  SAID NAPOLEON AS HE S
0.01%:  YOU ARE WORSE THAN AN O
0.01%:  YOU ARE AN OLD DINO WITH A
0.01%:  YOUR EXPECTATIONS FOR HO
0.01%:  THE REAL REASON I D
0.01%:  THE REAL REASON I DID
0.01%:  WEIRD TO SEE SO
0.01%:  PREPARE TO DIE ALONE YOU O
0.01%:  THE ROLE OF DINOSAURS IS INDE
0.01%:  WHAT IF YOU ARE AN OLDER 
0.01%:  DID THIS
0.01%:  THERE IS ONLY ONE OP
0.01%:  THERE IS ONLY ONE OPPOS
0.01%:  HAS ANYONE PO
0.01%:  PREPARE TO DIE DIS
0.01%:  THERE IS NO REAL IN
0.01%:  WHAT DOES A PER
0.02%:  WHAT DOES A PERSON DO
0.01%:  WHAT DOES A PERSON NE
0.01%:  ITS
0.01%:  YOU SAID IT WAS A
0.01%:  YOU SENT
0.01%:  WHILE YOU STR
0.01%:  YOU HAD PLANNED TO S
0.01%:  SAYS THE PERSON P
0.01%:  WEIRD YOU ARE SPE
0.01%:  ANAL
0.01%:  THEN YOU AL
0.01%:  THEN YOU ALSO W
0.01%:  ONLY ONE OF US HERE IS I
0.01%:  LEARN HOW TO F
0.01%:  WHAT IS YOUR PERSONAL SO
0.01%:  YOU ARE THE OR
0.01%:  NOW ARE YOU AFRAID TO DE
0.01%:  YOU NEEDED ANOT
0.01%:  THERE ARE NO SO
0.01%:  THERE ARE NO SOUND
0.01%:  THOSE WERE PROP
0.01%:  ARE YOU THERE NO
0.01%:  DO YOU SEE HOW IT
0.01%:  APPARENTLY WE NO
0.01%:  YOU TOO ARE DO
0.01%:  YOUR PLAN IS TO DIE HOPEF
0.01%:  IS THERE A REASON YOU LO
0.01%:  FAR THE ONLY DINOSAURS I SE
0.01%:  WHAT IS YOUR IDEAL END
0.01%:  OTHERWISE YOU ARE ON
0.01%:  EXPECTATIONS ARE LOWER IN
0.01%:  YOU EXPECT TO SPEND A
0.01%:  YOU LEARNED NEW
0.01%:  WHAT YOU L
0.01%:  APPEARS YOUR LIFE AS
0.01%:  YOU ARE ALSO NOT A
0.01%:  WE HE
0.01%:  WE HEARD
0.01%:  WE HEARD YOU
0.01%:  WE HEARD YOU ARE
0.01%:  YOUR IDEA OF HAPPINESS IS NOT WA
0.01%:  INSTEAD OF SHOUL
0.02%:  INSTEAD OF SHOULDER
0.01%:  WHERE ARE YOU AND I
0.01%:  YOUR LIFE ENDS IN SOR
0.01%:  POINTLESS AND REPRE
0.01%:  YOU ARE NOW SENT
0.01%:  PERHAPS YOUR LIFE IS NOT ONE
0.01%:  DARE I S
0.01%:  DARE I SAY THIS
0.01%:  SAID THE DINOSAUR PAL
0.01%:  YOUR PLAN IS TO DIE ON D
0.01%:  ONLY ONE OF US IS THIS
0.01%:  YOU ARE OLDER AND WITH
0.01%:  WHAT ARE YOUR ONE
0.01%:  SERIOUSLY? I
0.01%:  YOU ARE AN OLDER POINT
0.01%:  THOSE ARE YOUR EXPECTED LIFE P
0.01%:  WE ARE SUPPOSED TO HANDLE O
0.01%:  IT APPEARS YOU ARE SE
0.01%:  YOU ARE ONE OF THOSE RAND
0.01%:  SAYS THE DINOSAUR IN A PERPE
0.01%:  THIS WAS YOUR I
0.02%:  THIS WAS YOUR IDEA OF AN
0.02%:  THIS WAS YOUR IDEA OF P
0.01%:  THIS WAS YOUR IDEA FOR
0.01%:  THIS WAS YOUR IDEA OF S
0.01%:  THIS WAS YOUR IDEA OF PLAN
0.01%:  THIS WAS YOUR IDEA OF PER
0.01%:  THIS WAS YOUR IDEA OF SEL
0.01%:  THIS WAS YOUR IDEA OF A D
0.01%:  THIS WAS YOUR IDEA OF PRO
0.01%:  THIS WAS YOUR IDEA OF A PER
0.01%:  THIS WAS YOUR IDEA OF A P
0.01%:  WHAT DOES YOUR ELD
0.01%:  WHEN YOU ARE OLDER DO I T
0.01%:  YOU WISH TO DIE ALONE AND IS
0.01%:  NOW ARE YOU SATISFIED? SO NO
0.01%:  WHAT ARE YOU IF
0.01%:  ONE DAY I WISH
0.01%:  AS AN OLDER ONE YOU
0.01%:  YOU ARE AWARE OF THE SEL
0.01%:  YOUR IDEAS OF WH
0.01%:  ARE WE NO
0.01%:  YOUR INSPIRATION WAS SO
0.01%:  SAID DINOSAURS IN THE FAR
0.01%:  WHAT YOU PROPOSE IS A LIFE DE
0.01%:  IF YOU ARE AN E
0.01%:  INSTEAD OF HO
0.01%:  INSTEAD OF HOUSES I
0.01%:  INSTEAD OF HOUSES WE
0.01%:  INSTEAD OF HOUSES WE ARE
0.01%:  YOUR LIFE IS IN
0.01%:  THOSE ARE YOUR DEAL
0.01%:  SAYS THE DINOSAUR LAND
0.01%:  WHAT I SAID A
0.01%:  WHAT IF YOU ARE AN OLDER POOPE
0.01%:  YOU DID EN
0.01%:  YOU DID ENTER
0.01%:  YOU ARE FOL
0.01%:  THE PRESSURE IS ON AND
0.01%:  YOUR HAPPINESS RELIES ON DO
0.01%:  I SUPPOSE WE ARE FRIENDS TH
0.01%:  DID YOU STOP FOR SO
0.01%:  THOSE WERE OUR PLANS?
0.01%:  SAID THE DINOSAURS IN AL
0.01%:  YOU EXPECT TO DIE OF S
0.01%:  YOUR HAPPINESS LITER
0.01%:  I SHOULD STAND IN
0.01%:  YOU ARE A DEST
0.01%:  WHAT IS YOUR PROFESSION? PED
0.01%:  SOON YOU ARE AN OLDER ST
0.01%:  DESPERATE W
0.03%:  DESPERATE WAS YOUR DES
0.01%:  DESPERATE WAS YOUR D
0.01%:  DESPERATE WAS YOUR NE
0.01%:  YOUR WISHES ARE D
0.01%:  YOU SLEEP IN
0.01%:  WHAT DID I EXPECT? YOU ARE AL
0.01%:  YOU EAT A
0.01%:  YOUR OPINIONS ARE ST
0.01%:  NEITHER OF US PRE
0.01%:  YOUR STANDARD LIFE IS
0.01%:  ONLY ONE OF US HAS DISTR
0.01%:  WHAT IF YOU ARE ONE DIN
0.01%:  WHEN YOU ARE OLDER IS NOT A
0.01%:  WHAT IS YOUR PROFESSION? I LO
0.01%:  YOUR LIFE PRO
0.01%:  WE ENDED UP AR
0.01%:  YOU SAID WHILE I D
0.01%:  WHAT IF YOU SPE
0.01%:  PERHAPS YOU RE
0.01%:  YOUR EXPECTATIONS ARE ONE OF
0.01%:  EXPECTATIONS YOU ARE
0.01%:  IF YOU STOPP
0.01%:  WHAT ARE YOU NA
0.01%:  IF YOU ARE OLDER NOW AND I
0.01%:  YOUR PLAN IS NOT RE
0.01%:  THEN YOU DIE AND R
0.01%:  ARE WE SUPPOSED TO END O
0.01%:  PEOPLE DIE
0.01%:  ONLY ONE OF US SAID SO
0.01%:  YOUR IDEA OF HAPPINESS IS NOT AD
0.01%:  YOU ARE THE OLDER ONE S
0.01%:  POWERFUL AND YET SO PRO
0.01%:  OTHER PEOPLE DIE AND
0.01%:  YOUR EXPECTATION FOR A
0.01%:  IT APPEARS YOU AND I DO
0.01%:  YOU ARE TRAPPED IN A DEL
0.01%:  WHEN YOU ARE PER
0.01%:  WHEN YOU ARE PERSON
0.01%:  YOU ARE A RAND
0.01%:  WHAT PROFESSION DID YOU INSPI
0.01%:  YOU ARE THE WIS
0.01%:  IN OTHER WORDS YOU DISLI
0.01%:  I SUPPOSE THERE AREN
0.01%:  WHERE DID I LEAR
0.02%:  WHERE DID I LEARN TO SPE
0.01%:  TRULY WE ARE DO
0.01%:  WE ARE ON OPPOSITE SIDES OF A DU
0.01%:  WE ARE DEFINITELY DIS
0.01%:  YOUR PLAN IS TO DIE IN OR
0.01%:  YOU ARE OLDER NOW? THIS
0.01%:  ONLY ONE OF US HE
0.01%:  YOU ARE A POSTER
0.01%:  THOSE WERE OUR PLANS AS
0.01%:  HERE YOU ARE PLAN
0.01%:  YOUR IDEA OF HAPPINESS LO
0.01%:  PERHAPS YOU ARE NOT SO D
0.01%:  YOU ARE ANOTHER SAD
0.01%:  YOUR PLAN IS TO SOON
0.01%:  WHEN YOU ARE AN OLDER STEP D
0.01%:  SAYS THE PERSON IN A DI
0.01%:  SAYS DINOSAUR DO
0.01%:  YOUR LIFE ENDS AT
0.01%:  YOU ARE THE WIN
0.01%:  YOU ARE THE WINNER OF
0.01%:  YOU ARE THE WINNER?
0.01%:  YOU ARE TRAPPED IN HO
0.01%:  WE SHARED A D
0.01%:  YOUR DESIRE IS TO LO
0.01%:  YOU ARE TRADES
0.01%:  WHAT ARE YOUR ODDS?
0.01%:  WE ARE NOT AL
0.01%:  DEPRESSION HAS A
0.01%:  YOU ARE A REFLE
0.01%:  YOUR PLAN IS TO DIE IN A H
0.01%:  NOW ARE YOU PLEASED TO
0.01%:  YOU ARE OLDER AND SAT
0.01%:  STOP HAR
0.01%:  NOW YOU ARE A PAR
0.01%:  YOU WANT IN
0.01%:  WHAT? YOU ARE OLD AND
0.01%:  THERE IS ONE AREA OF
0.01%:  YOUR LIFE IS O
0.01%:  THERE ARE NO LA
0.01%:  YOU ONE
0.01%:  WHAT IF YOU ALSO ARE
0.01%:  ONLY ONE OF US PREP
0.01%:  TRY SO
0.01%:  DO YOU WANT AN APPLE S
0.01%:  YOU ARE A REALIST WHO IS
0.01%:  THOSE ARE YOUR LIFE D
0.01%:  SAID THE DINOSAUR SL
0.01%:  IT APPEARS WE ARE ONLY S
0.01%:  YOUR ANSWER IS NE
0.01%:  NOW YOU ARE FANT
0.01%:  NOW YOU ARE TRAPPED IN A FE
0.01%:  WHEN YOU ARE STOR
0.01%:  IS YOUR PLAN TO DIE SO
0.01%:  THIS WAS A PAR
0.01%:  THE PROFESSION IS P
0.01%:  YOU ARE AN ESSENTIAL R
0.01%:  YOUR HAPPINESS IN LIFE IS D
0.01%:  YOUR HAPPINESS IN LIFE IS DER
0.01%:  WHAT IF ONE DAY I END UP A
0.01%:  IN THE END WE ARE SU
0.01%:  THIS WAS YOU
0.01%:  HARD TO U
0.01%:  THERE WAS NO REAL NE
0.01%:  LIFE EXPECT
0.01%:  YOU ARE AN OLDER WISE ONE
0.01%:  WHAT IF YOUR EXPECT
0.01%:  YOUR EXPECTATIONS OF HAPPINESS RIDE
0.01%:  YOUR PLAN FOR AD
0.01%: ON YOU ARE OLD AND W
0.01%: ON YOU ARE OLD AND WISH
0.01%:  YOUR HAPPINESS IS ENT
0.01%:  RARELY DOES A ST
0.01%:  IT WAS AL
0.01%:  IS THERE A LE
0.08%:  IS THERE A LESSON IN
0.05%:  IS THERE A LESSON IN YOUR
0.03%:  IS THERE A LESSON YOU
0.07%:  IS THERE A LESSON YOU ARE
0.02%:  IS THERE A LESSON FOR
0.01%:  IS THERE A LESSON?
0.01%:  YOU ARE SET ON ONE
0.01%:  YOUR IDEA OF HAPPINESS IS ETERNAL DI
0.01%:  NEITHER OF US IS READ
0.01%:  WHAT ARE YOU OLDER DOES
0.01%:  YOUR POINT IS WE ARE HE
0.01%:  PERHAPS YOU ARE ONE OF
0.01%:  THE WORLD AS
0.01%:  THE WORLD AS YOU
0.01%:  I SUPPOSE FOR
0.01%:  YOU ARE AFRAID TO END
0.01%:  WHAT DO YOU AD
0.01%:  WHAT DID YOU LEARN FIN
0.01%:  SAYS THE DINOSAUR AND F
0.01%:  SAYS THE DINOSAUR PEOPLE DO
0.01%:  IT APPEARS WE ARE INDI
0.01%:  SAID THE OLDER PERSONS IN
0.01%:  THE REAL REASON YOU ON
0.01%:  WHAT PROFESSION ARE YOU OLD AND
0.01%:  WHAT IF YOU ARE DISS
0.01%:  SAYS THE DINOSAUR IN A WE
0.01%:  WHAT DO YOU NEED SO
0.01%:  IF YOU ARE OLDER THAN SO
0.01%: ON THE DINOSAUR RE
0.01%:  DINOSAURS ARE NOT F
0.01%:  WHERE DO YOU LO
0.01%:  YOU ARE A WISE OLD PERSON IN A
0.01%:  FAR THESE
0.01%:  DID YOUR PARENTS OPEN A
0.01%:  WHEN ARE YOU EXPECTED TO S
0.01%:  WHAT IF YOU ARE DES
0.01%:  THE DINOSAURS ARE PLAY
0.01%:  YOU ARE FINISH
0.01%:  WHAT IS YOUR FAN
0.01%:  SURPRISES W
0.01%:  WEIRD YOU ARE THE ONE
0.01%:  DID A
0.01%:  SAID THE OLDER PERSON YOU NE
0.01%:  APPARENTLY OUR EXPECTED F
0.01%:  YOUR ONE WISH IS TO DIE S
0.01%:  WHAT DID YOU LEARN IN SE
0.01%:  YEARS LATER WHEN ONE
0.03%:  YEARS LATER WHEN ONE OF US DI
0.02%:  YEARS LATER WHEN ONE OF US IS A
0.01%:  YEARS LATER WHEN ONE OF US IS O
0.01%:  NOW YOU ARE POS
0.01%:  THOSE ARE OUR PLED
0.01%:  YOUR IDEA OF PARADISE IS TO ON
0.01%:  DID YOU LEARN HOW TO R
0.01%:  HOW ARE YOU ON
0.01%:  SAYS THE DINOSAUR IN POWER
0.01%:  YOU DID SO
0.01%:  SAID THE ROAD
0.01%:  YOU WANNA STARE
0.01%:  HAPPY ONE
0.01%:  INSTEAD OF YOUR D
0.01%:  YOU ARE A PR
0.01%:  WHAT ARE YOUR PLANS IN F
0.01%:  POINTLESS IS YOUR EN
0.01%:  I SUPPOSE WE ARE FRIENDS NO L
0.01%:  SAY THE EL
0.01%:  PERHAPS INSTEAD OF DO
0.01%:  YOU NEED TO LEARN PRO
0.01%:  DID YOU IN
0.01%:  AND I
0.01%:  YOU ARE SOLID ON
0.01%:  YOU ARE SOLID ON THIS
0.01%:  YOU DID LEARN THE POWER OF A
0.01%:  IF YOU ARE OLDER THEN I DO
0.01%:  SAID THE LAD
0.01%:  YOU SEE THE RE
0.01%:  NEITHER OF US WIL
0.01%:  OLD DINOSAURS ARE WHIS
0.01%:  HAPPINESS FOR YOU IS R
0.01%:  HAPPINESS FOR YOU IS RELATED
0.01%:  YOUR POINT IS WE ARE H
0.01%:  YOU ARE AN ENTIRE S
0.01%:  INSTEAD OF DIS
0.01%:  ONLY ONE OF US STR
0.01%:  INSTEAD OF WR
0.01%:  FEW PEOPLE EXPECTED
0.01%:  FEW PEOPLE EXPECTED YOU TO A
0.01%:  TRUE SO
0.01%:  ARE WE ON FOR SUNDAYS AT
0.01%:  WHAT DID YOU LEARN FRI
0.01%:  WHAT ARE YOUR EP
0.01%:  THOSE ARE OUR DIN
0.01%:  WHEN I STOPPE
0.01%:  PERHAPS YOU ARE SO
0.01%:  FRESH AND Y
0.02%:  FRESH AND YET SO S
0.01%:  FRESH AND YET SO PRO
0.01%:  FRESH AND YET SO PO
0.01%:  SOUND THE O
0.01%:  FAR THE ONLY PURPOSE
0.01%:  IT APPEARS YOUR F
0.01%:  YOU ARE NOW SH
0.01%:  EXPECTATIONS FOR YOU ARE DEAD
0.01%:  YOU ARE THE EXPECT
0.01%:  PREPAR
0.01%:  IN OTHER WORDS YOU FEEL SAD
0.01%:  THE OLDER DINOSAUR I
0.01%:  SURELY THE
0.01%:  EXPECTATIONS FOR AN
0.01%:  ONLY ONE OF US HAS A WAST
0.01%:  THEREFORE WE S
0.01%:  YOU ARE OLDER SO
0.01%:  YOU WAT
0.01%:  PERHAPS YOUR LIFE WON
0.01%:  YOU ARE OLDER NOW AND IT IS H
0.01%:  YOU LIE DOWN IN THE ROAD SO
0.01%:  WHAT DO YOU PLAN ON SE
0.01%:  YOU ARE A RESPONSE TO ONE
0.01%:  HOW DO YOU NOT
0.01%:  SORRY TO DEN
0.01%:  YOU ARE A SATISFIED PERSON WHO I
0.01%:  RIP
0.01%: ON YOU ARE OLDER TO
0.01%:  YOUR OPTIONS ARE ON
0.01%:  WHAT ARE YOUR LON
0.01%:  SAY WE ARE DINOSAURS ON THE
0.01%:  FAR THERE IS ONLY ONE PIE
0.01%:  WHAT IS YOUR LAND
0.01%:  AS AN OLDER PERSON YOU T
0.01%:  PREPARE TO E
0.01%:  WHAT DO YOU PREPARE DINN
0.01%:  IS THERE ANY ONE
0.01%:  YOUR ENTIRE LIFE IS DES
0.01%:  THOSE WORDS ARE PO
0.01%:  PREPARE TO DIE ONE DAY WH
0.01%:  YOU ARE AN OLD PERSON WHO P
0.01%:  WE ARE ON OPPOSITE SIDES OF A DIAL?
0.01%:  SAID THE DINOSAUR OF N
0.01%:  SAID OLD PE
0.01%:  YOU ARE AN OLD PERSON WITH A DIS
0.01%: ON THE DINOSAURS LE
0.01%:  SOON NOW YOU
0.01%:  THERE IS NO DOWNSID
0.01%:  THE DINOSAURS WON?
0.01%: ON YOU NE
0.01%: ON YOU NEED TO LE
0.01%:  EXPECTATIONS OF S
0.01%:  EXPECTATIONS OF SEL
0.01%:  DEPRESSION IS WHAT YOU FE
0.01%:  DEPRESSION IS WHAT YOU FEEL
0.01%:  WHAT IF YOU ARE DESPER
0.01%:  AS AN OLDER DINOSAUR I WISH I
0.01%:  YOU ARE NOT OR
0.01%:  WHAT DO YOU FIND IN
0.01%:  ONLY ONE OF US IS ORDERED
0.01%:  IF YOU ARE OLDER AND THESE
0.01%:  THOSE DINOSAURS ARE WE
0.01%:  WHERE ARE YOU STAL
0.01%:  YOUR FRIENDS TA
0.01%:  IN A FE
0.01%:  IN A FEW YEARS I
0.01%:  ONLY ONE OF US IS REPORT
0.01%:  IN SENSES YOU ARE DO
0.01%:  WHAT IF YOU R
0.01%:  WHEN YOU ARE OLDER I FE
0.01%:  YOU DID NOT EN
0.01%:  HAS ANYONE TRIED S
0.01%:  YOUR LIFE HAS TO END IN
0.01%:  IN SENSES YOU ARE T
0.01%:  DINOSAURS ARE NOT SEL
0.01%:  YOU ARE AWARE OF THE E
0.01%:  YOU EITHER DIE AS
0.01%:  YOU ARE A SAD PERSON WHOSE
0.01%:  DID YOU O
0.01%:  I PRO
0.01%:  I PROPOSE
0.01%:  I PROPOSE WE
0.01%:  WHEN YOU ARE SAD
0.01%:  IN OTHER WORDS YOU SENSE
0.01%:  YOU ARE A DEPRESSION SEL
0.01%:  WHAT? D
0.01%:  WHAT? DID YOU RE
0.01%:  WHAT? DID YOU S
0.01%:  WHAT? DID YOU E
0.01%:  WHAT? DID YOU EXPECT
0.01%:  THE SENSE
0.02%:  THE SENSE OF PURPOSE
0.02%:  THE SENSE OF PURPOSE AND
0.01%:  YOUR WISHES ARE ST
0.01%:  ANYONE WHO IS
0.01%:  SAID NAPOLEON AT
0.01%:  IF YOU ARE OLDER THIS IS
0.01%:  YOU ARE SORT OF A DOWN
0.01%:  SAID THE INS
0.04%:  SAID THE INSANE PER
0.01%:  SAID THE INSANE D
0.01%:  YOU ARE FINISHED AND
0.01%:  IT APPEARS WE HERE
0.01%:  WHAT IF YOU ARE OLD AND SPE
0.01%:  DO YOU WANT AN AP
0.01%:  SAID DINOSAURS IN THE PRE
0.01%:  SAID THE DWARF IN
0.01%:  YOU ARE EITHER P
0.01%:  SOUND TO
0.01%:  YOUR IDEA OF HAPPINESS RELIES ON T
0.01%:  THE REAL PROFESSION IS ONE
0.01%:  WHAT IF YOUR SO
0.01%:  NEITHER OF US IS AWARE
0.01%:  YOU ARE INDEED AN ASS
0.01%:  YOUR PLAN IS TO DIE AND SE
