I'M SORRY BUT I AM BUSTING YOU DOWN TO JOKE PRESCHOOL
100.00%: 
35.58%:  YOU
0.80%:  I'M SENDING YOU BACK TO YOUR HOUSES
0.80%:  I'M SORRY BUT I SEND YOU BACK TO IN
0.80%:  I'M SORRY BUT I MUST RET
0.80%:  YOU WENT TO JOKE SCHOOL AND YOU GOT 
0.80%:  I'M SORRY BUT THIS JOKE COULD BE SO
0.80%:  I'M SORRY BUT I ASKED YOU THE
0.80%:  I'M SORRY BUT THAT JOKES CO
1.40%:  I'M SORRY BUT THAT JOKES COULD ON
1.31%:  I'M SORRY BUT THAT JOKES COULD USE
1.18%:  I'M SORRY BUT THAT JOKES COULD BE
0.90%:  I'M SORRY BUT THAT JOKES COULD NE
0.81%:  I'M SORRY BUT THAT JOKES COME
0.80%:  YOU NEED TO GO TO JAIL S
0.80%:  I'M SORRY BUT I SUSPECT YOU LE
0.80%:  I'M SORRY BUT I NEED YOU TO SIGN UP
0.80%:  I'M SORRY BUT YOUR JOKE SCHOOL IS DOO
0.80%:  I'M SORRY BUT YOUR JOKE IS SO PUN
0.80%:  I'M SORRY BUT I ASKED YOU TO W
0.80%:  I'M SORRY BUT YOU MUST LEARN TO DO
0.80%:  I'M SORRY BUT I SEND YOU BACK TH
0.80%:  I'M SORRY BUT THAT JOKE BELONGS IN MY PO
0.80%:  I'M SORRY BUT I NEED YOU TO GO SO
0.80%:  I'M SORRY BUT I DO NOT THINK YOU ARE CO
0.80%:  I'M SORRY BUT YOU ARE LOOKING DOWN THE T
0.80%:  I'M SORRY BUT M
0.80%:  I'M SORRY BUT YOU ARE TOO S
1.08%:  I'M SORRY BUT YOU ARE TOO SLOW
0.80%:  I'M SORRY BUT I CANNOT POSSIBLY GR
0.80%:  I'M SORRY BUT THIS COULD NOT PO
0.80%:  I'M SORRY BUT YOU WENT TO JOKE SCHOOL A M
0.80%:  I'M SORRY BUT AS YOU
0.80%:  I'M SO SORRY BUT I AM SENDING YOUR P
0.80%:  I'M SORRY BUT THIS IS ON
0.89%:  I'M SORRY BUT THIS IS ONLY A
0.80%:  I'M SORRY BUT YOU GO BACK TO THE DES
0.80%:  I'M SENDING YOU TO JOB
1.23%:  I'M SENDING YOU TO JOB SCHOOL BE
0.80%:  I'M SORRY BUT YOU GO BACK TO JEST
0.80%:  I'M SORRY BUT I AM SENDING YOU TO JOKE POW
0.80%:  I'M SORRY BUT I ASKED YOU TO NOT BR
3.40%:  I'M SORRY BUT I ASKED YOU TO NOT BRING UP
0.80%:  I'M SORRY BUT SENDING YOU TO JOKE SCHOOL ABU
0.80%:  I'M SO SORRY BUT YOU ARE NOT C
0.90%:  I'M SO SORRY BUT YOU ARE NOT CLE
0.80%:  I'M SORRY BUT I AM JUST NOT C
0.80%:  I'M SORRY BUT I ASKED YOU NOT TO BRING UP JO
0.80%:  I'M SORRY BUT YOUR JOKE SCHOOL GETS A
0.80%:  I'M SORRY BUT I ASKED YOU TO BRING NOT
0.80%:  I'M SORRY BUT I WAS SENDING YOU HOME L
0.80%:  I'M SENDING YOU BACK TO SORRY J
0.80%:  I'M SORRY BUT YOU MISSED THE ACT
0.80%:  I'M SORRY BUT I AM SENDING YOU CUT
0.80%:  I'M SORRY BUT SENDING YOU BACK SE
0.80%:  I'M SO SORRY BUT YOU ARE TO
0.80%:  I'M SORRY BUT I SENT YOU TO JOKE SCHOOL PR
0.80%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL BUT M
0.80%:  GO BACK TO YOUR OLD JOB WHERE YOU ST
0.80%:  I'M SORRY BUT I ASKED YOU TO BRING PENC
0.80%:  I'M SORRY BUT YOU ARE COMING WITH US TO J
0.80%:  I'M SORRY BUT I DO NOT SPEAK ENGLISH BUT
0.80%:  I'M SORRY BUT YOU MUST NOW GO
3.19%:  I'M SORRY BUT YOU MUST NOW GO BACK TO E
2.51%:  I'M SORRY BUT YOU MUST NOW GO BACK TO JO
2.34%:  I'M SORRY BUT YOU MUST NOW GO BACK IN
1.80%:  I'M SORRY BUT YOU MUST NOW GO BACK TO RE
1.44%:  I'M SORRY BUT YOU MUST NOW GO BACK TO S
1.11%:  I'M SORRY BUT YOU MUST NOW GO BACK TO J
0.86%:  I'M SORRY BUT YOU MUST NOW GO BACK TO HO
0.83%:  I'M SORRY BUT YOU MUST NOW GO BACK INTO
0.80%:  I'M SORRY BUT I AM SENDING YOU TO SCHOOL OPT
0.80%:  I'M SORRY BUT SENDING YOU BACK TWO
1.04%:  I'M SORRY BUT SENDING YOU BACK TWO TIME
0.80%:  I'M SORRY BUT YOU BLEW IT A
0.80%:  I'M SORRY BUT I SEND YOU TO JOKING
18.19%:  I'M SORRY BUT I SEND YOU TO JOKING SCHOOL BE
8.78%:  I'M SORRY BUT I SEND YOU TO JOKING SCHOOL BUT
5.02%:  I'M SORRY BUT I SEND YOU TO JOKING SCHOOL TO
3.51%:  I'M SORRY BUT I SEND YOU TO JOKING SCHOOL E
1.22%:  I'M SORRY BUT I SEND YOU TO JOKING SCHOOL TO BE
0.80%:  I'M SORRY BUT I NEED TO COR
0.80%:  I'M SORRY BUT YOU SHOULD BE TAKING J
0.80%:  YOUR JOKE SCHOOL STARTS TOM
0.80%:  I'M SORRY BUT YOU ARE NOT DOING SO H
0.80%:  I'M SORRY BUT I CANNOT LET YOU SPE
0.80%:  I'M SORRY BUT YOU ARE DOING JUST W
0.80%:  THIS IS NOT A JOKE YOU
0.80%:  I'M SORRY BUT YOU ARE BEING W
0.80%:  I'M SORRY BUT YOUR JOKE SCHOOL DOES NOT A
0.80%:  I'M SORRY BUT I CANNOT POSSIBLY K
0.80%:  I'M SORRY BUT THAT JOKE IS SO GOOD YOU WON
0.80%:  YOU NEED TO STAY IN S
0.90%:  YOU NEED TO STAY IN SCHOOL MO
0.80%:  I'M SORRY BUT THAT JOKE BELONGS IN YOUR DUM
0.80%:  I'M SORRY BUT I AM SENDING YOU TO JOKE OB
0.80%:  I'M SORRY BUT I AM SENDING YOU TO PROTO
0.80%:  I'M SORRY BUT I AM SENDING YOU TO JUST RE
0.80%:  I'M SORRY BUT I AM SENDING YOU TO JUST LE
0.80%:  I'M SORRY BUT YOUR JOKE WAS SO PUNCH
0.80%:  YOU ARE THE S
0.80%:  I'M SORRY BUT I AM SENDING YOU TO KETCHUP B
0.80%:  I'M SORRY BUT THAT COMES UP
0.80%:  I'M SORRY BUT YOU MISSED OUT ON THE G
0.80%:  I'M SORRY BUT YOUR JOKE IS NOT CO
0.90%:  I'M SORRY BUT YOUR JOKE IS NOT COOL
0.80%:  I'M SORRY BUT I AM HONESTLY NOT GOOD E
0.80%:  I'M SORRY BUT YOU NEED TO WORK ON ST
0.80%:  I'M SORRY TO SAY BUT THIS JOKE DO
0.80%:  I'M SORRY BUT YOU MUST GO BACK TO NO
0.80%:  I'M SORRY BUT I BROUGHT MY OWN JOKE AND IT
0.80%:  I'M SENDING YOU BACK TO TRULY S
0.79%:  I'M SORRY BUT YOU NEED TO GO BACK UP TH
0.79%:  I'M SORRY BUT YOU WENT TO JOKE SCHOOL IN A BIG
0.79%:  I'M SORRY BUT YOU MUST GO BACK TO PR
0.79%:  I'M SORRY BUT THAT JOKE BELONGS IN YOUR SO
0.79%:  I'M SORRY BUT I AM TO
0.79%:  I'M SORRY BUT I SUSPECT YOU ARE DOO
0.79%:  I'M SORRY BUT I AM SENDING YOU TO PREST
0.79%:  I'M SORRY BUT YOU WENT TO SCHOOL IN J
0.79%:  I'M SENDING YOU BACK TO THE R
0.79%:  I'M SORRY BUT YOUR JOKE WAS TOO PO
0.79%:  I'M SORRY BUT I AM SENDING YOU TO JOKE SCHOOL WUT
0.79%:  I'M SORRY BUT I MUST SEND YOU BACK TO HOR
0.79%:  I'M SORRY BUT I AM SENDING YOU TO SCHOOL TOO J
0.79%:  YOUR JOKE SCHOOL DREAM
0.79%:  I'M SORRY BUT THAT JOKE GO
0.79%:  I'M SORRY BUT YOU WENT TO SCHOOL AND S
0.79%:  I'M SENDING YOU BACK TO YOURSEL
0.79%:  I'M SORRY BUT I AM SENDING YOU TO JOKE UP
0.79%:  I'M SORRY BUT I ASKED YOU NOT TO USE B
0.79%:  I'M SORRY BUT YOU WERE B
0.79%:  I'M SO SORRY BUT YOU NEED TO K
5.06%:  I'M SO SORRY BUT YOU NEED TO KNOW THIS
2.22%:  I'M SO SORRY BUT YOU NEED TO KNOW THIS JO
1.21%:  I'M SO SORRY BUT YOU NEED TO KNOW HO
0.79%:  I'M SO SORRY BUT YOU ARE NOT THE SM
0.79%:  I'M SORRY BUT YOU NEED TO GO BACK THIS W
0.79%:  YOU ARE IN JOKE SCHOOL NOW YOU M
1.02%:  YOU ARE IN JOKE SCHOOL NOW YOU MUST ST
0.79%:  I'M SORRY BUT YOU JUST WENT HO
0.96%:  I'M SORRY BUT YOU JUST WENT HOME AND
0.79%:  I'M SORRY BUT I WENT TO JOKE SCHOOL SO MY
0.79%:  I'M SO SORRY BUT YOU NEED TO GO TO AN
0.79%:  I'M SO SORRY BUT THAT JOKE DO
0.79%:  I'M SENDING YOU BACK TO YOUR LO
0.79%:  I'M SORRY BUT YOUR JOKE SCHOOL IS NOT W
0.79%:  I'M SORRY BUT I AM SENDING YOU TO JOKER SPO
0.79%:  YOU ARE RUINING JOKE SCHOOL SO B
0.79%:  I'M SORRY BUT SENDING YOU BACK RE
0.79%:  YOU NEED TO GO BACK TO OR
0.79%:  I'M SORRY BUT YOU ARE NOW BOT
1.52%:  I'M SORRY BUT YOU ARE NOW BOTTOM
0.79%:  I'M SORRY BUT I THINK YOU NEED TO PRO
0.79%:  I'M SORRY BUT YOU MISSED OUT ON THE CO
0.79%:  I'M SORRY BUT I AM SENDING YOU TO JOB PROS
0.79%:  I'M SORRY BUT HOW ARE YOU NOT DOING J
0.88%:  I'M SORRY BUT HOW ARE YOU NOT DOING JUST
0.79%:  I'M SORRY BUT YOU CAN K
3.15%:  I'M SORRY BUT YOU CAN KEEP THIS
1.87%:  I'M SORRY BUT YOU CAN KEEP GO
1.60%:  I'M SORRY BUT YOU CAN KEEP THIS JO
1.17%:  I'M SORRY BUT YOU CAN KEEP THIS J
0.79%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL INTO
0.79%:  I'M SORRY BUT I CANNOT LET YOU DO
0.79%:  I'M SENDING YOU BACK TO SUPERI
4.60%:  I'M SENDING YOU BACK TO SUPERIOR JO
0.79%:  I'M SORRY BUT YOU MISSED THE ANNO
0.79%:  I'M SORRY BUT YOUR JOKE SCHOOL ID
0.79%:  I'M SORRY BUT I AM SENDING YOU TO JOKE TOUR
0.79%:  I'M SORRY BUT YOU CAN BE
0.79%:  I'M SORRY THAT
0.79%:  I'M SORRY BUT YOUR JOKE HAD
0.79%:  I'M SORRY BUT I AM SENDING YOU TO THE LOW CO
0.79%:  I'M SORRY BUT I SENT YOU TO JOKE SCHOOL BO
0.79%:  I'M SORRY BUT YOU SCREWED UP IN
0.79%:  I'M SORRY BUT I AM SENDING YOU TO BOOTS
0.79%:  I'M SORRY BUT THIS IS NOT AC
0.79%:  I'M SO SORRY BUT I CANNOT HE
0.79%:  I'M SORRY BUT THAT JOKE IS SU
0.79%:  I'M SORRY BUT YOUR JOKE WAS NOT IN THE SL
0.79%:  I'M SORRY BUT YOU ARE IN JUSTICE
0.79%:  I'M SORRY BUT YOU MUST GO BACK TO H
0.79%:  I'M SORRY BUT HOW ARE YOU NOT B
0.79%:  I'M SENDING YOU HOME R
0.79%:  I'M SO SORRY BUT I AM SENDING YOU TO WH
0.79%:  I'M SENDING YOU BACK TO JUST H
0.79%:  I'M SORRY BUT THIS JOKE IS NOT YOUR
0.79%:  YOU WENT TO JOKE SCHOOL AND SPO
0.79%:  YOU ARE NO LONGER WITH
0.79%:  I'M SORRY BUT YOU WENT TO JOKE SCHOOL BU
0.79%:  I'M SORRY BUT I AM SENDING YOU TO JOKER TOOL S
0.79%:  I'M SORRY BUT I NEED YOU TO GO BACK INTO PR
0.79%:  I'M SORRY BUT I NEED TO GO BACK TO MY P
0.79%:  I'M SORRY BUT YOU MUST LEARN HOW TO CO
0.79%:  I'M SORRY BUT THAT JOKE IS SO G
0.79%:  I'M SORRY BUT I AM SENDING YOU JUST THE
0.79%:  I'M SORRY BUT I GUESS YOU D
0.79%:  I'M SORRY BUT I AM SENDING YOU STEP
0.79%:  I'M SENDING YOU TO JOKER SCHOOL T
0.79%:  I'M SORRY BUT YOU MUST NOW GO BACK TO P
0.79%:  I'M SENDING YOU BACK TO YOUR E
0.79%:  I'M SORRY BUT I AM SENDING YOU TO OBJECT R
0.79%:  I'M SORRY BUT YOU ARE NOTHING BUT COMP
0.79%:  I'M SORRY BUT YOU ARE SO S
0.79%:  YOU DON'T GO TO JOKE SCHOOL BY MA
0.79%:  I'M SORRY BUT YOU ARE BEING STOOD UP ON
0.79%:  I'M SORRY BUT YOU SHOULD KNOW I AM
0.79%:  I'M SORRY BUT I SEND YOU TO JOKER
6.87%:  I'M SORRY BUT I SEND YOU TO JOKER SCHOOL BUT
5.41%:  I'M SORRY BUT I SEND YOU TO JOKER SCHOOL TO
3.17%:  I'M SORRY BUT I SEND YOU TO JOKER SCHOOL IN
3.08%:  I'M SORRY BUT I SEND YOU TO JOKER SCHOOL ON
1.84%:  I'M SORRY BUT I SEND YOU TO JOKER SCHOOL BUT NO
1.35%:  I'M SORRY BUT I SEND YOU TO JOKER SCHOOL NOT
1.19%:  I'M SORRY BUT I SEND YOU TO JOKER SCHOOL TO IMP
0.86%:  I'M SORRY BUT I SEND YOU TO JOKER SCHOOL BUT I AM
0.79%:  I'M SORRY BUT YOU SHOULD NOT BE ARO
0.79%:  I'M SORRY BUT I AM SENDING YOU WORK
0.79%:  I'M SORRY BUT I ASKED YOU NOT TO BRING UP J
0.79%:  I'M SORRY BUT I AM SENDING YOU TO JOKE SCHOOL UP T
0.79%:  I'M SORRY BUT I AM SENDING YOU TO JOKES POR
0.79%:  THAT'S NOT GO
0.79%:  I'M SORRY BUT YOU ARE NOW DISMI
0.79%:  I'M SORRY BUT I SUSPECT YOU HAD TO LO
0.79%:  I'M SORRY BUT I ASKED YOU TO STOP CO
0.79%:  I'M SO SORRY BUT I W
0.79%:  I'M SORRY BUT I MUST SEND YOU BACK TO HOL
0.79%:  I'M SORRY BUT YOU ARE DOUBLE
0.79%:  I'M SORRY BUT I SUSPECT YOU MIGHT BE ON
0.79%:  I'M SORRY BUT YOUR JOKE WAS GO
2.11%:  I'M SORRY BUT YOUR JOKE WAS GOOD BUT
3.59%:  I'M SORRY BUT YOUR JOKE WAS GOOD BUT NOT
0.79%:  I'M SORRY BUT YOU NEED TO GO TO JOB
0.79%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL BUT I M
0.79%:  YOU ARE SURE
0.79%:  I'M SORRY BUT I ASKED YOU TO GO HOME TO
0.79%:  I'M SENDING YOU TO YOUR ROOM WITHOUT J
0.79%:  I'M SORRY BUT I AM SENDING YOU TO SCHOOL PE
0.78%:  I'M SORRY BUT I AM SENDING YOU TO JERK SCHOOL TO W
0.78%:  I'M SORRY BUT YOU SHOULD KNOW NOT
0.78%:  I'M SORRY BUT YOU GET B
2.62%:  I'M SORRY BUT YOU GET BACK TO JO
1.26%:  I'M SORRY BUT YOU GET BACK IN
0.97%:  I'M SORRY BUT YOU GET BACK HO
1.04%:  I'M SORRY BUT YOU GET BACK HOME TO
0.79%:  I'M SORRY BUT YOU GET BACK TO S
0.78%:  I'M SORRY BUT YOU NEED TO THINK A L
0.78%:  I'M SORRY BUT HOW ARE YOU DOING SO
0.78%:  I'M SORRY BUT THAT JOKE CON
0.78%:  I'M SORRY BUT I AM NO LONGER BE
0.78%:  I'M SORRY BUT YOU NEED TO STOP J
4.46%:  I'M SORRY BUT YOU NEED TO STOP JOKING A
4.93%:  I'M SORRY BUT YOU NEED TO STOP JOKING ABO
0.78%:  I'M SORRY BUT I NEED TO ASK YOU THIS
0.78%:  I'M SORRY BUT YOU CAN GO HOME NOW J
1.64%:  I'M SORRY BUT YOU CAN GO HOME NOW JUST BE
0.78%:  I'M SORRY BUT NOW YOU M
2.27%:  I'M SORRY BUT NOW YOU MUST GO
6.63%:  I'M SORRY BUT NOW YOU MUST GO BACK TO JO
6.20%:  I'M SORRY BUT NOW YOU MUST GO BACK IN
6.17%:  I'M SORRY BUT NOW YOU MUST GO BACK TO E
5.87%:  I'M SORRY BUT NOW YOU MUST GO BACK TO RE
4.57%:  I'M SORRY BUT NOW YOU MUST GO BACK TO S
3.89%:  I'M SORRY BUT NOW YOU MUST GO BACK TO J
2.58%:  I'M SORRY BUT NOW YOU MUST GO BACK TO P
2.49%:  I'M SORRY BUT NOW YOU MUST GO BACK TO N
2.22%:  I'M SORRY BUT NOW YOU MUST GO BACK TO HO
2.07%:  I'M SORRY BUT NOW YOU MUST GO TO
1.96%:  I'M SORRY BUT NOW YOU MUST GO TO JAIL
1.63%:  I'M SORRY BUT NOW YOU MUST GO BACK HO
1.60%:  I'M SORRY BUT NOW YOU MUST LE
1.58%:  I'M SORRY BUT NOW YOU MUST GO BACK TO HOSP
1.52%:  I'M SORRY BUT NOW YOU MUST GO BACK INTO
1.43%:  I'M SORRY BUT NOW YOU MUST LEAR
1.41%:  I'M SORRY BUT NOW YOU MUST GO BACK TO PRES
1.30%:  I'M SORRY BUT NOW YOU MUST BE
1.25%:  I'M SORRY BUT NOW YOU MUST ST
1.15%:  I'M SORRY BUT NOW YOU MUST LEARN HO
1.03%:  I'M SORRY BUT NOW YOU MUST LEARN THE
0.97%:  I'M SORRY BUT NOW YOU MUST LEARN TO BE
0.92%:  I'M SORRY BUT NOW YOU MUST RE
2.52%:  I'M SORRY BUT NOW YOU MUST REPEAT KIND
0.86%:  I'M SORRY BUT NOW YOU MUST LEARN TO SPE
0.79%:  I'M SORRY BUT NOW YOU MUST D
0.78%:  I'M SORRY BUT I DO NOT SEE HOW YOU G
1.21%:  I'M SORRY BUT I DO NOT SEE HOW YOU GOT IN
0.78%:  I'M SORRY BUT I AM SENDING YOU TO SCHOOL TO BE U
0.78%:  I'M SORRY BUT I AM SENDING YOUR JOKE TO S
0.78%:  I'M SORRY BUT YOU ARE BEING TH
0.78%:  I'M SORRY BUT YOU ARE NOT IN JOKE SCHOOL BUT SO
0.78%:  I'M NOT SURE THIS
0.78%:  I'M SENDING YOU BACK TO YOUR ROOM TO P
0.78%:  I'M SENDING YOU BACK TO JESUS L
0.78%:  I'M SORRY BUT I SENT YOU BACK SOMEWH
0.78%:  I'M SORRY BUT YOU WENT TO JOKE SCHOOL IN A R
0.78%:  I'M SORRY BUT YOUR JOKE DOES NOT AT
0.78%:  I'M SORRY BUT THIS JUST MADE E
0.78%:  I'M SORRY BUT I AM SENDING YOU TO HOUSE ROB
0.78%:  I'M SENDING YOU BACK TO HOME RO
0.78%:  YOU ARE SUP
0.78%:  I'M SORRY BUT I ASKED YOU TO GET R
0.78%:  I'M SORRY BUT I AM SENDING YOU OUT TO WORK BE
0.78%:  I'M SENDING YOU TO JOKES SCHOOL BUT YOUR
0.78%:  I'M SORRY BUT YOUR JOKE SCHOOL BEING IS
0.78%:  I'M SO SORRY BUT THIS JOKE DO
0.78%:  I'M SORRY BUT I SENT YOU BACK TO PUN
0.78%:  YOU ARE RUINING JOKE SCHOOL R
0.78%:  I'M SORRY BUT I MUST SEND YOU TO JOKING H
0.78%:  I'M SORRY BUT YOUR JOKE SCHOOL BADGE IS IN
0.78%:  I'M SORRY BUT YOU MISSED OUT ON THE COOL JO
0.78%:  I'M SENDING YOU BACK TO POOR
0.78%:  I'M SENDING YOU TO JOKE SCHOOL PARTS
0.78%:  I'M SORRY BUT YOUR JOKE SCHOOL IS NOW ONE
0.78%:  I'M SORRY BUT SENDING YOU TO JOKE SCHOOL 
0.78%:  I'M SENDING YOU TO JOKE HOSPITAL YOU
0.78%:  I'M SORRY BUT YOU SHOULD BE INTER
0.78%:  I'M SORRY BUT YOU NEED TO PRO
0.78%:  I'M SORRY BUT DUE TO YOUR JOKES I AM NO
0.78%:  I'M SORRY BUT YOUR JOKE IS THE MOST CON
0.78%:  YOU WENT TO JOKE SCHOOL AND STO
0.78%:  I'M SORRY BUT I AM SENDING YOU TO SCREW UP H
0.78%:  I'M SORRY BUT I SENT YOU TO JOKE SCHOOL ON A WI
0.78%:  I'M SORRY BUT THAT JOKE IS S
0.98%:  I'M SORRY BUT THAT JOKE IS SUPER L
0.78%:  I'M SORRY BUT YOUR JOKE SCHOOL IS NOW ON A
0.78%:  I'M SORRY BUT I THINK YOU NEED TO B
0.78%:  YOU ARE NOT IN JEST SCHOOL Y
0.78%:  I'M SORRY BUT I SENT YOU TO JOKE SCHOOL DI
0.78%:  YOU NEED TO WORK ON YOUR HO
0.78%:  I'M SORRY BUT YOUR PUN WAS SO T
0.78%:  YOU WENT TO JOKE SCHOOL AND U
0.78%:  I'M SORRY BUT I AM SENDING YOU TO JOKES OH
0.78%:  I'M SENDING YOU TO JOKE SCHOOL I
0.78%:  I'M SORRY BUT I AM SENDING YOU TO THE SOR
0.78%:  I'M SENDING YOU BACK TO REST HOUR
0.78%:  I'M SORRY BUT SENDING YOU BACK TO RES
0.78%:  YOU WENT TO JOKES SCHOOL AND YOUR G
0.78%:  I'M SORRY BUT YOU ARE NOT TOO
0.78%:  YOU NEED TO WORK ON YOUR C
0.78%:  I'M SORRY BUT YOU ARE JUST NOT H
0.78%:  I'M SORRY BUT THIS STORY END
0.78%:  I'M SENDING YOU BACK TO YOUR PER
0.78%:  I'M SO SORRY BUT YOU NEED TO GO BACK TO NOW
0.78%:  I'M SORRY BUT I NEED YOU TO GO BACK INTO HOUR
0.78%:  I'M SORRY BUT I DO NOT THINK YOU RE
0.78%:  I'M SORRY BUT I AM SENDING YOU TO POW
0.78%:  I'M SORRY BUT I BROUGHT YOU INTO
0.78%:  I CAN
1.22%:  I CANNOT
0.81%:  I CAN'T B
0.78%:  I'M SORRY BUT YOU GO TO JOKE SCHOOL INST
0.78%:  I'M SORRY BUT THIS IS NOT CON
0.78%:  I'M SORRY BUT I MUST SEND YOU BACK TO PROG
0.78%:  I'M SORRY BUT THIS IS NOT AL
0.78%:  I'M SORRY BUT THAT JOKES ONLY GOOD IN
0.78%:  I'M SORRY BUT YOUR JOKE WAS NOT IN THE BO
0.78%:  I'M SORRY BUT I AM SENDING YOU TO UR
0.78%:  I'M SORRY BUT I AM SENDING YOU TO JOKES TRUL
0.78%:  I'M SENDING YOU BACK HOME TO YOUR ROBOTS
0.78%:  I'M SORRY BUT YOUR JOKE SCHOOL IS E
0.78%:  YOU MA
0.93%:  YOU MADE ME CR
0.78%:  I'M SENDING YOU BACK TO YOUR HOUSE TO ST
0.78%:  I'M SORRY BUT YOU ARE NOT IN JEST SCHOO
0.78%:  I'M SORRY BUT I SENT YOU TO JOKER SCHOOL ON A D
0.78%:  I'M SORRY BUT SENDING YOU BACK UP
0.78%:  I'M SORRY BUT I THINK YOU MA
0.78%:  I'M SORRY BUT I AM SENDING YOU TO JOB SCHOOL WOR
0.77%:  I'M SORRY BUT YOU WENT TO SLE
0.77%:  I'M SORRY BUT YOU ARE BEING PUT IN CH
0.77%:  I'M SORRY BUT YOU ARE BEING CONT
0.77%:  YOU ARE MY PRO
0.77%:  YOU NEED TO S
0.77%:  I'M SORRY BUT I AM SENDING YOU THO
0.78%:  I'M SORRY BUT I AM SENDING YOU THOUS
0.77%:  I'M SORRY BUT YOU WENT TO JOKE SCHOOL A S
1.08%:  I'M SORRY BUT YOU WENT TO JOKE SCHOOL A SING
0.77%:  I'M SO SORRY BUT I NEED TO STOP CL
0.77%:  I'M SORRY BUT YOU ARE BEING PUT ON DIS
0.77%:  I'M SORRY BUT I NEED TO GO BACK INTO
0.77%:  I'M SORRY BUT SENDING YOU TO SCHOOL TOOK ME
0.77%:  I'M SORRY BUT I AM SE
0.93%:  I'M SORRY BUT I AM SEEING YOU
0.77%:  I'M SORRY BUT I SENT YOU TO JOKE SCHOOL I W
0.77%:  I'M SORRY BUT YOU ARE JUST TOO S
0.77%:  I'M SORRY BUT I NEED YOU TO GO BACK TO JOL
0.77%:  I'M SORRY BUT I NEED YOU TO GO TO CLASS ROOM N
0.77%:  I'M SORRY BUT YOUR JOKE SCHOOL IS MA
1.33%:  I'M SORRY BUT YOUR JOKE SCHOOL IS MADE OUT
0.77%:  I'M SORRY BUT YOU MUST LEARN HOW TO P
0.77%:  I'M SORRY BUT I NEED TO ASK YOU TO SIGN
0.77%:  I'M SORRY BUT YOUR JOKE SCHOOL NAME B
0.77%:  YOU ARE RUINING YOUR O
0.77%:  I'M SORRY BUT I AM HOLDING ON
1.15%:  I'M SORRY BUT I AM HOLDING ONTO
1.39%:  I'M SORRY BUT I AM HOLDING ONTO YOUR
0.99%:  I'M SORRY BUT I AM HOLDING ON TO YOUR
0.77%:  I'M SORRY BUT I SENT YOU BACK INTO
0.77%:  I'M SENDING YOU BACK TO OUT
0.77%:  I'M SO SORRY BUT I NEED YOU TO GO OUT
0.77%:  I'M SORRY BUT I AM JUST NOT SURE WE
0.77%:  I'M SORRY BUT DUE TO YOUR ACTIONS L
0.77%:  I'M SORRY BUT I AM SENDING YOU TO TOP J
2.01%:  I'M SORRY BUT I AM SENDING YOU TO TOP JOKER
1.09%:  I'M SORRY BUT I AM SENDING YOU TO TOP JOKES COL
0.77%:  I'M SORRY BUT YOU ARE NOT IN JOKES WITH
0.77%:  I'M SORRY BUT YOU NEED TO BACK IN THIS
0.87%:  I'M SORRY BUT YOU NEED TO BACK IN THIS RO
0.77%:  I'M SENDING YOU BACK TO PORT
0.77%:  I'M SORRY BUT I SUSPECT YOU ARE DOWN
0.77%:  I'M SORRY BUT YOU STARTED S
2.32%:  I'M SORRY BUT YOU STARTED SCHOOL ON
1.77%:  I'M SORRY BUT YOU STARTED SCHOOL IN
0.77%:  I'M SORRY BUT I AM PUTTING YOUR HE
0.77%:  I'M SORRY BUT CAN
0.77%:  I'M SORRY BUT YOU TOOK THIS CO
3.57%:  I'M SORRY BUT YOU TOOK THIS COURSE BE
2.90%:  I'M SORRY BUT YOU TOOK THIS COURSE ON
6.45%:  I'M SORRY BUT YOU TOOK THIS COURSE ONLINE
2.23%:  I'M SORRY BUT YOU TOOK THIS COURSE AND
1.77%:  I'M SORRY BUT YOU TOOK THIS COURSE IN
1.44%:  I'M SORRY BUT YOU TOOK THIS COURSE L
0.85%:  I'M SORRY BUT YOU TOOK THIS COURSE LONG
1.08%:  I'M SORRY BUT YOU TOOK THIS COURSE LONG BE
0.77%:  I'M SORRY BUT YOU ARE NOW THE MOST INSPI
0.77%:  I'M SORRY BUT YOUR JOKE SCHOOL GETS OUT IN
0.77%:  I'M SORRY BUT I AM SENDING YOU TO JET PRO
0.77%:  I'M SORRY BUT YOUR JOKE SHO
2.33%:  I'M SORRY BUT YOUR JOKE SHOULD NOT
2.01%:  I'M SORRY BUT YOUR JOKE SHOULD BE S
1.40%:  I'M SORRY BUT YOUR JOKE SHOULD NOT BE CON
1.25%:  I'M SORRY BUT YOUR JOKE SHOULD NOT BE IN
1.19%:  I'M SORRY BUT YOUR JOKE SHOULD BE IN
0.77%:  YOUR JOKE IS NOT A
0.77%:  I'M SORRY BUT YOU ARE BEING PUT TH
0.77%:  I'M SORRY BUT I AM NO LONGER SUIT
0.77%:  I'M SORRY BUT I SEND YOU BACK T
0.77%:  I'M SORRY BUT I NEED TO ASK THIS
0.77%:  I'M SORRY BUT YOU BROKE THE JO
0.77%:  I'M SORRY BUT I SENT YOU TO JOKE SCHOOL AND I GO
0.77%:  I'M SORRY BUT I SEND YOU TO JOKING SCHOOL A
0.77%:  I'M SORRY BUT I JUST NEED YOU TO KNOW I AM
