the best part is: that's what I was ALREADY planning to do anyway!
100.00%: 
53.36%:  that
0.04%:  then wash that
0.04%:  what better way to show
0.06%:  what better way to show that
0.04%:  don't wash that
0.04%:  that's a pretty d
0.04%:  that's what I wanted to say!
0.04%:  that it's pretty
0.04%:  that the point
0.04%:  that both these
0.04%:  that what that does
0.04%:  that's how this ends
0.04%:  that I don't waste it by sp
0.04%:  that I don't stare
0.04%:  that it's not a badass
0.04%:  that pretty
0.04%:  that's how this story ends! I
0.04%:  that yes
0.04%:  that the dentist spray
0.04%:  that it's bad
0.04%:  that there's a tooth
0.04%:  that's what that says
0.04%:  don't share
0.06%:  don't share that
0.04%:  that the poison RE
0.04%:  then what
0.04%:  that it doesn't E
0.04%:  that doesn't piss
0.04%:  that it's spread that way too
0.04%:  it's the
0.04%:  that that isn't how
0.04%:  there's this
0.04%:  that I don't taste it!
0.04%:  the best part is: now that
0.04%:  the best part is that I was planning to do
0.04%:  it's not a bad
0.04%:  that the poison D
0.04%:  that the story ends with a
0.04%:  that doesn't stop with the
0.04%:  that the body parts I
0.04%:  that it says
0.04%:  that'd
0.08%:  that'd be pretty
0.04%:  that I start with the
0.04%:  that d
0.04%:  that no other
0.04%:  what's that say
0.04%:  that poison's the
0.04%:  that I AL
0.12%:  that I ALREAD
0.04%:  that the dentist I
0.04%:  that's done
0.04%:  that's the way that I
0.04%:  that this story has
0.04%:  then throw it away!
0.04%:  that there's way
0.04%:  that that's the best way!
0.04%:  when
0.08%:  when I say that
0.04%:  that the pathway
0.04%:  that it stays there as
0.04%:  that I was born with teeth!
0.04%:  that the poison's taste
0.04%:  what's with the dent
0.04%:  that when I say '
0.04%:  that the story doesn
0.04%:  that she
0.04%:  that's the answer to this
0.04%:  that's not what this story
0.04%:  that I don't breathe it!
0.04%:  that it doesn't b
0.04%:  that there was no
0.04%:  that a dent
0.04%:  there's tons
0.04%:  that it stays where
0.04%:  that I don't start whist
0.04%:  that's another day that
0.04%:  that it has to
0.04%:  don't throw that
0.15%:  don't throw that away
0.04%:  that it's not that bad to
0.04%:  other body
0.04%:  that the answer to that is Y
0.04%:  that's a RE
0.04%:  that starts to
0.04%:  that I don't start sh
0.04%:  that it's ALREADY been
0.04%:  that's better than how it was
0.04%:  that teeth ARE
0.04%:  that's what the news
0.10%:  that's what the news is today
0.04%:  don't eat the
0.04%:  that this sort
0.04%:  that death isn't the
0.12%:  that death isn't the worst
0.04%:  that that's how po
0.04%:  it's a
0.04%:  that water doesn't wash away that top
0.04%:  what's that phrase
0.04%:  that it's part
0.04%:  that the way that poison
0.04%:  that it doesn't abs
0.04%:  that I don't start this
0.04%:  that that isn't a bad
0.04%:  that both are
0.04%:  that's how I started planning
0.04%:  that has been
0.04%:  that's what the stories
0.04%:  that that's what it was
0.04%:  that that's why I don
0.04%:  on the
0.04%:  that's 
0.04%:  that's way better than what it
0.07%:  that's way better than what it was
0.04%:  that's what they do!
0.04%:  that's what that is!
0.04%:  that it won't start
0.04%:  that's what I say to the
0.04%:  what's to say there
0.04%:  that a dentist has
0.04%:  that it's not spread to the
0.04%:  that's what the story
0.04%:  that the body treats what
0.04%:  that it doesn't sh
0.04%:  that that's not where
0.04%:  that I don't start the
0.04%:  that there's a down
0.04%:  that's not why I started
0.04%:  that they don't throw
0.04%:  that that's what a
0.04%:  that that's what a dent
0.04%:  that I pass the
0.04%:  that I ALREADY had
0.04%:  that's what we say
0.04%:  that I possess a
0.04%:  don't throw it
0.06%:  don't throw it away
0.04%:  then I eat
0.04%:  the best part is that I'd
0.04%:  that it enters
0.04%:  that there was a
0.04%:  that that won
0.04%:  there's no way I
0.04%:  that it doesn't ALREAD
0.04%:  that there's not two ways
0.04%:  that's what I want to say
0.04%:  that the way to test this
0.04%:  that that's not a way
0.04%:  that's the way I want it
0.04%:  that's how I spent a
0.04%:  that that's what dentist
0.04%:  that's what was
0.04%:  that spit doesn't wash away those
0.04%:  that's not a bad theory!
0.04%:  that's what teeth br
0.04%:  that it stays there and that I
0.04%:  that death isn't the worst way
0.04%:  that that's not at
0.04%:  that's the part we
0.04%:  that's what I was planning to do twenty
0.04%:  that there isn't that
0.04%:  that this doesn't pose a
0.04%:  that one
0.04%:  that's worth a
0.04%:  that it doesn't wash away to be
0.04%:  that's the news today
0.04%:  that's the way that it
0.04%:  that the rest stays
0.04%:  that's what this dent
0.04%:  that doesn't pose a
0.04%:  that it has a
0.04%:  that's way better than what I said
0.04%:  that that's not why
0.04%:  that I don't throw it
0.04%:  that's the story that
0.04%:  that the person who says
0.04%:  that the ant
0.04%:  that I started this when
0.04%:  that's what I was planning to do in the past!
0.04%:  that I pass that
0.04%:  that there's not so
0.04%:  that's to
0.04%:  that I wash the rest
0.04%:  that's way better than how I
0.07%:  that's way better than how I was
0.35%:  that's way better than how I was planning
0.04%:  that that doesn't pose
0.04%:  that's what that is:
0.04%:  that today
0.04%:  that when I die
0.04%:  that it's as potent as they
0.04%:  the best part: this
0.04%:  that the best part
0.04%:  that that's what I was
0.04%:  then say
0.04%:  that's what the dentist sp
0.04%:  there's no way that stops
0.04%:  that I don't waste away
0.04%:  that I don't wear a
0.04%:  that's not as weird
0.04%:  this doesn
0.04%:  this doesn't bother
0.04%:  that isn't what they
0.04%:  that the body treats what's in
0.04%:  that I don't wash the rest away
0.04%:  that the waste
0.04%:  that's what the poison
0.04%:  that it doesn't start as
0.04%:  that it doesn't D
0.04%:  that it doesn't DRA
0.04%:  that has no
0.04%:  that the poison stays the
0.04%:  that that's part
0.04%:  that I don't po
0.04%:  that's what I said
0.04%:  that's the part that is
0.04%:  that's what I want to hear
0.04%:  that L
0.04%:  that it's not a short
0.04%:  that AL
0.04%:  that stands
0.04%:  that's what they trained
0.04%:  it's not the
0.04%:  that this doesn't pass
0.04%:  the best part is: that's what I was planning today
0.04%:  that I don't sw
0.04%:  that that's been
0.04%:  wait
0.04%:  that it's spreads
0.04%:  that's what I say to the dent
0.04%:  that it stays there and that I'
0.04%:  that what I want
0.04%:  that's the RE
0.23%:  that's the REAL reason
0.28%:  that's the REAL reason why
0.09%:  that's the REAL story
0.19%:  that's the REAL story behind
0.04%:  that it doesn't start to wash away as
0.04%:  that's better than I was planning to
0.13%:  that's better than I was planning to do with
0.04%:  that's better than I was planning to do this
0.04%:  don't breathe that
0.04%:  that I don't wish
0.04%:  that it spreads that way too
0.04%:  that the person I
0.04%:  that's not a bad story
0.04%:  that I do that two
0.04%:  that a poison that'
0.04%:  that there's no ways
0.05%:  that there's no ways that
0.04%:  that there's no ways this
0.04%:  that's what I was planning on this
0.04%:  that stops the
0.04%:  that's what is
0.04%:  that's what that dentist was y
0.04%:  that that's AL
0.04%:  that it doesn't DI
0.04%:  that I had a
0.04%:  that doesn't waste away
0.04%:  that nobody is
0.04%:  yet
0.04%:  then wash it away
0.04%:  that spit doesn't wash the to
0.04%:  that's the part that RE
0.04%:  that I taste
0.04%:  that's why I said
0.04%:  that's why I said that
0.04%:  the best part is that I now
0.04%:  the answer
0.20%:  the answer to that is:
0.19%:  the answer to that is Y
0.08%:  the answer to both
0.04%:  the answer to that is: Y
0.04%:  the answer to that is that
0.04%:  that the power
0.04%:  that I do this two
0.04%:  both
0.04%:  that that's not a bad way to phrase
0.04%:  that doesn't throw
0.04%:  those two
0.04%:  that's what I wanted to say this
0.04%:  that the worst that'
0.04%:  that that's how disease
0.04%:  that it doesn't wash away! I
0.04%:  that there's a body
0.06%:  that there's a body that
0.04%:  that's what that taste in
0.04%:  that it doesn't wash away the parts
0.04%:  that doesn't we
0.04%:  that when it stops
0.04%:  that it's not that hard to say
0.04%:  that's in
0.04%:  that that's how dentist
0.04%:  that I don't stop that
0.04%:  what's that they
0.04%:  that rab
0.04%:  that it tastes bad
0.04%:  that the poison has a taste
0.04%:  that's not the worst idea that
0.04%:  that the dentist I was
0.04%:  that this doesn't sp
0.04%:  that's what today was
0.04%:  that it does that
0.04%:  as
0.04%:  that that isn't the
0.04%:  that that isn't the worst
0.04%:  that that isn't the worst way
0.04%:  that that's the point
0.04%:  they start
0.04%:  that it's not way
0.04%:  that's what started
0.05%:  that's what started this
0.04%:  that's better than what I was planning: to
0.04%:  that's why I do this
0.04%:  that I don't throw away
0.04%:  that's not a way
0.05%:  that's not a way that
0.04%:  that death is not
0.04%:  then stare
0.04%:  that that isn't what
0.03%:  that this doesn't abs
0.03%:  that both the
0.03%:  then I throw
0.03%:  that this doesn't start to
0.03%:  then I pass
0.03%:  that's why I stand
0.03%:  that's what the word
0.03%:  that that's how it passes
0.03%:  that the answer is
0.03%:  that that's a bad
0.03%:  that's not wasted
0.03%:  that doesn't strip the
0.03%:  that by poison
0.03%:  that it spreads!
0.03%:  that's what I do at
0.03%:  that I don't spit at
0.03%:  what's the best way to start
0.03%:  I started
0.03%:  that's what I wanted to be
0.03%:  that this has no
0.03%:  a
0.03%:  that's the type
0.03%:  this doesn't say
0.03%:  that disease
0.03%:  that those tiny
0.03%:  that it doesn't stop the
0.03%:  that I don't pe
0.03%:  then press
0.03%:  that's the path
0.03%:  that this doesn't waste away
0.03%:  that this was a
0.03%:  pretty
0.03%:  that there's 
0.03%:  that's what we do!
0.03%:  that it has an
0.03%:  that when that starts
0.03%:  in the
0.03%:  that I won't start to
0.03%:  that there's nobody with
0.03%:  that the two types
0.03%:  that I start with a
0.03%:  that it doesn't wash away past
0.03%:  they don't stop
0.03%:  that the poison's that
0.03%:  that's what the body
0.03%:  that the sp
0.07%:  that the spit doesn
1.56%:  that the spit doesn't wash
1.65%:  that the spit doesn't wash away
0.03%:  that it's spread by the
0.03%:  I'd better stay
0.03%:  the best part is that I had
0.03%:  that's the reason that
0.03%:  that it's worth the
0.03%:  that that's not worse
0.03%:  that's why I wanted
0.03%:  that I do this E
0.03%:  that's what the dentist was planning:
0.03%:  that 
0.03%:  that's so
0.03%:  that was what
0.09%:  that was what I was planning
0.13%:  that was what I was planning to do this
0.04%:  that was what I was planning to do!
0.03%:  that's not what I was planning!
0.03%:  that that is the best
0.03%:  that's not what that
0.03%:  that there is not
0.03%:  that a poison that's bad
0.03%:  the best way
0.03%:  that the dentist stops
0.03%:  that's what I was planning to do at that
0.03%:  that a dentist shows
0.03%:  that that has any sort
0.03%:  that I don't stab the
0.03%:  the best part is that I D
0.03%:  why not
0.03%:  don't throw away that
0.03%:  that I don't eat that
0.03%:  that I won't pass it
0.03%:  that's better than what I was planning at
0.03%:  that's not what it
0.03%:  that's the part nobody
0.03%:  that that is the way
0.03%:  that water doesn't wash it away! I
0.03%:  that stays there!
0.03%:  that the threat
0.03%:  that's how I start the
0.03%:  that this doesn't R
0.03%:  that I won't start sp
0.03%:  that the dentist saw
0.03%:  the best part is: that's what I was planning on today!
0.03%:  then taste
0.03%:  that's what they wanted to
0.03%:  that I don't share a
0.03%:  that's not what they do at
0.03%:  that doesn't taste as
0.03%:  that it's ALREADY too
0.03%:  that I don't eat soap
0.03%:  that I don't start was
0.03%:  that that's the end
0.03%:  that bears
0.03%:  that that part is
0.03%:  that that's a pretty
0.03%:  it stays on
0.03%:  that there's tooth
0.03%:  don't stress
0.03%:  that's why it tastes bad
0.03%:  that bears don
0.10%:  that bears don't eat
0.05%:  that bears don't show
0.03%:  that I don't set
0.03%:  that the spit that
0.03%:  that's not a bad way to start a
0.03%:  that's the best part: now
0.03%:  I don't wash
0.03%:  that's not what I said at
0.03%:  what's to say that isn
0.03%:  that's the part that was
0.03%:  that's how I wasted
0.03%:  that the body treats this as an
0.03%:  that's what I was planning to do at 
0.03%:  that it's a pretty
0.03%:  that's the worst I
0.03%:  that this was not
0.03%:  that it stays there and stops
0.03%:  that it's not a death
0.03%:  then I spray
0.03%:  that that's what stops
0.03%:  YEA
0.03%:  that's what the dentist was prob
0.03%:  that the stories I
0.03%:  that we don't share
0.03%:  that that's what po
0.03%:  that's not a story
0.03%:  don't bother with that
0.03%:  that what I want to
0.03%:  that what I want to do with
0.03%:  that those aren
0.03%:  hey
0.03%:  that's how I want this
0.06%:  that's how I want this story
0.03%:  that's how we end
0.08%:  that's how we end this
0.15%:  that's how we end this story
0.04%:  that's how we end this story:
0.03%:  that's the news!
0.03%:  that I don't bar
0.03%:  that I die
0.03%:  that that's a way that poison
0.03%:  I do that with
0.03%:  that there's a way to wash
0.03%:  that the answer to both
0.03%:  that's the best part: this
0.03%:  that's what the dentist says at
0.03%:  that's how this went
0.03%:  that's a theory
0.04%:  that's a theory that
0.03%:  that's what I need
0.05%:  that's what I need to start
0.03%:  that's the start
0.03%:  that I don't start planning a
0.03%:  that this doesn't say as
0.03%:  what's to say that that isn
0.03%:  that I spread
0.03%:  that it doesn't try
0.03%:  that I don't stop that habit
0.03%:  that I wash it away
0.03%:  that's how I went
0.03%:  then r
0.03%:  that I don't stop at the
0.03%:  what's that taste
0.03%:  that there's poison that
0.03%:  that's not the part
0.03%:  that the past is
0.03%:  that I don't stop this
0.03%:  then throw the
0.03%:  that I won't pass the
0.03%:  that the dentist's tooth
0.03%:  that there's no d
0.03%:  that's not what I do!
0.03%:  that I don't breath that
0.03%:  that that's what I want
0.05%:  that that's what I want to do!
0.03%:  that's not so hard
0.03%:  the worst
0.17%:  the worst that
0.04%:  the worst that'
0.03%:  that's how I started planning this
0.03%:  that it's not water based!
0.03%:  that that's better than sp
0.03%:  that I was born with that
0.03%:  that I don't spr
0.03%:  that's why I need to start a
0.03%:  that ass
0.03%:  I started this
0.03%:  that I say that
0.03%:  then I wash that
0.03%:  that it doesn't sat
0.03%:  by this
0.03%:  that what I said
0.03%:  that's better than I was planning!
0.03%:  that that doesn't say
0.03%:  that this was worth
0.03%:  that they don't start with a
0.03%:  they don't bother
0.03%:  that it has no other
0.03%:  that I don't waste this by
0.03%:  I start
0.03%:  there's AL
0.03%:  what's to say there isn
0.03%:  that's one way that
0.03%:  that's the show
0.03%:  what's to say that it hasn
0.03%:  to that
0.03%:  that I don't say the
0.04%:  that I don't say the phrase
0.03%:  that when I wash
0.03%:  that this was the best
0.03%:  that this was the best way
0.03%:  that there isn't too
0.03%:  that bit doesn
0.03%:  that it's water based
0.03%:  the answer to that is: I
0.03%:  that's the REAL reason that
0.03%:  that's not what it says
0.03%:  that it doesn't spo
0.03%:  sp
0.03%:  that's the best part: I don
0.03%:  I don't say
0.10%:  I don't say that as
0.10%:  I don't say that to
0.09%:  I don't say that with
0.07%:  I don't say that sar
0.06%:  I don't say this
0.03%:  I don't say that to be sar
0.03%:  that's how it started
0.03%:  that what's written
0.03%:  that's what the stories say
0.03%:  that it stays there and has
0.03%:  that it's as potent as what
0.03%:  that's what I spent today planning
0.03%:  that that doesn't we
0.03%:  that it doesn't by
0.03%:  they don't start to
0.03%:  that's A
0.03%:  that's how dent
0.03%:  then pass it
0.03%:  that it won't wash away
0.03%:  that I don't start it
0.03%:  that I don't say that phrase
0.03%:  that water has
0.03%:  that I don't write
0.03%:  ass
0.03%:  that's what those tiny
0.03%:  what's to say the dent
0.03%:  that I don't share it
0.03%:  then I'd
0.03%:  that I start by
0.03%:  what's to say that that won
0.03%:  that it's not so bad that the
0.03%:  that's pretty bad
0.03%:  that there's no way to pass it
0.03%:  that that doesn't wear away
0.03%:  what's not
0.03%:  what's not to say
0.06%:  what's not to say that this
0.03%:  what's not to say that the
0.03%:  that when they
0.03%:  that isn't at
0.03%:  that it's passed on to the
0.03%:  that there isn't a stat
0.03%:  that's a theory that stands
0.03%:  that that's what I spend
0.03%:  that's not what I was planning today at
0.03%:  so that'
0.10%:  so that's what
0.05%:  so that's that
0.05%:  so that's why
0.03%:  that by this I
0.03%:  that's three
0.03%:  that was the best way
0.03%:  that the body treats that as a
0.03%:  that poison has that
0.03%:  that they don't swap
0.03%:  that they wash
0.03%:  that's better than I was planning today
0.03%:  that's what this story ends
0.03%:  that's what I was planning to do there
0.03%:  that's the part that nobody
0.03%:  that I respond
0.03%:  that the worst side
0.03%:  that's way better than what I do
0.03%:  that it doesn't pass by
0.03%:  then spray
0.03%:  then store
0.03%:  that it won't wear
0.03%:  that this doesn't say a
0.03%:  that in the past
0.03%:  body parts
0.03%:  to be
0.03%:  start
0.03%:  that this story hasn
0.03%:  that what's best
0.03%:  that it shows
0.03%:  that the poison that was
0.03%:  that there's RE
0.03%:  that it won't pass
0.03%:  that's not as bad
0.03%:  that I don't stop with
0.03%:  that doesn't start with a
0.03%:  that's what that story
0.03%:  that I started this way
0.03%:  that's why I started with
0.03%:  that I spread the
0.03%:  L
0.03%:  that's what I wanted to say to
0.03%:  that that's how it spread
0.03%:  that both those
0.03%:  that I don't toast
0.03%:  that was the best I
0.03%:  that won't destroy
0.03%:  what's the best way to do this
0.03%:  that I don't taste a
0.03%:  that a dentist'
0.03%:  that's why I went
0.03%:  that I pass the test
0.03%:  that's way better than what I was planning to do: D
0.03%:  that I don't waste this power
0.03%:  that when I started
0.03%:  that the dentist says that
0.03%:  that it stops the
0.03%:  that there's no way that it
0.03%:  that there's not a body
0.03%:  that's why tooth
0.03%:  then stop
0.03%:  that's how the story ends: a
0.03%:  that that's not a e
0.03%:  that it's RE
0.03%:  that there's a way I
0.03%:  that that's not as
0.03%:  that it has the power
0.03%:  that's how I start a
0.03%:  that there's no post
0.03%:  that there isn't a body
0.04%:  that there isn't a body that
0.03%:  don't breathe it!
0.03%:  I'd better wash that tooth
0.03%:  that's yet to
0.03%:  that I don't spit the rest
0.03%:  that's not what they said at
0.03%:  that it's as potent as what they
0.03%:  that the post
0.03%:  that I don't breath that way
0.03%:  that it's tooth
0.03%:  that I had the
0.03%:  that's what the dentist says too! I
0.03%:  don't eat it
0.03%:  that I don't start st
0.03%:  that's what this debate
0.03%:  that isn't that what
0.03%:  that too
0.03%:  that's what I want to do:
0.03%:  that a tooth
0.03%:  that's how the best
0.03%:  that that's the best I
0.03%:  that the powers
0.03%:  the answer to that is: what
0.03%:  the answer to that is: what'
0.03%:  that they're both
0.03%:  that's not what this story was
0.03%:  that there's not a bad
0.03%:  that the poison res
0.03%:  that part's not
0.03%:  that the person that
0.03%:  that it starts to
0.03%:  what's to say that a
0.03%:  that the dentist's spray
0.03%:  that there's no sp
0.03%:  that's way better than it was
0.03%:  that sw
0.03%:  the best part is that today
0.03%:  that it's not as bad as they
0.03%:  that's what I want to hear today
0.03%:  that the poison starts as
0.03%:  that I don't RE
0.03%:  that we're not both
0.03%:  that I don't br
0.03%:  that water isn
0.03%:  that the two don
0.03%:  that the poison's as
0.03%:  there's no way that what
0.03%:  that it's not death
0.03%:  that it's not death by a
0.03%:  that it's not a sp
0.03%:  that that stops it
0.03%:  don't say that that
0.03%:  that the reason why
0.03%:  that is an
0.03%:  that that poison has
0.03%:  that the poison started
0.03%:  that that's how I spent
0.03%:  that there's a sp
0.03%:  that water doesn't wash it away both
0.03%:  that it doesn't war
0.03%:  that's the way we
0.03%:  that's why I was born with
0.03%:  that's this
0.03%:  that the poison I'd
0.03%:  that I don't piss away
0.03%:  that I don't store
0.03%:  that it's not at
0.03%:  that it doesn't bothers
0.03%:  that parents
0.03%:  then I start planning
0.03%:  that what that says
0.03%:  that what the dentist says I'
0.03%:  that water is
0.03%:  that's not way
0.03%:  that isn't bad
0.03%:  that's what a dentist says
0.03%:  that's how I spent this day!
0.03%:  that death is the
0.07%:  that death is the worst
0.03%:  don't throw it away!
0.03%:  that's where I stop
0.03%:  that that doesn't wash away!
0.03%:  that there's a to
0.03%:  that the body has a
0.03%:  that isn't that bad
0.03%:  that I ALREADY started
0.03%:  that's not the best part:
0.03%:  that any side
0.03%:  that I do that E
0.03%:  that it doesn't wash away or that
0.03%:  that what the dentist says to
0.03%:  that the way this
0.03%:  that the poison ALREAD
0.03%:  that doesn't star
0.03%:  that's not to say there
0.03%:  that there's no RE
0.03%:  that doesn't stop at
0.03%:  that's what this day was
0.03%:  that's pretty badass!
0.03%:  that I spent
0.03%:  that's what these words
0.03%:  that the dentist's sp
0.03%:  that's the way I want to be
0.03%:  that the person who'
0.03%:  that that's not a waste
0.03%:  hope
0.07%:  hope that it
0.13%:  hope that it stays
0.06%:  hope that that
0.06%:  hope that'
0.06%:  hope that it stays that
0.05%:  hope that this
0.05%:  hope that it doesn
0.18%:  hope that it doesn't wash
0.11%:  hope that it doesn't wash away
0.05%:  hope that it doesn't start
0.04%:  hope that it doesn't wash away!
0.04%:  hope that the
0.04%:  hope that's what
0.03%:  the answer to that is: D
0.03%:  the parts
0.03%:  that bad
0.03%:  another
0.03%:  what's to say this doesn
0.03%:  don't spit the rest
0.03%:  that's what they RE
0.03%:  that it's ALREADY done
0.03%:  that it's ALREADY done that
0.03%:  that's the best and
0.05%:  that's the best and worst
0.03%:  that they ARE
0.03%:  that's how they started
0.03%:  nobody
0.03%:  that's why I started the
0.03%:  don't eat that
0.03%:  that the parts that
0.03%:  that's why I won
0.03%:  that dos
0.03%:  then that's the
0.03%:  the best part is: that's how
0.03%:  that the dentist sp
0.03%:  I don't pass
0.03%:  that part I
0.03%:  that's not to say that we
0.03%:  yes that
0.06%:  yes that's what
0.03%:  that I respond to this
0.03%:  now that I say this
0.03%:  that by that point
0.03%:  that it's what they
0.03%:  that it doesn't sort
0.03%:  that's not to say that I was
0.12%:  that's not to say that I was planning
0.03%:  that that's what disease
0.03%:  then this
0.03%:  that I was planning to spend
0.03%:  then I wait
0.03%:  that I ALREADY had the
0.03%:  that's what I was planning to do at the party!
0.03%:  that water doesn't wash it away so
0.57%:  that water doesn't wash it away so that
0.03%:  that it's that easy! I
0.03%:  why stop
0.07%:  why stop there
0.03%:  that's why I wear
0.03%:  that's why I wear this
0.03%:  that what's on
0.03%:  that there's not a stat
0.03%:  that it's as potent as they show
0.03%:  that that's where it stays:
0.03%:  that when a
0.03%:  that I don't wash the paste
0.03%:  that I then
0.03%:  that what with
0.03%:  that I started when
0.03%:  that that's the best and
0.03%:  that that doesn't short
0.03%:  then breath
0.03%:  that's what passed
0.03%:  that I eat
0.03%:  teeth ARE
0.03%:  that I don't st
0.03%:  I hope
0.19%:  I hope that
1.06%:  I hope that's what
0.14%:  I hope that's the
0.12%:  I hope that's not
0.12%:  I hope that's what dent
0.10%:  I hope that's not what
0.06%:  I hope that's how
0.06%:  I hope that's the way
0.06%:  I hope that's what it
0.05%:  I hope that's not a
0.05%:  I hope that's not a bad
0.04%:  I hope that's a
0.03%:  I hope that's what we
0.03%:  that tests
0.03%:  that that is what dent
0.03%:  that poetry is
0.03%:  pray
0.97%:  pray that it doesn't wash
0.20%:  pray that it doesn't se
0.15%:  pray that the
0.09%:  pray that it doesn't so
0.07%:  pray that this
0.03%:  pray that I
0.03%:  pray that it doesn't eat
0.03%:  pray that this doesn
0.03%:  that there's no way at
0.03%:  that's not the worst way that I
0.03%:  that that's not a bad way to waste
0.03%:  that's a better
0.03%:  that this won't be wasted
0.03%:  that's what this new
0.03%:  that this won't be the day
0.03%:  I do that a
0.03%:  then I say
0.03%:  that there's no bat
0.03%:  that's how we start
0.03%:  teeth!
0.03%:  that was the worst day
0.03%:  that's what that tastes
0.03%:  that it's the part
0.03%:  that that was what
0.03%:  that I don't wash that part
0.03%:  that what poison
0.03%:  there's at
0.03%:  that I spent years
0.03%:  that it so
0.03%:  that it's passed on by
0.03%:  it's a pretty
0.03%:  that's why it doesn
0.03%:  that that poison stays there
0.03%:  that there's a way to do that in
0.03%:  that that doesn't show
0.03%:  that that's what it says
0.03%:  that's what RE
0.03%:  that's what the news is today:
0.03%:  that it doesn't wash away to start
0.03%:  that I don't start a habit
0.03%:  I'd better stop with
0.03%:  that's not a phrase that
0.03%:  that's what I had
0.03%:  that they don't bother
0.03%:  that I don't start planning to
0.03%:  that's what I say to that
0.03%:  that I don't sweat that
0.03%:  that it's not DE
0.03%:  that that won't destroy
0.03%:  that water doesn't wash it away as
0.03%:  that does not
0.03%:  that when I sp
0.03%:  that doesn't waste it
0.02%:  that it doesn't swap
0.02%:  that I don't hit
0.02%:  that the side
0.02%:  that I don't start t
0.02%:  that the poison starts by
0.02%:  that's how they start
0.02%:  that I don't press
0.02%:  that's what they spend
0.02%:  that is how
0.02%:  that when I started this
0.02%:  that's how I spent that
0.02%:  that that's the way I spend
0.02%:  no
0.02%:  that a tiny dose
0.02%:  that it's a stand
0.02%:  that a tiny drop
0.02%:  that it's passed to
0.02%:  that by '
0.02%:  that doesn't start with the
0.02%:  that the poison stayed
0.02%:  that a person with
0.02%:  that's E
0.02%:  that body
0.05%:  that body parts that
0.02%:  that's a LAR
0.02%:  what's to say I won
0.02%:  that there's no st
0.02%:  that there's a 
0.02%:  the best part is that D
0.02%:  that's why I need to start planning a
0.02%:  that's why I wanted to start
0.03%:  that's why I wanted to start this
0.02%:  the best part is that I don't wash
0.02%:  stay
0.05%:  stay that
0.02%:  that's not a bad start!
0.02%:  that's what the past
0.02%:  that water doesn't wash away bits
0.05%:  that water doesn't wash away bits that
0.02%:  bones
0.02%:  that at this
0.02%:  that's better than what I was planning to do: sp
0.02%:  that's what I was planning to do in the rest
0.02%:  that I started this at
0.02%:  that it stays on there!
0.02%:  that there ARE poison
0.02%:  that this won't be the worst
0.02%:  that when I said
0.02%:  that that's how it ends
0.02%:  that the poison we
0.02%:  that I don't wish that
0.02%:  that's what that part
0.02%:  that it's not D
0.02%:  that's what I say to the dentist!
0.02%:  it stands
0.02%:  that there's ways
0.02%:  that's what I was planning on!
0.02%:  that I spray
0.02%:  that it AL
0.02%:  by that I don
0.02%:  not that
0.02%:  what's with that dent
0.02%:  that it's not past
0.02%:  that poison that
0.02%:  that it's as easy as
0.08%:  that it's as easy as that to
0.02%:  it doesn't se
0.02%:  that's way better than this
0.02%:  that bits
0.02%:  that that's not a bad way to phrase it!
0.02%:  that it doesn't show that
0.02%:  that this theory doesn
0.02%:  with that theory
0.02%:  that it's not spread by a
0.02%:  that's not what it does
0.02%:  that there's both
0.02%:  the poison
0.04%:  the poison stays
0.02%:  that this new
0.02%:  there was
0.02%:  that this dos
0.02%:  that it doesn't wash that
0.02%:  that I don't w
0.02%:  that it doesn't taste way
0.02%:  that it doesn't wash away so
0.09%:  that it doesn't wash away so that
0.02%:  that there's not a way this
0.02%:  that I don't breathe this
0.02%:  that's the way it stands
0.02%:  that I wash it down the
0.02%:  that the body isn
0.03%:  that the body isn't a
0.02%:  that there's a D
0.02%:  that's how I win
0.02%:  that there's a way to show
0.02%:  that's what went
0.02%:  that this way
0.02%:  that it was a
0.02%:  what's to say it
0.02%:  that it's the part that
0.02%:  that doesn't stop this
0.02%:  that was another
0.02%:  that that's instead
0.02%:  that it's not bath
0.02%:  that the dentist's sw
0.02%:  that's the best way to do this!
0.02%:  that that's not the way
0.02%:  that's why I wanted to share
0.02%:  that I don't stop at that
0.02%:  that spread
0.03%:  that spreads the
0.02%:  that it's not bad to
0.02%:  that past
0.02%:  then that's a
0.02%:  the best part is that I do
0.02%:  that it's not what
0.02%:  that's the best story
0.02%:  that's not to say that I D
0.02%:  that that doesn't strip
0.09%:  that that doesn't strip away
0.02%:  that it's not a bad way
0.02%:  that it doesn't DR
0.02%:  that's the part I don
0.02%:  I'd better stop that
0.02%:  that there's a town
0.02%:  that there's a way to dist
0.02%:  that that's how to
0.02%:  that's what the dentist RE
0.02%:  that's why I spent so
0.02%:  that's what I was planning to do at any
0.02%:  that's what they saw
0.02%:  that's both
0.02%:  that I do not
0.02%:  that it doesn't start se
0.02%:  that's the worst way that
0.02%:  what's the best way to wash
0.02%:  that's what I do pretty
0.02%:  that it's what I
0.02%:  that there's a post
0.02%:  that doesn't LE
0.02%:  that it's the 
0.02%:  that's what the dentist pays
0.02%:  that's what this body was
0.02%:  that it doesn't wash away two
0.02%:  there's no way to wash
0.04%:  there's no way to wash that
0.02%:  that I want to stay
0.02%:  that there's a way to pass
0.03%:  that there's a way to pass that
0.02%:  that that's not a way to spread
