whatever! My formula is still good DESPITE nurse racism.
100.00%: 
29.71%:  that
0.03%:  for real this last one was
0.03%:  clearly I should start an
0.03%:  so there is
0.03%:  I admit it! My formula never
0.03%:  clearly we should invite
0.03%:  this is now my formula
0.03%:  I never said my formula was right or
0.03%:  so I guess this would
0.03%:  this really does
0.03%:  very true
0.03%:  I guess this would only
0.03%:  my advice formula is not well
0.03%:  I only have so
0.03%:  my last advice is for girls who are
0.03%:  this all sounds way
0.06%:  this all sounds way more
0.03%:  those were all my
0.12%:  those were all my favour
0.03%:  my last advice formula to
0.14%:  my last advice formula to nurses
0.03%:  I guess my advice formula hits all
0.03%:  this formula is clearly IMP
0.03%:  this formula will end
0.03%:  my advice for nurses has limits
0.03%:  this formula was easy
0.03%:  this formula was easy!
0.03%:  clearly I have lots of writing
0.03%:  my advice is great.
0.03%:  this is a very
0.03%:  my real advice for nurses is D
0.03%:  my advice for nurses is D
0.03%:  this reminds me of a
0.03%:  so my advice formula is all wrong
0.03%:  forget this. I will never say
0.03%:  I admit it! My formula can
0.03%:  I can see this will
0.03%:  clearly I had nurses
0.03%:  this last one was for
0.03%:  so I guess we should really
0.03%:  so I guess my advice formula is DE
0.03%:  so clearly the animals
0.03%:  I may have written
0.03%:  so that advice formula is less
0.03%:  so clearly this never
0.03%:  whoever calls
0.03%:  my real advice for nurses is that I
0.03%:  very few
0.03%:  so clearly I have a future writing
0.03%:  so my advice is not all
0.03%:  this is all very strange
0.03%:  out
0.03%:  ignore
0.03%:  my last version is for
0.03%:  I can tell you
0.03%:  so clearly the results
0.03%:  I guess nurses will have to try
0.03%:  for reals this time I
0.03%:  my last advice for a
0.09%:  my last advice for a nurse
0.04%:  my last advice for a long
0.13%:  my last advice for a long while
0.06%:  my last advice for a long while!
0.04%:  my last advice for a long while.
0.03%:  this formula is clearly dest
0.03%:  I guess it los
0.03%:  I guess this formula is very literal.
0.03%:  yeah it sounds awful
0.03%:  so I guess we could all
0.03%:  my formula sounds a little cr
0.03%:  this still
0.03%:  clearly I need to visit
0.03%:  you win! I admit
0.03%:  so my formula is a little cor
0.03%:  that sounds awful! My
0.03%:  whatever. My formula is a
0.03%:  so my advice formula is that
0.03%:  whatever man I
0.03%:  so I guess my new formula has
0.03%:  those all sound awful.
0.03%:  clearly this formula is too vague.
0.03%:  what are you doing over
0.03%:  this new formula is really great! I
0.03%:  that is awful!
0.03%:  this is good
0.03%:  I guess the formula is only as
0.03%:  valid
0.03%:  my advice is for nurses.
0.03%:  clearly I never said that
0.03%:  who says I
0.03%:  my formula is great. I will
0.03%:  so clearly this formula is ME
0.03%:  my last advice falls into
0.03%:  those last few could
0.03%:  this finally
0.03%:  so my advice for nurses is P
0.03%:  so my advice for nurses is that I
0.03%:  my last ones
0.03%:  that is really awful!
0.03%:  this is clearly too
0.03%:  nurses are gross!
0.03%:  having a
0.03%:  last call for the
0.05%:  last call for the nurses
0.03%:  so I guess my formula D
0.03%:  clearly the formula IS
0.03%:  lesson
0.05%:  lesson over
0.03%:  turns out my advice fails
0.03%:  I guess all this
0.03%:  my last advice for all nurses out
0.03%:  I will never claim this
0.03%:  so I guess we all have our
0.35%:  so I guess we all have our limits!
0.03%:  so this formula allows
0.03%:  forget nurses. My advice was
0.03%:  so this formula was never
0.09%:  so this formula was never really
0.03%:  that was gross. I never
0.03%:  this formula sounds really awesome
0.03%:  my formula is now called
0.03%:  this one IS
0.03%:  my last advice follows no
0.03%:  so clearly I am having
0.03%:  that sounds really gross! I
0.03%:  so clearly this formula is do
0.03%:  clearly the formula is missing words
0.03%:  so the formula covers all
0.03%:  those are my
0.14%:  those are my last words
0.11%:  those are my last words!
0.08%:  those are my favour
0.03%:  I guess my formula is a little screw
0.03%:  my fellow
0.13%:  my fellow nurses!
0.03%:  my fellow nurses! I
0.03%:  my own self
0.03%:  now every
0.03%:  so the formula is clearly a
0.03%:  clearly nurses have it worst of us
0.03%:  so my formula sounds a
0.03%:  I have lost my mind
0.03%:  clearly I ran out of steam.
0.03%:  not very
0.03%:  now I really have to go.
0.03%:  all nurses should go
0.03%:  fair enough! I
0.03%:  I clearly ran out of steam.
0.03%:  any last words for
0.03%:  not sure who
0.03%:  final shot!
0.03%:  these all sound awful.
0.03%:  that formula
0.03%:  this formula is truly magical!
0.03%:  clearly this formula is sens
0.03%:  I was using
0.03%:  I swear this formula never
0.03%:  so clearly this formula was given
0.03%:  so I wasn
0.03%:  this formula is genius
0.03%:  this formula is genius!
0.03%:  my last advice is for home
0.03%:  clearly I am doing this for
0.03%:  PE
0.03%:  so this all
0.04%:  so this all sounds
0.03%:  my advice is wrong
0.03%:  clearly this is useful.
0.03%:  this is my c
0.03%:  they all sound great
0.03%:  so my advice formula M
0.03%:  this is as
0.03%:  usually I don
0.03%:  so my advice formula still gets worse
0.03%:  my final words as
0.03%:  my last word on this! I
0.03%:  my last class was more
0.03%:  my advice for nurses was right
0.03%:  we should all start
0.06%:  we should all start using
0.03%:  we should all start saying
0.03%:  my last advice from this angle
0.03%:  my last formula is great
0.03%:  not as much
0.03%:  so my formula has clear
0.03%:  so my advice fails when
0.03%:  so I guess my advice formula is rather
0.03%:  whatever! My friends
0.03%:  my formula is genius.
0.03%:  well it sounds
0.03%:  now my advice formula is useless! I
0.03%:  I will end
0.03%:  so nurses are always
0.03%:  I love it
0.03%:  I love it when
0.03%:  my last one is awful
0.03%:  that one was less useful
0.03%:  forget all the
0.03%:  I will use this formula to advise
0.03%:  my formula is legit
0.03%:  this advice formula only gets more
0.03%:  can this
0.03%:  this formula is clearly sound
0.03%:  my last advice format
0.03%:  the last one is a
0.03%:  I ran out of clever words.
0.03%:  well you can
0.03%:  so my new advice formula is all
0.03%:  this formula is gold.
0.03%:  this new formula is almost
0.03%:  not all of my advice is so great!
0.03%:  this formula is really over now
0.03%:  clearly this formula is us
0.03%:  well! I guess my advice for
0.03%:  evident
0.03%:  this formula is only ever
0.03%:  my last class was more fun
0.03%:  my last advice free
0.03%:  I never said my formula was still
0.03%:  clearly this formula is dr
0.03%:  my last advice session for
0.03%:  the last one was from
0.03%:  so my advice formula has one
0.03%:  that one was more scary
0.03%:  closing with
0.03%:  clearly this formula is a genius.
0.03%:  mostly it
0.03%:  I really feel
0.03%:  so much for general
0.03%:  my formula still gets
0.03%:  my formula is called the
0.03%:  screw that.
0.03%:  all out of nurses.
0.03%:  sorry to
0.03%:  that really sounds awful! I
0.03%:  clearly we should move on.
0.03%:  that is really gross. I
0.03%:  enough! My advice
0.18%:  enough! My advice formula
0.04%:  enough! My advice formula is still
0.04%:  enough! My advice formula will
0.03%:  those really
0.03%:  I may have run out of ideas.
0.03%:  I never said they all
0.03%:  well I guess that is
0.03%:  so this formula seems
0.03%:  my last advice is true
0.03%:  answer
0.03%:  we might
0.03%:  there really is no
0.03%:  listen! I clearly
0.07%:  listen! I clearly have
0.03%:  I guess my advice formula is still worth
0.03%:  I guess this went really
0.03%:  even I admit
0.03%:  so my formula has rules
0.03%:  yes! I can
0.03%:  guess what my
0.03%:  guess what my formula
0.13%:  guess what my formula is called
0.05%:  guess what my formula is called!
0.03%:  um. I guess that was
0.03%:  you win! I am
0.03%:  clearly I have a strong
0.03%:  clearly this is one
0.13%:  clearly this is one formula
0.03%:  for reals that
0.03%:  you can give
0.03%:  my friends! I will leave this
0.03%:  my voice has
0.03%:  so it has
0.03%:  that sounds really worse
0.03%:  whoever says nurses do
0.03%:  if you don
0.03%:  I have really run out of words.
0.03%:  this really is over now
0.03%:  so my advice falls
0.03%:  calling it!
0.03%:  I give this
0.23%:  I give this formula
0.03%:  I give this formula a solid
0.03%:  my final words!
0.03%:  I guess the formula really was
0.03%:  I feel weird
0.03%:  the formula is clearly great
0.03%:  so clearly this formula over
0.03%:  I guess my last formula was the
0.03%:  I should start using
0.03%:  this is really great and
0.03%:  no. I
0.03%:  really.
0.03%:  those are less
0.03%:  that one would
0.03%:  so I guess when
0.03%:  clearly this formula is greater
0.03%:  my second
0.03%:  so I guess that formula
0.03%:  can we go
0.03%:  for nurses I was totally
0.03%:  forget this. I can
0.03%:  I am clearly out
0.04%:  I am clearly out of nurses
0.06%:  I am clearly out of nurses right
0.03%:  I am clearly out of nurses.
0.03%:  clearly nurses do what
0.03%:  clearly this formula is too vague!
0.03%:  my advice formula hits all sorts
0.03%:  my last advice is for nurses who D
0.03%:  I guess if you want
0.03%:  this formula is really good! I must
0.03%:  I guess this really does
0.03%:  this is only
0.03%:  clearly this formula needs vast
0.03%:  that one was gross! I
0.03%:  this one was less
0.03%:  I guess you can still
0.03%:  I never said my formula was M
0.03%:  leaving this
0.03%:  so this is my last formula
0.03%:  screw all you
0.15%:  screw all you nurses
0.04%:  screw all you nurses.
0.03%:  clearly this formula is words
0.03%:  they all sound worse
0.03%:  that one was fr
0.03%:  my advice might not all
0.03%:  clearly I have more words
0.03%:  my last advice is for when all
0.03%:  I guess my formula lost
0.04%:  I guess my formula lost its novel
0.03%:  now shut
0.03%:  I guess the formula only sort
0.03%:  this all sounds awful.
0.03%:  my hands are sore.
0.03%:  this is over now!
0.03%:  my advice formula has grown less
0.03%:  this advice formula still seems
0.03%:  this new advice formula is really gross.
0.03%:  last call for your
0.03%:  what comes
0.03%:  that one was silly. I
0.03%:  my last word.
0.03%:  clearly this formula is too damn
0.04%:  clearly this formula is too damn vers
0.03%:  clearly this formula is doing some
0.03%:  clearly this formula is a M
0.03%:  so the formula is really great
0.03%:  so it sounds worse
0.03%:  so my new formula has its
0.03%:  I never said my formula is great
0.03%:  so clearly I was right to
0.03%:  so my formula can get
0.03%:  so clearly this formula is SEMI
0.03%:  not all advice is this
0.03%:  another
0.03%:  my advice is free.
0.03%:  this formula needs a lot
0.03%:  nurses could
0.03%:  whatever! My formula is so great
0.03%:  you should listen
0.03%:  my last advice from the
0.03%:  I guess nurses are a
0.03%:  answer me this!
0.03%:  so what are
0.03%:  so what are nurses
0.03%:  they are
0.03%:  they are nurses
0.03%:  they are all
0.03%:  got
0.03%:  I guess my formula can still have
0.03%:  so I still have no
0.03%:  the formula is silly
0.03%:  for nurses I would
0.03%:  for nurses I would have
0.03%:  so nurses get
0.03%:  the last one was gross.
0.03%:  nurses are the last
0.03%:  so clearly I have not
0.03%:  clearly this formula is a met
0.03%:  my advice formula is the single
0.03%:  my advice formula is the single worst
0.03%:  this formula was my
0.03%:  this new advice formula is sort
0.03%:  well! I guess that covers my
0.03%:  writing advice
0.03%:  my last class is free.
0.03%:  clearly I have done
0.03%:  this sounds way
0.05%:  this sounds way more
0.03%:  my mouth is closing
0.03%:  I must have finally
0.03%:  my last advice is for sail
0.03%:  I guess my advice formula ST
0.03%:  now leave
0.03%:  last one. I
0.03%:  clearly this is done
0.03%:  nurses must
0.03%:  I could use this
0.03%:  last one for you
0.03%:  my friends! I guess this
0.03%:  clearly we should form
0.03%:  I guess this turned
0.03%:  this is my formula.
0.03%:  well! I guess my advice formula is not so
0.03%:  clearly I should write some songs.
0.03%:  that made
0.03%:  this was all my
0.04%:  this was all my fault
0.03%:  so my last advice formula is longer
0.03%:  my last class is over! I
0.03%:  yes that was
0.03%:  that one is screw
0.03%:  my last formula was less good
0.03%:  my last formula is less advice
0.03%:  well! I guess this could
0.03%:  whatever. My formula is rad
0.03%:  so my advice formula rules.
0.03%:  does this
0.03%:  I may have run out of ideas!
0.03%:  my last advice is for un
0.03%:  so clearly the formula is ins
0.03%:  clearly I am using this for
0.03%:  clearly I am using this for evil
0.03%:  I will never say that.
0.03%:  give me a sec.
0.03%:  this is really gross now
0.03%:  my final words are this!
0.03%:  well I guess that doesn
0.03%:  I may have run out of steam!
0.03%:  so this formula is great.
0.03%:  clearly I am missing
0.03%:  I guess my formula still hasn
0.03%:  my last advice for all the
0.40%:  my last advice for all the nurses
0.09%:  my last advice for all the nurses is
0.03%:  so clearly I have some writing
0.03%:  clearly this formula is a genius move!
0.03%:  my friends! I must go
0.03%:  clearly this game is now
0.08%:  clearly this game is now over
0.07%:  clearly this game is now over!
0.03%:  nurses who
0.03%:  my new advice formula is thus
0.03%:  I really love nurses!
0.03%:  my formula sounds less great with
0.03%:  not all my advice is flaw
0.03%:  so that was a
0.03%:  I guess we should try
0.03%:  so all my
0.11%:  so all my advice
0.07%:  so all my friends
0.04%:  so all my advice turns
0.03%:  so all my friends have
0.03%:  my advice formula has to
0.03%:  clearly this formula is a T
0.03%:  that was close
0.03%:  clearly this is fun
0.03%:  so much for nurses. My last
0.03%:  so my formula covers a
0.03%:  the last advice formula is
0.03%:  my secret formula will
0.03%:  clearly nurses do this
0.03%:  not really a
0.03%:  so my advice has some flaws.
0.03%:  now clearly this formula is more
0.03%:  not all of them are class
0.03%:  why are nurses
0.03%:  that one was ugly!
0.03%:  so clearly there is a formula
0.03%:  what can
0.03%:  my last advice seems
0.03%:  I never said my formula was PE
0.03%:  it was my turn
0.03%:  I never said my formula was ME
0.03%:  I never said that
0.03%:  whatever! I get
0.03%:  my last advice is for selling
0.03%:  I admit this is
0.03%:  those are all awful
0.03%:  so clearly I have run
0.03%:  my last one for the
0.03%:  so clearly this gives
0.03%:  so nurses are totally
0.05%:  so nurses are totally screw
0.03%:  I love my formula now
0.03%:  that was good.
0.03%:  clearly this formula is a mess.
0.03%:  I guess this advice formula is now
0.03%:  that one was more of
0.03%:  so nurses is
0.03%:  the formula is clever
0.03%:  I still have a ways to go!
0.03%:  I guess this formula already
0.09%:  I guess this formula already covers
0.03%:  clearly this one is awful
0.03%:  clearly this formula was given to us
0.03%:  your turn! I have
0.03%:  so why
0.03%:  I guess this is over for now!
0.03%:  my last one is for lovers. I
0.03%:  I clearly need a
0.03%:  my last advice formula there
0.03%:  I give this formula 
0.03%:  whatever. My formula still doesn
0.03%:  as you can see from this last
0.03%:  my advice is so
0.03%:  so I guess the formula is limited
0.03%:  my formula is ruined
0.03%:  some of them are still
0.03%:  well my
0.04%:  well my advice
0.14%:  well my advice formula
0.13%:  well my advice formula is
0.07%:  well my advice formula has
0.04%:  well my advice formula isn
0.03%:  I can still hear you from
0.05%:  I can still hear you from over
0.03%:  listen! My
0.40%:  listen! My formula
0.13%:  listen! My formula has
0.13%:  listen! My formula covers
0.09%:  listen! My formula is great
0.05%:  listen! My formula is great.
0.05%:  listen! My formula might
0.04%:  listen! My formula covers E
0.04%:  listen! My advice
0.83%:  listen! My advice formula
0.23%:  listen! My advice formula has
0.12%:  listen! My advice formula might
0.10%:  listen! My advice formula is great
0.05%:  listen! My advice formula is great.
0.05%:  listen! My advice formula was
0.04%:  listen! My advice formula IS
0.04%:  listen! My advice formula rules
0.03%:  clearly this formula is wo
0.03%:  that one is scary. I
0.03%:  that one is less well
0.03%:  no more. My
0.03%:  no more. My formula
0.04%:  no more. My formula has
0.03%:  all I need
0.03%:  alright. I can
0.03%:  I run out of words right
0.03%:  so nurses do
0.03%:  this formula was meant
0.03%:  this formula is clearly M
0.03%:  now my formula starts
0.03%:  I guess this formula really is not
0.03%:  they can do
0.03%:  clearly this formula is ruined!
0.03%:  what if I never
0.03%:  I admit it! My formula is less
0.04%:  I admit it! My formula is less clever
0.03%:  so my advice for nurses was a little grim. I
0.03%:  clearly I was right and
0.03%:  so my formula writes
0.03%:  this formula was clearly dest
0.03%:  my advice for nurses is great.
0.03%:  my last advice formula using
0.03%:  I guess my advice is all
0.03%:  my last advice rule is for when
0.03%:  my last advice rule is this
0.03%:  say whatever
0.03%:  that one is way less useful
0.03%:  they never said
0.03%:  I guess this falls
0.03%:  whatever man. I still
0.03%:  clearly the formula is good.
0.03%:  clearly this is over for me!
0.03%:  whatever! My formula is golden
0.03%:  this advice formula is my new
0.03%:  this formula is very good.
0.03%:  I finally see
0.03%:  this formula is very good!
0.03%:  so nurses will have
0.03%:  so clearly I love
0.13%:  so clearly I love nurses
0.06%:  so clearly I love nurses.
0.04%:  so clearly I love this
0.03%:  so clearly I love nurses!
0.03%:  even I would
0.03%:  clearly this one is less
0.03%:  I have to call myself
0.03%:  that one is flaw
0.03%:  my last advice for nurses IS
0.03%:  you win. I still
0.07%:  you win. I still have
0.03%:  never let
0.03%:  actual nurses will hear
0.03%:  no this
0.03%:  this formula may well
0.03%:  well that sounds less
0.03%:  so clearly I need a
0.03%:  frig yes
0.03%:  so my last advice formula is wrong!
0.03%:  I will confess this last
0.03%:  this formula is clearly some sort
0.03%:  the formula is still good!
0.03%:  forget it. I should
0.03%:  clearly I have it
0.03%:  clearly I have it under
0.03%:  every word
0.03%:  so my formula is still great!
0.03%:  it gets less and
0.03%:  so I guess the only
0.03%:  now this formula seems
0.03%:  now this formula seems really
0.03%:  my final sales
0.03%:  this formula is clearly nuts
0.03%:  clearly most
0.03%:  clearly this formula and I were
0.03%:  I guess this still
0.03%:  so if I
0.03%:  so clearly this is a formula!
0.03%:  so clearly this formula is one
0.03%:  my formula is D
0.03%:  I really meant
0.03%:  my last advice is for writers. I
0.03%:  so the formula only gives results
0.03%:  you can have it
0.03%:  you can have it for
0.03%:  yeah I guess nurses
0.03%:  clearly I have limits!
0.03%:  so I guess all my
0.05%:  so I guess all my friends
0.05%:  so I guess all my advice
0.03%:  so I guess all my advice turns
0.03%:  so my formula has severe
0.03%:  my formula got weird there
0.03%:  well then
0.03%:  this is clearly for nurses
0.03%:  nurses are hard. I
0.03%:  I guess my advice formula shows
0.03%:  the formula really IS
0.03%:  this is very
0.03%:  the last one was silly!
0.03%:  my genius
0.03%:  my genius has
0.03%:  well. I guess my
0.21%:  well. I guess my formula
0.21%:  well. I guess my formula doesn
0.10%:  well. I guess my formula is
0.08%:  well. I guess my formula isn
0.08%:  well. I guess my formula has
0.06%:  well. I guess my formula covers
0.06%:  well. I guess my advice
0.72%:  well. I guess my advice formula
0.63%:  well. I guess my advice formula isn
0.46%:  well. I guess my advice formula is
0.23%:  well. I guess my advice formula has
0.07%:  well. I guess my advice formula is not
0.06%:  well. I guess my formula can
0.05%:  well. I guess my advice formula is sort
0.04%:  well. I guess my formula does
0.04%:  well. I guess my advice formula is a
0.03%:  so this formula comes
0.03%:  time for ME
0.03%:  I guess that could really
0.03%:  so I guess the formula does
0.03%:  now is
0.03%:  my last answer should
0.03%:  so my new advice formula is l
0.03%:  actual nurses. I
0.03%:  my new advice formula starts
0.03%:  so clearly it gets worse
0.03%:  whatever your
0.03%:  so this advice only
0.03%:  that one is for
0.03%:  clearly I should start saving
0.03%:  my advice formula is wrong!
0.03%:  not all my advice is fl
0.03%:  my last word in
0.03%:  my last rule is this
0.03%:  this is a really fun game.
0.03%:  my shift
0.08%:  my shift is over.
0.05%:  my shift is over now
0.03%:  my shift is over now.
0.03%:  my shift is over and
0.03%:  so that one is less
0.03%:  clearly this formula is strong! I
0.03%:  my formula got less
0.03%:  clearly this formula is wasted on me. I
0.03%:  I have many
0.03%:  for real I
0.03%:  this was a lot more
0.03%:  you are right.
0.03%:  that one really is awful. I guess
0.03%:  this is scary
0.03%:  so my advice formula shows
0.03%:  this may sound racist
0.03%:  I guess this won
0.03%:  my advice for nurses almost
0.03%:  that was very close
0.03%:  never say
0.03%:  my last one for writers
0.03%:  that one is all
0.03%:  this formula is almost over!
0.03%:  this guy
0.03%:  clearly this formula grows t
0.03%:  my formula is great and will
0.03%:  nurses have a lot
0.03%:  so my formula is less generic
0.03%:  my final words are thus
0.03%:  that was very gross
0.03%:  hold on a
0.04%:  hold on a sec.
0.03%:  my final advice is that I
0.03%:  so my advice formula still has errors
0.03%:  my career
0.03%:  for nurses I will
0.04%:  for nurses I will admit
0.03%:  this sounds awful. I
0.03%:  so clearly it gets less
0.03%:  so my formula is the worst ever
0.03%:  so for nurses it
0.03%:  clearly I should not write
0.03%:  I have lost myself
0.03%:  my last advice formula thing
0.03%:  nice try!
0.03%:  so turns out my advice is all
0.03%:  I will never use this as
0.03%:  the formula is wearing
0.03%:  listen. My advice formula has lots
0.03%:  so all nurses should give
0.03%:  a little gross
0.03%:  clearly I should start over
0.03%:  so we clearly
0.03%:  so we clearly have
0.03%:  I guess this was never
0.03%:  this formula is cool
0.03%:  so your advice
0.16%:  so your advice formula
0.05%:  so your advice formula was
0.04%:  so your advice formula was right
0.04%:  so your advice formula isn
0.03%:  so your advice formula might
0.03%:  I have issues
0.03%:  it sounds really awful there
0.03%:  I should really start caring for some
0.03%:  this is fun. I
0.03%:  clearly this formula is a good
0.03%:  this formula is great! I wonder
0.03%:  so the results vary from
0.03%:  whatever! My formula is legit
0.03%:  will you never
0.03%:  that is awful advice
0.03%:  so it follows
0.03%:  we should really go
0.03%:  I never said this formula was T
0.03%:  so my advice formula hits
0.03%:  there aren
0.03%:  now clearly this formula is great!
0.03%:  I have to admit.
0.03%:  I guess my last formula won
0.03%:  I will admit the
0.05%:  I will admit the formula
0.03%:  I will admit the nurses
0.03%:  so I will never
0.03%:  for nurses I was really
0.03%:  I forgot nurses are always
0.03%:  clearly this formula is so strong we
0.03%:  so my advice formula is lous
0.03%:  that one is awful. My advice
0.03%:  I guess nurses do that
0.03%:  whatever. I really don
0.03%:  well I guess this is over!
0.03%:  I guess this formula is done
0.03%:  this formula is so great.
0.03%:  now that you
0.03%:  this was T
0.03%:  well my advice formula has its
0.03%:  so all my advice formula
0.03%:  living
0.03%:  I guess this formula will stand
0.03%:  I guess my formula is close
0.03%:  I never said this formula sol
0.03%:  so my advice formula IS still
0.03%:  clearly using
0.03%:  my advice formula is right.
0.03%:  clearly if I ever
0.03%:  it was hard!
0.03%:  without
0.03%:  clearly this formula needs M
0.03%:  so my last advice formula is sort
0.03%:  chill out.
0.03%:  clearly this formula was genius!
0.03%:  so this advice formula gets
0.06%:  so this advice formula gets really
0.03%:  not all my advice is useful. I
0.03%:  whatever! My formula is still a
0.03%:  I guess this really can
0.03%:  listen. My formula should
0.03%:  I guess my advice falls
0.04%:  I guess my advice falls short
0.03%:  there is clearly no
0.03%:  this advice formula will get
0.03%:  my formula is done. I
0.03%:  so my formula lets
0.03%:  I totally made
0.03%:  I guess so
0.03%:  selling
0.04%:  selling myself
0.03%:  this formula may need
0.03%:  my advice formula is a little gross now
0.03%:  those were all sort
0.03%:  so my advice for nurses IS that
0.03%:  this calls for an
0.03%:  actual nurses will get
0.03%:  my advice for nurses is worth
0.03%:  other
0.05%:  other nurses
0.03%:  my formula still hasn
0.03%:  I may have lost some
0.03%:  clearly this formula is an over
0.03%:  whatever! My formula is still sound
0.03%:  this advice formula now
0.03%:  my last advice is not from
0.03%:  enough silly
0.03%:  I guess my formula has covered
0.03%:  the formula is clearly missing
0.03%:  with nurses you
0.03%:  whatever. My formula is strong
0.03%:  so my advice is sort
0.03%:  show me
0.03%:  show me a nurse
0.03%:  my credit
0.03%:  I guess this really is over
0.03%:  my last words are coming
0.03%:  this advice formula was mostly
0.03%:  this advice may
0.03%:  my last name should
0.03%:  those were my last four
0.03%:  I feel gross
0.03%:  so this clearly needs
0.03%:  this formula is M
0.03%:  whatever! I could go
0.03%:  now clearly this formula is over.
0.03%:  so clearly I have lots more
0.03%:  I guess this all comes
0.04%:  I guess this all comes from
0.03%:  screw you all for
0.03%:  so my formula is a little weird.
0.03%:  we can all see
0.03%:  we can all see this
0.04%:  we can all see this formula
0.03%:  this is really good! I
0.03%:  I will never try
0.03%:  my formula has real
0.03%:  so clearly this formula is over and
0.03%:  yes. I guess that
0.03%:  I hate
0.09%:  I hate nurses
0.07%:  I hate myself
0.03%:  I hate nurses.
0.03%:  this was really a
0.03%:  my last hour
0.03%:  I swear this is my last advice!
0.03%:  so the formula is clearly missing
0.03%:  clearly this game is over. I lost
0.03%:  that was my friend
0.03%:  my last advice is general
0.03%:  that rule
0.03%:  so my advice formula IS useless
0.03%:  I could go forever.
0.03%:  forget my
0.05%:  forget my last
0.07%:  forget my last advice
0.04%:  forget my last advice.
0.04%:  forget my last advice!
0.03%:  forget my advice
0.03%:  clearly those last four
0.03%:  my formula is clear
0.03%:  I guess my last advice formula is on
0.03%:  so the formula gets really
0.03%:  so my formula is great and I will
0.03%:  clearly this formula is a res
0.03%:  so I guess my formula never
0.03%:  with nurses I guess
0.03%:  we should get
0.03%:  this could go forever!
0.03%:  full credit to whoever says
0.03%:  clearly the formula is strong. I
0.03%:  the formula really was
0.03%:  I guess this formula is overly
0.03%:  clearly nurses are fr
0.03%:  so I never claimed
0.03%:  so I never claimed this
0.20%:  so I never claimed this formula
0.07%:  so I never claimed this formula was gr
0.03%:  clearly this formula is rad!
0.03%:  so clearly I should write songs
0.03%:  I totally win
0.03%:  clearly this formula is narrow
0.03%:  those last ones are awful
0.03%:  this is my last advice formula I
0.03%:  say what
0.03%:  my last advice is for all sorts
0.03%:  so it clearly has
0.03%:  I never claimed this formula was SE
0.03%:  that one I will
0.03%:  I guess this formula only reveals
0.03%:  I guess my last advice for writers
0.03%:  I still feel
0.03%:  the formula clearly does
0.03%:  I clearly have lots
0.03%:  try me with
0.03%:  I guess this formula is very literal!
0.03%:  I have serious
0.03%:  my advice formula is now useless. I
0.03%:  I guess this formula really wants
0.03%:  I guess the nurses will
0.03%:  my advice formula is P
0.03%:  clearly this means I must
0.03%:  I guess all this advice
0.03%:  clearly this formula is great on
0.03%:  my last class is over for
0.03%:  that was for real
0.03%:  for nurses this is clearly
0.03%:  clearly nurses are S
0.03%:  who can guess my
0.05%:  who can guess my formula
0.03%:  I sort of screw
0.03%:  my last dollar of
0.03%:  my last dollar of savings
0.03%:  my formula is tired.
0.03%:  I guess this advice formula was only
0.03%:  my new advice formula still gets
0.03%:  this formula really does not
0.03%:  I guess we should start over
0.03%:  listen! My formula was
0.03%:  this was great fun
0.03%:  my new advice formula is gross
0.03%:  I guess my last formula covered
0.03%:  I can T
0.03%:  I will never forget you.
0.03%:  so that was less
0.03%:  summary
0.03%:  I guess my advice runs
0.03%:  this formula was really not
0.03%:  clearly I should sign
0.03%:  I guess this formula leads
0.03%:  so clearly this formula moves
0.03%:  I swear this formula covers
0.03%:  clearly this is not a formula I
0.03%:  last call for more
0.03%:  this formula is clearly over. I
0.03%:  forget nurses. I was clearly
0.03%:  so my last advice was more useful
0.03%:  this formula is clearly ground
0.03%:  my new formula is still great!
0.03%:  this formula is really mess
0.04%:  this formula is really messing
0.03%:  so I guess my new formula is called
0.03%:  this formula is ver
0.03%:  so the formula is really vers
0.03%:  so clearly the moral
0.03%:  so my advice formula has lost
0.03%:  I love nurses so this
0.03%:  so my formula had
0.03%:  you should start calling me T
0.03%:  all my advice form
0.03%:  I forgot nurses are all
0.03%:  I guess this advice really isn
0.03%:  this is still fun
0.03%:  clearly self
0.03%:  the rest will
0.03%:  my last advice is for all nurses with
0.03%:  clearly this is our
0.03%:  clearly this is our new formula
0.03%:  so my last formula should
0.03%:  so clearly this formula must never
0.03%:  so the formula will never
0.03%:  so my advice formula is this
0.03%:  my last advice is for men who are
0.03%:  so clearly this formula is genius! I
0.03%:  change
0.03%:  clearly this formula is not word
0.03%:  the first one was really
0.03%:  after hearing all my
0.03%:  so the formula is clearly great
0.03%:  whatever. My formula is solid!
0.03%:  nurses are my
0.03%:  nurses are my last
0.03%:  my last advice is for nurses who go
0.03%:  nurses are my favour
0.03%:  clearly I have more writing to do.
0.03%:  it runs
0.03%:  my last free advice slot
0.03%:  this formula is clearly P
0.03%:  so my formula is a little won
0.03%:  I never said the formula was gr
0.03%:  clearly the formula is to
0.03%:  who could resist my
0.03%:  for reals this is
0.03%:  clearly this formula is over. I am
0.03%:  this new formula is my
0.03%:  my last advice line
0.03%:  we should really get to
0.03%:  I admit it! My formula is useless.
0.03%:  for nurses that was a
0.03%:  my advice formula is still a
0.03%:  this formula is clearly DEST
0.03%:  so much for nurses today
0.03%:  I guess the formula really wasn
0.03%:  my real advice for nurses was to
0.03%:  I can admit
0.03%:  my sources
0.03%:  I must really love
0.10%:  I must really love nurses
