id,alt_text,header,transcript
793,"'num num num' being, of course, the iso standard sound effect for munchin on toenails instead of just answering a simple question",,"Narrator: THE SEXIEST JOB COMPETITION:
T-Rex: The sexiest job competition is tasked with finding out who has the sexiest job. We must begin!
Narrator: BEING T-REX:
T-Rex: Congratulations self! You are our leading candidate!
Narrator: GUY WHO GIVES OUT PARKING TICKETS AND IS REALLY KIND OF A JERK ABOUT IT:
T-Rex: You do a profoundly unpopular job. I am sorry to announce that yours is the least sexy job thus far.
Dromiceiomimus: Why do you have to be kind of a jerk about it, parking ticket guy?
Narrator: INTERNET CARTOONIST:
Utahraptor: That's pretty sexy, I'm told!
T-Rex: I'd do anyone who has their own website!
Narrator: GUY WHO BITES HIS OWN TOENAILS:
T-Rex: I respect how you've made a career out of it, yet, it's still gross!
Utahraptor: But he's not even biting the toenails of others. I'm confused on the economics of this. Is it - performance art?
T-Rex: There's one way to find out!
T-Rex: Hey! HEY DUDE! TOENAIL DUDE!
Off panel: Huh?
T-Rex (punchline): HOW DO YOU GET PAID?
Off panel: num num num
"
435,also!  what is for dinner tonight?,,"T-Rex: So, I'm not really comfortable with the fact that my mind is actually something physical.
T-Rex: It implies that everything I am, everything I think, can be altered!
T-Rex: It's scary! Some people who suffer brain damage can have their entire personality rewritten. Heck, add some chemicals and you can alter how and what a person thinks!
T-Rex: That's crazy!
T-Rex: Crazy!
Utahraptor: And this freaks you out?
T-Rex: It really does.
T-Rex: You know what freaks me out the most, though? It's those remote-control cyborg cockroaches they've made by pretty much taking over the animal's nervous system. I can just imagine the insect endlessly screaming in its mind as its own body is made alien.
Utahraptor: Oh my God!
T-Rex (punchline): Anyway, that was sort of tangential! Getting back to the subject: isn't it CRAZY that our minds are something physical?
"
1153,WELCOME TO DISAPPOINTMENT THURSDAY. DISAPPOINTED THURSDAY IS... DISAPPOINTED TO SEE YOU,,"Narrator: A DAY OF DISAPPOINTMENTS!
Narrator: STARRING T-REX THE TALKING DINOSAUR
T-Rex: Oh wow, is that a quarter on the ground?
T-Rex: Oh, it's one someone glued to the ground as a joke.
T-Rex: Hah hah
Narrator: LATER:
Off panel: Free chocolate bars!
Utahraptor: Woo hoo!
Off panel: To anyone under the age of 12!
T-Rex and Utahraptor: Awwwww!
Narrator: LATER:
T-Rex: [thinks] How old am I? 27?
T-Rex (punchline): [thinks] Wow, I was DEFINITELY expecting to be married by now
"
2082,guys i don't think my legs are supposed to bend this way,,"T-Rex: We've got finite lives and infinite ambition. That being the case, I guess it's time we all learnt about
T-Rex: COMPROMISE
T-Rex: If you're unfamiliar with compromise, then you have been living an improbable life where you have never once NOT gotten exactly what you want, and I would ask that you begin wanting only awesome things should happen to me, okay? Thanks. This is going to be great. So yeah! Compromise is when you say ""I'd hoped for an ice cream sandwich, but I GUESS barefoot stepping in poops is boss too.""
Utahraptor: Compromise isn't always bad!
T-Rex: Utahraptor! Are you looking to COMPROMISE on this??
T-Rex: It's not gonna happen! Compromise is settling for something that's not as good as what you wanted.
Utahraptor: That you THINK isn't as good, you mean. It can lead to amazing things you couldn't have foreseen!
T-Rex: Ridiculous! So can falling down the stairs, but that doesn't mean that's awesome!
Narrator: LATER:
T-Rex: Hah hah hah I take it back! An intoxicating freedom overtakes you as you tumble to the bottom, the stairs carrying you to where your journey first began, to where you yearn to return once more.
T-Rex (punchline): Guys I think I hit my head
"
2391,"ANSWER KEY: every blank is filled in with ""boobs""",,"Narrator: THE LAST WILL AND TESTAMENT OF [blank]
Narrator: print and save! it's for in case you die
T-Rex: This is my will, suckers! I am of [blank] mind and body.
T-Rex: And I hereby leave all my worldly possessions to [blank]!
T-Rex: With the exception of [blank], which must go to [blank] because they [blank] all over my [blank] three times. Furthermore, [blank] must spend three [blank] in a haunted [blank], where [blank] will [blank] them over and over.
T-Rex: If they [blank], they will get to have my [blank].
T-Rex: I want my funeral to be [blank]!
Utahraptor: EXTREMELY [blank]!
Utahraptor: And if I died of natural causes, that's [blank], but if, as I suspect, [blank] is responsible then I insist they be [blank] into a [blank] and blasted into [blank].
T-Rex: Oh! And tell [blank] I always had a big ol' crush on him / her!! NO POINT DENYING IT NOW.
T-Rex: They were way [blank] and my favourite part of their body was their [blank]. Daaaamn.
T-Rex (punchline): Okay! PEACE OUT Y'ALL, IF YOU ARE READING THIS THEN EITHER I AM A CORPSE OR YOU ARE A BIG OL' SNOOP
"
199,he's always looking out for c.k.,,"Narrator: COMPRESSED ORIGIN STORY COMICS
Narrator: Today's origin story:
Narrator: SUPERMAN
T-Rex: I am the last son of the doomed planet of Krypton!
T-Rex: Found, adopted, and raised by the kindly Kent couple, who could not have a child of their own, I was taught about Truth, Justice, and the American Way!
T-Rex: As I grew, I found I could run faster than a speeding bullet! I was more powerful than a locomotive! I was able to leap tall buildings in a single bound (as so)!
T-Rex: In times of trouble, I am there, as SUPERMAN!
Utahraptor: Clark?!
T-Rex: No, I'm Superman! Clark Kent and I are two different people!
Utahraptor: Oh - ha ha! For a second there you looked like him, only without the glasses!
T-Rex: Ha ha ha!
T-Rex (punchline): Anyway, I'll tell him you said ""hi""!
"
407,"you can read 'talking' as a verb, but that's not what i meant, so it'd be cool if you didn't do that",,"T-Rex: So! Generalizations!
T-Rex: I don't understand them!
T-Rex: For instance, after being bit by three tigers, I'd start to generalize that maybe I shouldn't poke tigers, because then they'll bite me. But if I happened to meet three jerky citizens of a town, the same process could make me conclude that everyone there is mean! Or worse: what if I started generalizing across races? I'd be a big ol' racist!
Utahraptor: Well, there are valid and invalid generalizations, my friend!
T-Rex: Yeah, that's true!
T-Rex: But I guess what bothers me is that it seems you determine whether or not a generalization is valid by evaluating its conclusion, which in turn is based on your own prejudices!
Utahraptor: Well - it's hard to remove the ""human factor"" from any evaluation like this.
T-Rex: You mean the ""dinosaur factor"", of course!
Off panel: Hah hah! Of course!
T-Rex (punchline): We're talking dinosaurs!
"
945,"if you don't rescue me then i'm gonna get cheesed off, okay?",,"T-Rex: The essential problem with Superman, as a character, is that he's too powerful and incorruptible. He's a walking deus ex machina! You give him a foe he can't beat, and all he has to do is TRY HARDER, and then he beats the guy.
T-Rex: What I'm saying is that this is not truly satisfying!
T-Rex: The way to make Supes interesting is to put him up against a problem that he can't fix by punching someone through a building! Put him in a situation where, say, everyone he loves starts dying of a disease that he can't detect or cure, passing away in his arms, one by one. At the end he's left as the sole survivor of the doomed planet Earth, six billion dead - only this time, he had a chance to stop the disaster, and he FAILED.
Utahraptor: That's a terrible story, T-Rex!
T-Rex: It's modern, AND dark!
Utahraptor: Yeah, and it destroys the character! Superman is a symbol of hope, and you have him basically standing up and shouting ""HOPE IS USELESS AGAINST A SUPERIOR FOE"" and then everyone on Earth dies.
T-Rex: I bet if Superman were real he'd like my story. He'd say to me, ""That was a SUPER interesting story, T-Rex!""
Narrator: MEANWHILE, IN THE UNIVERSE WHERE SUPERMAN IS REAL!
T-Rex: Superman! If I jump off this building will you save me?
Off panel: Don't jump off that building!
T-Rex: Will you save me though?
T-Rex (punchline): I'm just gonna jump real quick, okay?
"
1417,"i made a livejournal post about this last night and people helped me add to this list! championgawm came up with ""rollerblading"", and dhole came up with ""trampolining"", ""jetskiing"", and ""zippering"". THANKS LJ! YOU HELPED ME TURN MY PRESCRIPTIVIST RAGE INTO A COMIC ",,"T-Rex: I am generally a pretty easy-going guy! But guys, there's this one thing really boils my potatoes!
T-Rex: TWEETING.
T-Rex: Okay, I get that you're using Twitter! SUPER. But I really don't get why we need a new verb for that. All ""tweeting"" means is ""posting to Twitter"": it's got the same meaning as ""post"", except THIS verb can only be used in relation to a single corporate website. That's insane! Corporations invent nouns all the time, and I can accept that, but verbs? Really? Is updating Twitter SO DIFFERENT than updating any other website that we need a whole new word for it?
Utahraptor: Man this is old news, Professor Curmudgeonly! You ever seen something escalate?
T-Rex: Sure have!
Utahraptor: OH DAMN ""ESCALATE"" IS A VERB MADE UP FROM ""ESCALATOR"", WHICH WAS ITSELF A TRADEMARK! So now you can't escalate. And you also can't zip up your pants. Or go trampolining, rollerblading, or jetskiing. Or tase your enemies.
T-Rex: Man! Friggin' English friggin' lets me down friggin' again!!
T-Rex: Also!
T-Rex (punchline): ...I do believe that last sentence let me down as well
"
1288,it's been puzzling me of late,,"T-Rex: I wonder what someone studying my life for a FUTURE BIOGRAPHY would think about me. What does it mean that I spend so much time doing the things I do?
T-Rex: And what if they got the analysis wrong?
T-Rex: What if they saw my interest in smooching as indicative of feelings of sexual inadequacy? What if they see my stepping on houses as symbolic of the way I let my rugged manly heart step on all but the most amusing of emotions it experiences?
Dromiceiomimus: Huh?
T-Rex: I'm just concerned that after I'm dead, folks will write books about me filled with sass!
Utahraptor: I think I've figured you out, my friend!
T-Rex: Explain!
Utahraptor: You WANT your actions analyzed. You want it because if a third party analyzes them, not only does that suggest they're interesting, but it also gives them intrinsic meaning: there must be something there worthy of analysis! You never have to worry about living a meaningful life if there's someone else to find meaning for you.
T-Rex: Utahraptor! You realize that you just analyzed my actions today and found meaning in them?
Off panel: Aw man! It wasn't on purpose!!
T-Rex (punchline): I'm going to go write ""boners ahoy"" on a bathroom wall and then you can tell me why, okay?
"
852,"if you don't fantasize in pixel IM conversations then um, what are you waiting for",,"T-Rex: I don't understand how people could have seriously thought that the world was flat. Did they have a case of the crazies?
T-Rex: DID THEY??
T-Rex: Because if you accept that the world is a finite plane, then it's got limits, and what's at the edge of those limits? A vertical wall that goes down a few kilometres, and then what? Tree roots? Upside-down land? A place where owls rule the world like they don't even care?
Utahraptor: I'm not convinced that's fair, T-Rex!
T-Rex: Really?
Utahraptor: Yeah! Like, today, we think the universe is roughly spherical and finite. What's at the edge of the universe? A wall? Evil twins? We usually answer with ""nothing"", but I can see better informed but equally jerky people in the future making fun of us for this.
T-Rex: [narrates] Utahraptor had made an excellent point. I felt embarrassed, and soon found myself imagining different conversations I could've had instead. It was good times!
[T-Rex imagines a dialog between Dromiceiomimus and himself]
Imaginary Dromiceiomimus: Dude I love you!
Imaginary T-Rex (punchline): Cool beans
"
1665,"comics, baby.  COMICS JUST HAPPENED",,"T-Rex: Dromiceiomimus, come quick! I think I might be...
T-Rex: ...A GENIUS!
Dromiceiomimus: Um- why do you think you're a genius, T-Rex?
T-Rex: A few reasons! The main one is I heard that genius is the ability to come up with concepts that would otherwise have to be taught, and I'VE TOTALLY DONE THAT. Remember? Remember Punchette, The Power Punch Bear?
Dromiceiomimus: ...No?
T-Rex: Yeah you do! The bear with the punch... that punched other punches!!
Utahraptor: Anyone could've come up with that!
T-Rex: I respectfully disagree!
T-Rex: Anyone intelligent could've come up with a ""power punch"", sure, but imagining a bear that can punch other punches? That requires what can only be called... ""super genius""
Utahraptor: [talking over T-Rex] Wish fulfillment.
T-Rex: ...
T-Rex (punchline): What just happened
"
689,guys i am seriously so sick of gardens of regret right now,,"T-Rex: Okay okay SO - am I making the best use of my time? Judging by the success of others the answer may well be, in fact, ""PERHAPS NOT"".
Narrator: BACKSTORY: T-REX IS WORRIED HE'S NOT AS AFFLUENT AS HE SHOULD BE?
T-Rex: I've never really cared about being rich before, but on the other hand having disposable income is sort of alright! Is wanting more money the first step on the path to becoming more and more right wing as I get older? Such a trajectory IS one I have sometimes observed in my peers and elders.
Utahraptor: Wait, I'm confused. Are you worried about not being rich, or about drifting to the right?
T-Rex: Neither! Both?
T-Rex: I'm - I dunno. I guess I'm worried about only getting one shot at life and messing it up, or not making the best of it.
Utahraptor: These are serious fears that will likely haunt you till old age, some of them no doubt blossoming into a startling and varied garden of regret!
Narrator: UTAHRAPTOR: A GUY WHO IS NOT HELPING RIGHT NOW
T-Rex (punchline): FRIGGIN' GARDENS OF REGRET!!
"
2442,stan's another character of mine who plays by his own rules!  he doesn't respect my writing style!  he thinks I should only use at most three exclamation marks per novel!  somtimes i use three per sentence!!!,,"T-Rex: My superspy character, Angola Maldives, was on another mission! But it had gone poorly and he got captured by the bad guy, one Turkmenistan ""Stan"" Barents. ""Geez Stan, why you gotta be such a DICK??"" Angola said.
T-Rex: Sheesh! This instantly raised the rating of our story from G to PG-13!
T-Rex: ""Ah, Mr. Maldives: why such uncalled-for rudeness?"" Stan replied calmly. ""I'll show you rude, you asswipe!"" Angola replied, and again our rating was raised, this time to R. Stan gaped at him. ""One more cuss out of you, Mr. Maldives, and this will be an NC-17 rated story!"" he replied. ""You are a big fuc--"" Angola began, but then Stan taped his mouth shut.
Dromiceiomimus: Phew!
T-Rex: I know, right??
T-Rex: But then Angola started shimmying out of his clothes!
Utahraptor: MALE NUDITY??
T-Rex: I know! This caused the rating to pause only briefly at ""NC-17"" before rocketing past ""X"", ""XX"", and even ""XXX""!
Utahraptor: What's past ""XXX""?
T-Rex: I have no idea! Oh, if only I could control Angola, but this character is a maverick who plays by his own rules!
T-Rex: His trade is death itself! The only rules he respects are the rules of the street, which are quite different than the more familiar rules of the road you may already have studied!!
Off panel: Where's Stan during all this?
T-Rex (punchline): He dropped out of this project when the nudity started!!
"
1657,"please don't actually use this card to propose marriage, i, ryan north, internet cartoonist guy, am begging you",,"T-Rex: Sometimes when you love someone a lot, you're willing to say, ""I'm pretty sure I'm going to love you until I'm dead, EVEN IF I don't die for a totally long time!""
Narrator: PROPOSING MARRIAGE
Narrator: a web card
T-Rex: Sometimes you're willing to say that although the future is unknowable, and although our cells are replaced by new ones so in the end the person we are at 60 isn't really the same person we were at 20, not really, not even physically, although there are elements of continuity in personality, sure, but what is that except how we respond to events, and that's just habit --
Dromiceiomimus: THE PERSON WHO SENT THIS CARD LOVES YOU.
T-Rex: Yes!! The person who sent this card loves you so much!
Utahraptor: They love you more than anyone on the PLANET!
T-Rex: And so it comes down to this: they want to explore the rest of their life with you. A marriage can be anything you want it to be, and they want to build one with you.
Utahraptor: Aww!
T-Rex (punchline): Will you marry the sender of this, the most romantic of the free web cards?
Checkbox: Yes!
Checkbox: No.
Checkbox: Who is this, I don't recognize the from address at all
"
381,"alternate last panel: instead of god saying 'probably not', the narrator writes 'HMM...' and omg reality is redefined!",,"Narrator: FATALISM COMICS
T-Rex: Fatalism is when - ah, screw it!
T-Rex: I'm sure if you were meant to know about fatalism, you'd find out about it eventually. In any case, fatalism is the belief that future events are predetermined for the whole of time and are entirely unalterable!
Utahraptor: You just defined fatalism... despite your best efforts not to!
T-Rex: Oh my God!
T-Rex: It was FATE! I was destined to define fatalism as the belief that future events are predetermined for the whole of time, and are entirely unalterable!
Utahraptor: You just did it again!!
T-Rex: OH MY GOSH! Is this my role in life? Am I to be forever DEFINING FATALISM?
God: PROBABLY NOT
T-Rex (punchline): Looks like nope!
"
2201,"toronto, ontario, canada: may 4th-6th 2012",,"T-Rex: Hi! I'm a guy who ignores the cashier while loudly talking on my cell phone!
T-Rex: Make me an enemy in a video game and you'll sell a million copies!
T-Rex: Use me as an illustration in your children's story called ""The Dude Who Never Listened To His Parents And Grew Up To Be Someone Who, Even When Meeting A Grocery Store Full Of Complete Strangers, Would Instantly Be Despised By Them, And Those Strangers Would All Be Totally Right In Doing So!""
T-Rex: Please! I'm gagging for it!!
Utahraptor: Hi! I'm a guy riding his bike with his poor dog trailing behind it, TIED TO A CHOKE CHAIN.
T-Rex: Hey! We're both jerks!!
T-Rex: Oh my god, do you think we know each other?
Utahraptor: Probably! Probably all the jerks in the world hang out in a big house, you know?
T-Rex: Yes! Filled floor to ceiling with jerks, each of them saving all their toots for the elevators!!
T-Rex (punchline): LET'S BURN IT TO THE GROUND
"
1545,"kris straub of starslip dot com informs me that there's already a 1985 movie called ""MURDER IN SPACE"", in which the crew of the murder ship is forbidden from returning to earth... until they have solved the murders!  IN SPACE",,"T-Rex: You know what hasn't happened in space yet? Friggin' murder! Nobody's been murdered in space yet!
T-Rex: Guys! This means I still have a chance!
Dromiceiomimus: You want to be the first murderer in space?
T-Rex: No, man! That's a sucky way to go down in history. But as the first MURDEREE in space, going out as a floating corpse in zero G: that's something! And it's totally easy. All I need to do is convince some spaceman, when the time comes, to murder me!
Utahraptor: Is it murder if you're literally asking for it?
T-Rex: That's for the courts to decide, my friend!
T-Rex: Listen, bottom line: when my time on this planet is just about up, I'm going up into space and you're going to murder me, okay? Surprise me with a knife!
Utahraptor: I -
T-Rex: For the sake of history, Utahraptor!!
T-Rex: I can already see the headline: ""The First Dude Murdered In Space!""
Off panel: At the very least, ""The First Dude Murdered In Space By His Friend, Who Is Now Going To Jail!""
T-Rex (punchline): At the very least!!
"
227,i really like how the t-rex's smile came out in the last panel.  you can tell they're such close friends that they can tease each other like this.,,"Narrator: NEW YEAR'S RESOLUTIONS
T-Rex: New Year's Resolutions are used to make changes in your life!
T-Rex: Classically, one would make private resolutions and endeavour to carry these out over the new, unblemished year. However, this tradition has changed over time!
T-Rex: People now choose to announce their resolutions, perhaps in the hopes of making their pledges more likely to be fulfilled. Worse, in some families members make resolutions for each other: a recipe for fighting and snide, sarcastic suggestions!
Utahraptor: Hey, that sounds like a great idea, T-Rex! Let's make resolutions for each other!
T-Rex: Huh?
T-Rex: Weren't you listening? This will only lead to conflict!
Utahraptor: No, it'll be great! Do me first.
T-Rex: No!
Utahraptor: Come on!
Utahraptor: I've got one for you!
T-Rex: Y-you have one prepared?
T-Rex (punchline): You jerk! You brought a list!
"
1265,"dear diary: now that i've gotten to say that, i can get a new job! yessss",,"T-Rex: I have a new life goal: to become a hairdresser!
T-Rex: Scratch that: to become the BEST HAIRDRESSER EVER!
Dromiceiomimus: But T-Rex, um, you and I don't really have -
T-Rex: Before you go any further, let me clarify that I'll be a hairdresser for MAMMALS. These guys have ALL SORTS of hair coming out of ALL SORTS of places. I'll trim it and they'll say ""Wow, this hair cut has made me a WAY better looking mammal! Thanks for trimming the hair off my head, sweat glands and mammaries!""
Utahraptor: I don't understand why you keep lusting after these doomed careers, my friend!
T-Rex: Explain!
Utahraptor: You have no hair and want to be a hairdresser. You have stubby arms and want to be a boxer. Why not get a job that plays to your strengths?
T-Rex: Utahraptor! I have nothing BUT strengths!
Utahraptor: Okay, fine, enjoy your hairdressing. You just stepped on one of your customers.
T-Rex: Dear diary!
T-Rex (punchline): My new job is getting... a little hairy.
"
2428,"let's talk about the matriarchy and the patriarchy, the gynecrats and the bonerocracy",,"T-Rex: Alright dudes, let's find out once and for all why bad things can happen to good peopl--
God: HOW COME WE'RE ADDRESSING DUDES
T-Rex: Um, because I'm surrounded by only the most dudeliest of bros?!
God: YEAH BUT DOESN'T THE WORD DUDES TECHNICALLY EXCLUDE WOMEN
T-Rex: No man! I'm using ""dudes"" in the gender-neutral sense! Y'all be dudes!
God: AND YOU'RE ALSO USING BROS IN THE GENDER-NEUTRAL SENSE
T-Rex: Of course, bro!
God: AND MAN AS WELL
T-Rex: Yeah man!
T-Rex: But it's fair because when I say ""chicks"" I'm not ONLY addressing women!
Utahraptor: Oh?
T-Rex: Absolutely! If I say ""Hey chicks, check out my pecs"" I'm addressing both the mascu-chicks and the femi-chicks! EVERYONE'S gotta check these pecs out.
T-Rex: Hey.
T-Rex: They'll change your life.
T-Rex: You probably can't tell from over there but right now they're -
T-Rex (punchline): [small] - they're bouncing up and down a little
"
1178,"why do i need to learn this stuff? i'm never going to use it in real life! now, back to shakespeare.",,"T-Rex: My Richard The Third The Video Game is going to be FANTASTIC.
God: MAN I HEAR THAT
T-Rex: All I need to do is program it!
Narrator: LATER:
T-Rex: Um, APPARENTLY, programming is for folks who are thrilled when a computer reminds them they're missing a bracket or semicolon? It must be, because they make that happen SO OFTEN.
Dromiceiomimus: So it's not going well?
T-Rex: I CAN'T EVEN GET RICHARD THE THIRD TO MOVE. You know what my game is now? My game is NIBBLES, with the text changed from ""Copyright Microsoft 1990"" to ""man, forget this""
Utahraptor: Programming's a skill!
T-Rex: I know that!
T-Rex: I just thought it was a skill I could pick up easily. I don't need to know everything! I don't need to know the difference between friggin' binary and B+ search trees! ALL I WANT TO KNOW is how to make Richard III's sucky horse do double jumps, you know?
Utahraptor: You've got to learn to crawl before you can run, T-Rex.
T-Rex: Hey, here's a tip!
T-Rex (punchline): Crawling sucks!
"
687,t-rex's father is an enigma dipped in a few crazysauce predictions,,"T-Rex: I have made a very important New Year's Resolution! It's to make sure that my name becomes an EPONYMOUS ADJECTIVE. People will soon all describe things as ""T-Rexian""! What sort of things?
T-Rex: Awesome things, natch!
T-Rex: Wait, huh? I'm not the sort of person who says ""natch"". I never say ""natch"", I say ""naturally"" and even then, only sometimes. I have no idea why I said ""natch"" just now. I'd like to take it back, Dromiceiomimus!
Dromiceiomimus: Hah hah, too late! Looks like being T-Rexian is using unpopular and out of favour slang for no reason!
T-Rex: Aw shoot! My eponym is a disaster!
Utahraptor: Plus it wouldn't even get used that often!
Utahraptor: The only time I can imagine using it is - well, when describing you.
T-Rex: Wait! Let's change it so it means using out of date slang that's still cool, like flapper slang or pirate slang or whatever. Can we do that?
Utahraptor: I don't think we can do that!
T-Rex: [narrates] Had I finally and irrevocably ""blown it"" with my own name? Had my father's famed and final prediction come, at last, to pass?
T-Rex (punchline): Daaaaaang!
"
1222,let's never talk about death again!,,"T-Rex: When I die, nobody say ""He's at peace now"", okay? I'm so serious right now.
T-Rex: Say something better, like ""I can't believe he ate the whole thing!""
Dromiceiomimus: What's wrong with ""He's at peace""? It's nice.
T-Rex: It's demeaning! It suggests that the whole point of life is to be at peace, like it's this goal that we should all achieve, and I'M kind of a screw up but at least I achieved it by dying! It's like telling the kids who came in last in a three-legged race that the REAL goal was just to finish.
Utahraptor: I think it's supposed to be taken in a ""his suffering is over"" sort of way.
T-Rex: Oh. Well. That makes more sense.
T-Rex: Did you at least like my comparison of life to a three-legged race?
Utahraptor: It was a little confusing! You need a partner for a three legged race, but you can easily go through life profoundly alone.
T-Rex: Wow. That's - that's true.
T-Rex: *sigh*
Narrator: LATER:
Off panel: [small] Hullo T-Rex! Can I ask you a question? It won't take a minute.
T-Rex (punchline): Oh, Mr. Tusks! Your delightful minute (as in time) and minute (as in tiny) pun has cheered me right up!!
"
2397,my personal brand is u_u,,"God: WHAT'S UP T-REX
T-Rex: Oh, not much!
T-Rex: Just worrying about my personal brand!
T-Rex: Sometimes I'm concerned I'm not marketing myself to others effectively, you know? I don't even have a video resume highlighting my personal development successes! I'm MINIMALLY leveraging my reputation capital and don't even ask me about my impression management initiatives!! SHEESH. Honestly, my unique value propositions are barely differentiated for front-of-mind positioning.
Utahraptor: T-Rex, you are the product of millions of years of evolution!
T-Rex: And how!
Utahraptor: We can trace a single, vibrant line from your birth all the way back to the very origins of life on earth.
T-Rex: Nice!
Utahraptor: And, as this pinnacle of evolution, YOU ARE HONESTLY WORRYING ABOUT YOUR ""PERSONAL BRAND"". This friendship is OVER.
T-Rex: Hah!
T-Rex (punchline): Utahraptor's personal brand is soooooo sassy
"
2128,"t-rex's erotic fiction characters, amelia and antonio tony, are lifted from t-rex's real life erotic non-fiction characters of the same name",,"T-Rex: Instead of stealing out-of-copyright characters, maybe original characters are the way to go?
Narrator: SOON.
T-Rex: Maybe original characters are dumb and I hate them??
T-Rex: After days of effort, I've only invented two of them: one is ""Sherlock Bones"", who I admit was PARTIALLY inspired by Sherlock, but he's a dog now. Only he can't solve crimes because he's a dog. His owner puts him into dog shows and has him running around poles and stuff. You know, he's okay at it.
Dromiceiomimus: And the other?
T-Rex: ""James Watt's Son"". He uh, writes down what the dog does.
Utahraptor: These still seem pretty inspired by Sherlock Holmes!
T-Rex: I know!!
T-Rex: How am I supposed to come up with original characters if all I read is Sherlock Holmes stuff?
Utahraptor: Well - keep writing! Eventually your stories have got to segue into something more original.
T-Rex: Got it!
Narrator: LATER.
T-Rex: Meet ""Fe5ac5"", the unknowable space-galactic page-a-day calendar from the year 646! He demands tribute from the moon people!!
Off panel: T-Rex you went too far!! Your characters are now TOO original!
T-Rex (punchline): I CAN'T GO BACK
"
642,it turns out there's no real excuse for pretending you're deaf?,,"T-Rex: Oh my goodness, I feel sick to my stomach today. I woke up and I felt sick to my stomach already.
Narrator: EARLIER:
T-Rex: Ten roasted chickens for dinner? I believe the answer is ""Heck yes!""
Narrator: BACK IN THE PRESENT:
T-Rex: I don't understand it! I was not around any sick people. I did not eat any bad food. And yet, ouch, my stomach!
Dromiceiomimus: What did you have for dinner last night?
T-Rex: I had ten whole chickens, Dromiceiomimus. Mmm-MMM!
Utahraptor: Well, there's your problem, my friend!
T-Rex: No way!
T-Rex: They were very delicious chickens. I would eat them all again, given the chance.
Utahraptor: Yeah, but you shouldn't just have chicken for dinner, T-Rex. You need BALANCE in your diet. Nutrition, man! You know about nutrition.
Narrator: CONFESSION TIME!
T-Rex: Alright, I admit it! I knew it was bad for me, but I ate them anyway! And - sometimes I don't clean my house as often as I should? Oh! And one time I pretended I was deaf.
T-Rex (punchline): [small] I - I got caught.
"
221,'i will do this using capitalism' would look pretty good on a t-shirt,,"T-Rex: I need to think of awesome presents to get all my friends!
T-Rex: Then I'll go out and buy these gifts! I will do this using CAPITALISM.
T-Rex: Dromiceiomimus, if you could have anything in the whole world, what would you want?
Dromiceiomimus: Peace and love and joy and hope and truth and beauty.
T-Rex: Really? Hmm...
Utahraptor: What's the matter, T-Rex? You seem preoccupied.
T-Rex: I am!
T-Rex: I'm worried that my Dinosaur Present Day, Featuring T-Rex, has become too commercial! We've forgotten about the true spirit of the day.
Utahraptor: How can a one-day-old holiday have a true spirit?
T-Rex (punchline): That's the magic of Dinosaur Present Day, Featuring T-Rex!
"
1631,your whole family is made out of (bones and) meat,,"T-Rex: Turns out, we're members of a social species! We need to see other people and if we don't we get sad and weird!!
T-Rex: Hah hah hah!
T-Rex: OH WELL, SUCKS TO BE US!
Dromiceiomimus: T-Rex, what are you talking about? You love having friends!
T-Rex: Sure, absolutely! But I was under the impression it was OPTIONAL! I thought I was a CHOOSING to have friends, not that I was biologically hard-wired for 'em!!
T-Rex: What other aspects of my personality are just BIOLOGICAL DIRECTIVES? Am I nothing more than a mass of genetic imperatives??
Utahraptor: Yep!
Utahraptor: You're a mass of bones and meat with needs and desires, of course that's affected who you are! If I wasn't bones and meat with needs and desires myself, I'd be SHOCKED the system even works!
T-Rex: I need and desire you to stop describing my body that way.
Off panel: If you tried to turn a ham sandwich into a sentient intelligence you'd expect there to be SOME side effects, so why are you surprised to see 'em when we're running on FAT and BLOOD and WEIRD JUICES??
T-Rex (punchline): Okay nope that made it worse; let's go back to ""bones and meat"" please!
"
1220,"when t-rex says ""looking at punches"", he means, like, the kind of punches that make people sit down and have birds tweet around their head. not the kind that's in a bowl with a ladle. that one is only sometimes.",,"T-Rex: I have a problem as a reader, as a Consumer of Fictional and Non-Fictional Worlds. My problem is this:
T-Rex: I really don't think dreams are important?
T-Rex: I didn't think that MOST people thought that dreams were all that important, but I must be in the minority, because I keep seeing fiction that uses dreams as Very Significant Symbolism. And the worst is when stories end on these Significant Dreams, because in my mind, I'm thinking ""This is ridiculous; when will we get back to the real story? This is entirely irrelevant."" and then it's over and I think ""Oh. Huh.""
Utahraptor: You really can't get past your opinion on dreams?
T-Rex: I can't. Nor do I want to!
T-Rex: They're random firings of sleepy brains. They're stupid stuff that my brain does to entertain itself when I'm not around to make it look at chicks or punches.
Utahraptor: I mean, I agree with you, but I can still accept dreams as a narrative device.
T-Rex: Never!!
Narrator: LATER:
Text: Hamlet II dreamed he was the lead singer of C+C Music Factory. He woke up. ""C+C Music Factory?"" he thought, shaking his head. ""How irrelevant."" He then focused himself on the seriously erotic business of being Hamlet II.
T-Rex (punchline): There! Sex AND politics!
"
