the blood keeps coming out, can you call my mom real quick??
0.01%: , help me lick your
0.01%: , your mouth only
0.01%: , you take care
0.01%: , put your cheek
0.01%: , let me lick some blood
0.01%: , could you come back here so
0.01%:  you smell like a
0.01%: , can you come hold me
0.01%:  can you help me back to your
0.01%: , use your mouth to block any
0.01%: , could you be the one to pull
0.01%: , you and your lips
0.01%: , could you let me look into
0.01%: , come to my house and pull my
0.01%:  you need to check your pulse, it
0.01%: , keep your cool and
0.01%:  can you pick my
0.01%:  can you pick my mouth
0.01%: , could you make my mouth real clean
0.01%: , real quick do me
0.01%: , your back is
0.01%: , could you let me in
0.02%: , could you let me in your
0.01%: , could you help me cut back on my salt
0.01%: , maybe you could catch
0.02%: , maybe you could catch some
0.01%: , maybe you could catch me
0.02%: , maybe you could catch me up on some
0.01%: , come up to my house and lick all
0.01%:  your mouth is a place
0.01%: , come back home to your
0.01%: , come lick my arm
0.01%: , maybe you could lick these
0.01%:  come to my mouth real quick and,
0.01%:  are you coming back to my mouth??
0.01%: , come suck on me
0.01%:  you need to put
0.03%:  you need to put your
0.01%:  come to my mouth real quick, do
0.01%: , you could open
0.01%: , you can call my lips
0.01%: , make your mouth a cup
0.01%: , keep your mouth as
0.01%: , can you help me suck out all my blood??
0.01%: , could you come back to my lips later
0.01%: , help me out real quick cause my blood
0.01%: , you suck a
0.01%: , could you help me in my
0.04%: , could you help me in my quest
0.03%: , could you help me in my quest to make
0.01%: , my teeth look
0.01%: , check out your nice
0.01%: , you could slip me
0.01%:  maybe you could help me call
0.01%: , check your lips and
0.02%: , check your lips and tell
0.01%: , your mouth comes back
0.01%: , are you still coming back to my home
0.01%: , you could check your mail
0.01%: , your mouth came up
0.01%: , let me make you come
0.01%:  check out your lips, you
0.01%: , could you maybe lick me once
0.01%: , could you rub them
0.01%: , you could use it to clean my
0.01%: , let me ask you about my
0.01%: , could you suck all that
0.01%: , can you reach my lips
0.01%: , my mouth also
0.01%: , use your dumb
0.01%: , let me call you back on my other
0.01%: , let me touch your lips back
0.01%: , come take my
0.01%: , come take my pulse
0.01%:  look at all the blood coming up
0.01%: , do you care that
0.01%: , could you use them
0.01%: , you can use my mouth to lick cream
0.01%:  you can check out my room
0.01%: , can your lips make
0.01%:  maybe you could lick me later
0.01%:  you like that, don
0.01%: , maybe you could like touch
0.01%: , you sure could tell
0.01%:  maybe you could lick a
0.01%:  you could help me lick some
0.01%:  you could come suck
0.01%: , coming back to your place and you
0.01%:  that mucus
0.01%:  can you come lick the blood coming out my
0.01%: , could you help me clear my tons
0.01%: , can you check my bum
0.01%:  can you lick the blood out my
0.01%: , could you maybe touch mine
0.01%: , could you lean
0.03%: , could you lean back
0.01%: , check my blood type
0.02%: , check my blood type real
0.01%: , let me pull you close and rub
0.01%:  you can suck my mouth too
0.01%:  use your hand to pull me back,
0.01%: , you could suck on me
0.01%:  you could be the most
0.01%:  your mouth, my
0.01%: , maybe your lips look
0.01%: , come check out my lips all
0.01%: , come help me to
0.01%: , does your mouth look nice
0.01%: , maybe your mouth could clean
0.01%: , could you help me clean my cut
0.01%:  come to my house and lick me up
0.01%: , you need to call my
0.01%: , you need to call my mom
0.01%: , you need to help me look
0.01%: , let me touch your body all up
0.01%: , your mouth is made to
0.01%: , maybe you can push
0.01%: , you use your teeth and
0.01%: , can you call me back some
0.07%: , can you call me back some other
0.01%: , can you call me back some other time??
0.01%: , make some
0.01%: , tell me about your pulse
0.01%:  can you talk
0.01%: , maybe you could lick them up
0.01%:  can you come suck
0.04%:  can you come suck my mouth
0.02%:  can you come suck my mouth real
0.01%:  can you come suck my blood
0.01%: , could you put on some make
0.01%: , come back to my lips and
0.01%:  you could lick my oral
0.01%:  can you hear
0.01%: , look in my mouth you
0.01%: , let me tell you quick
0.01%: , all the
0.01%: , all the blood
0.01%: , let me come back to your place in my
0.01%: , could you touch my neck to
0.01%: , maybe you could suck mine real
0.01%:  come back home to
0.01%: , you could use more than
0.01%: , my mouth is a lot
0.02%: , my mouth is a lot more
0.01%: , can you hook me up real
0.01%: , you think you could call me to
0.01%: , can you come help me do
0.01%: , could you come lick the pus
0.01%: , could you suck a piece
0.01%:  use your mouth to call my cell
0.01%: , use your mouth to place milk
0.01%:  could you maybe stick
0.01%: , come quick and tell
0.01%:  you can help me out,
0.02%:  you can help me out, but
0.01%:  you can come lick my oral
0.01%:  maybe you could lick me clean
0.01%:  let me lick you, cause
0.01%: , maybe you could make room
0.01%:  you need to come back later
0.01%: , you can lick the rest
0.01%: , maybe you could touch mine to
0.01%: , could you pull some meat
0.01%: , could you lick my mouth clean too
0.01%: , you coming back to my place on the
0.01%: , look at the color
0.01%: , ouch
0.01%:  could you check my nose real
0.01%: , use your mouth all
0.01%: , you must lick my mouth real
0.01%: , could you help me look on
0.01%: , real quick could you place that
0.01%:  come lick me all
0.01%:  let me touch your lips, and
0.01%: , are you coming up to my mouth so
0.01%: , can you come back to my lips later
0.01%: , let me come back in
0.03%: , let me come back in your
0.03%: , let me come back in your mouth so
0.01%: , let me come back in your mouth all
0.01%: , you could lick all the
0.01%: , let me lick your mouth cause damn
0.01%: , you take my mouth and pull
0.01%: , you can suck my thumb
0.01%: , could you eat my mouth real
0.01%: , could you touch me on my back
0.01%: , let me lick your mouth and maybe pull
0.01%: , could you come lick my mouth ple
0.01%: , you broke my mouth and
0.01%: , can you lick my mouth to close
0.01%: , come look at my mouth up
0.02%: , come look at my mouth up close real
0.01%: , come look at my mouth up close and
0.01%:  come lick my mouth clean, you
0.01%:  come lick the
0.01%: , you could lick your teeth
0.01%: , you could lick your teeth clean
0.01%: , you could tell me you hate
0.01%: , do you care about my mouth
0.01%: , come suck on that
0.01%:  come on, let me lick your mouth up
0.01%: , can you keep still
0.01%: , my lips are out
0.01%: , do you care about me
0.01%: , let me lick you cause
0.01%: , maybe you could help me out a lot
0.01%: , come back to my place to dry
0.01%: , come back to my house and roll up
0.01%:  could you let me touch
0.01%:  come lick my mouth, real
0.01%: , can you do my mouth real quick to
0.01%: , can you come help me lick a
0.01%: , my mouth could make
0.01%: , my mouth could make you
0.01%: , may
0.01%: , you can taste
0.01%: , could you maybe make me a cup
0.01%: , can you come help me look at my cut
0.01%: , could you touch my ears
0.01%: , could you put in some
0.01%: , could you put in some more
0.01%: , come back here you don
0.01%: , my tons
0.01%: , can your mouth smell my
0.01%:  you take my lips
0.01%: , could you help me make a call on
0.01%: , come let me suck on your body
0.01%:  use your hand to pluck my
0.01%: , make your mouth as
0.01%: , by the time you
0.01%: , can you put some more back
0.01%: , could you look at your
0.01%: , time
0.01%: , my mouth isn
0.01%:  you take my mouth and place
0.01%: , can you use my
0.03%: , can you use my mouth
0.06%: , can you use my mouth to lick
0.01%: , could my mouth be your
0.01%: , can you pull me close to your head
0.01%: , could you call my mom to let
0.01%: , you need to pull back my
0.01%: , come suck my mouth all up
0.01%: , could you pull me some teeth
0.01%: , maybe put some
0.01%: , you could maybe help me out a
0.01%: , you look real bad
0.01%: , can you lick my mouth part
0.01%: , put some ice on my cheek
0.01%:  you and me both,
0.01%: , come back to your mouth and
0.01%: , you like that??
0.01%: , come back to my place ton
0.01%: , can your mouth be my
0.01%:  maybe you could call me to
0.01%: , you can lick my balls
0.01%: , help me out cause
0.01%: , could you not keep
0.01%: , can you smell the blood you
0.01%: , check out my smile real
0.01%: , could you come help me clear
0.01%: , you ok
0.01%: , shut up and let
0.04%: , shut up and let me lick
0.15%: , shut up and let me lick you
0.01%: , shut up and let me lick you all
0.01%: , maybe you could call me to come help
0.01%: , could you help me back on
0.01%:  you can come suck my mouth,
0.01%: , you can put your head back
0.01%: , you heard about me
0.01%: , can you come back up to the room
0.01%: , you can lick me there
0.01%: , could you make the lips
0.01%:  your mouth is cool, but my
0.01%: , your mouth all
0.01%: , you can suck my mouth or
0.01%: , maybe you could help me lick one
0.01%: , check me out cause my
0.01%:  come help me look at
0.01%:  your head looks
0.01%: , can you help me look at some
0.01%: , real quick can you hold my butt
0.01%: , you think you could call some
0.01%: , you could make more
0.01%: , you could make more money
0.01%: , you could help me make some
0.01%: , could you come help me clean it
0.01%: , you can keep all that mucus
0.01%: , you sure made
0.01%:  come back to my house, let me pull
0.01%: , maybe you could make our
0.01%: , maybe you could make our lips
0.01%: , are you coming back to my place to close
0.01%:  let me suck your mouth bone
0.01%:  my mouth is on
0.03%:  my mouth is on your
0.01%: , can you come lick up all the blood you
0.01%: , maybe you could help me suck one
0.01%: , could you tell me your home
0.01%: , could you check my mail
0.01%: , come up to my mouth real quick and cool
0.01%: , take me home
0.01%:  you look real cute in
0.01%: , can you hold my arm out
0.01%: , could you put some clean
0.01%: , your lips touch me
0.01%: , but you also lick me
0.01%: , do me quick
0.01%: , use your head to make
0.01%:  look at my mouth, cause
0.01%:  maybe you could lick up all
0.01%: , could you come meet
0.01%: , you could make up
0.01%: , let me tell you one
0.01%: , you smell like that
0.01%: , can you ask me
0.01%: , can you check my radio
0.01%: , my mouth is not a place
0.01%: , come back and tell your
0.02%: , come back and tell your mouth
0.01%: , could you come help me learn
0.03%: , could you come help me learn about
0.02%: , could you come help me learn to
0.04%: , could you come help me learn to talk
0.01%: , could you be the one to call
0.01%: , could you pay me
0.02%: , could you pay me back
0.01%: , could you lick up that
0.01%: , maybe you could talk real
0.02%: , maybe you could talk real close
0.01%: , let me check my pulse to
0.01%:  look at my mouth, you could
0.01%: , you can pull back the
0.01%:  can you help me out, cause
0.01%: , could you rub that piece
0.01%:  could you come back in
0.01%:  check me out, my lips are coming out
0.01%: , that means you could lick
0.01%: , that means you could lick me
0.01%: , you could help me make a
0.01%: , maybe you can come help me lick out
0.01%: , check my pulse out real
0.01%:  let me check your lips out
0.01%: , maybe you could call to make
0.01%:  your eyes
0.03%:  your eyes look
0.01%: , do you put
0.01%: , could you take me to lunch
0.01%: , can you help me lock
0.04%: , can you help me lock my door
0.01%: , can you help me lock my car
0.01%: , could you maybe not come up
0.01%: , my mouth is coming back to me
0.01%: , you could ask me to touch
0.01%: , real quick you need to come
0.01%:  use your mouth to pick all my
0.01%: , check your email cause
0.01%: , take out
0.01%:  you can lick my mouth, but come
0.01%: , the more you lick and
0.01%: , could you help me more
0.01%:  come to my mouth real quick and lube
0.01%:  is that
0.01%:  is that your
0.01%: , you cut me up
0.02%: , you cut me up real
0.01%: , make sure to clean up the blood all
0.01%: , come here quick cause you
0.01%: , come lick my mouth or else
0.01%: , pull your mouth back to
0.01%: , can you taste your
0.05%: , can you taste your blood
0.02%: , can you taste your blood coming
0.01%:  maybe you could help me suck on a
0.01%: , can you come back to help me out
0.01%:  you make my mouth a
0.01%: , your mouth keeps coming out and
0.01%: , could you pat me on the back some
0.01%: , could you eat me
0.01%: , my arm
0.01%:  you still
0.01%:  your mouth is too
0.01%: , are you in
0.01%: , let me hold your lips
0.01%: , can you come lick my mouth to speed
0.01%: , tell me more about you and
0.01%: , do your eyes
0.01%: , you could come lick my mouth open
0.01%: , you can suck me all
0.01%: , can you tell by the color
0.01%: , maybe you can come to
0.01%: , let me lick your mouth so all
0.01%: , could you slap my cheek once
0.01%: , is that blood coming up my neck
0.01%: , does your mouth look clean
0.01%:  come to my place real quick and use
0.01%:  let me lick your mouth and call
0.01%: , could you like maybe not touch
0.01%: , could you rub a piece
0.01%: , you can do your
0.02%: , you can do your mouth
0.01%: , can you help me clear mucus
0.01%: , use that piece
0.01%:  can you help me make out
0.01%:  can you keep your mouth still,
0.01%: , come back to my house and let me pull a
0.01%:  maybe you could take me home
0.01%: , maybe you could help me smile
0.01%: , let me make sure you
0.01%: , can you come to the park
0.01%:  maybe you could come help me suck
0.01%: , maybe you could make us
0.01%:  can you come here
0.05%:  can you come here quick
0.02%:  can you come here quick,
0.01%:  keep your mouth clean, but
0.01%: , can you see that
0.01%: , can you help me rub out
0.01%: , could you spit the
0.01%: , could you take my pants
0.01%: , can you help me lick my tears
0.01%: , the more you play
0.01%: , maybe you can lick those
0.01%: , you told me about
0.01%: , you look at my mouth all
0.01%: , help me make out
0.01%: , could you help me start
0.01%: , can you come help me out back
0.01%: , can you help me come to
0.01%: , can you lick me to death
0.01%:  use your hand to make my
0.01%: , maybe you could put like
0.01%: , maybe you could help me make it not
0.01%: , maybe you could also check to
0.01%: , could you help me look at my ears
0.01%: , could you call my mom back
0.01%: , let me come back to your place a
0.01%: , maybe you could let me come lick
0.01%: , you are slick
0.01%: , you could brush
0.01%: , you need to back
0.02%: , you need to back up real
0.01%: , you need to back up your
0.01%: , you need to back up your claim
0.01%:  come to my mouth quick real
0.01%: , can you check your mail
0.01%: , could you check in my ears
0.01%: , come talk to me real
0.01%:  my mouth is coming apart
0.01%:  use your mouth to lick me and
0.01%: , you could see my
0.01%: , you could bite my
0.01%: , could you also check out
0.01%: , maybe you could help me more
0.01%: , could you maybe help me suck on a
0.01%:  come back to my place later you
0.01%:  you look super cute today
0.01%: , you come back here and stop
0.01%: , check out my lips and my
0.01%: , could you maybe look in there
0.01%: , come to my mouth and look real
0.01%:  keep your mouth still
0.01%:  keep your mouth still,
0.01%: , cool
0.01%: , cool your
0.01%: , cool your mouth
0.01%: , come let me suck your mouth open
0.01%: , you seem like you could be a
0.01%: , could you make a trip
0.01%: , could you lick the parts
0.01%: , but don
0.01%: , let me help
0.07%: , let me help you out
0.03%: , let me help you lick
0.03%: , let me help you suck
0.02%: , let me help you clean
0.12%: , let me help you clean your
0.04%: , let me help you clean your blood
0.02%: , let me help you clean your blood out
0.02%: , let me help you suck your
0.02%: , let me help you suck your blood
0.02%: , let me help you clean out
0.03%: , let me help you clean out your blood
0.01%: , let me help you look
0.01%: , come back into my oral
0.01%: , can you come lick my mouth too real
0.01%: , come back to my house late
0.01%: , your lips need
0.01%: , let me check on
0.02%: , let me check on your
0.02%: , let me check on your lips
0.01%: , can you drop me back to
0.01%: , can you smell the blood coming out like
0.01%: , maybe you could suck on the top
0.01%:  you sure do lick the
0.01%: , can you mouth me quick
0.01%: , my teeth are all coming
0.02%: , my teeth are all coming loose
0.01%: , could you maybe calm
0.01%: , maybe you could lick more
0.01%: , maybe stop
0.01%: , you can lick your chops
0.01%: , come check out my lips on
0.01%: , can you suck up that
0.04%: , can you suck up that blood
0.02%: , can you suck up that blood coming
0.01%: , you coming back to my place in the
0.01%: , can you keep some
0.01%: , can you check your email
0.01%: , make sure to clean up all
0.11%: , make sure to clean up all the blood coming
0.05%: , make sure to clean up all the blood you
0.01%: , maybe you could make it more
0.01%: , your lips make my mouth bleed
0.01%: , let me hold you real close to
0.01%: , you can call me out
0.01%: , let me suck your mouth blood
0.01%:  let me lick up your mouth,
0.01%:  come up
0.06%:  come up to my mouth
0.05%:  come up to my mouth real
1.71%:  come up to my mouth real quick and
0.65%:  come up to my mouth real quick,
0.36%:  come up to my mouth real quick, and
0.19%:  come up to my mouth real quick so
0.07%:  come up to my mouth real quick and see
0.07%:  come up to my mouth real quick and close
0.04%:  come up to my mouth and lick
0.04%:  come up to my house
0.03%:  come up to my mouth quick
0.02%:  come up to my mouth real quick, so
0.02%:  come up to my mouth,
0.02%:  come up to my mouth quick and
0.02%:  come up to my mouth real quick, can
0.02%:  come up to my house later
0.02%:  come up to my house later,
0.02%:  come up to my house,
0.01%:  come up to my mouth real quick, and close
0.01%:  come up to my mouth and you
0.01%:  come up to my mouth, cause
0.01%:  come up to my mouth real quick and be
0.01%:  come up to my room
0.01%: , let me call you back cause my
0.04%: , let me call you back cause my mouth
0.01%: , let me call you back cause my phone
0.01%: , come back to my lips later
0.01%:  you can come to
0.01%:  you can come to my
0.04%:  you can come to my place
0.02%:  you can come to my mouth
0.01%: , my mouth makes all
0.01%: , you call me up and tell
0.05%: , you call me up and tell me you
0.02%: , you call me up and tell me your
0.02%: , you call me up and tell me you broke
0.01%: , are you coming back to my place still
0.01%: , come help me climb
0.03%: , come help me climb out
0.01%: , make your mouth close and
0.01%: , let me run my mouth
0.02%: , let me run my mouth all up
0.01%: , you could help me too
0.01%:  you come back to my house and let
0.01%: , could you come help me clear out
0.01%: , you can come lick my mouth so
0.01%: , can you check my ears out
0.01%: , could the
0.01%: , could you use more
0.01%: , do you see my mouth all
0.01%: , could you suck on the part
0.01%: , can you come up here quick
0.01%: , could you lick my mouth clean some
0.01%: , could you check your pants to
0.01%:  can you help me roll my
0.01%:  your mouth makes a lot
0.01%: , my mouth is made to
0.01%: , could you help me out in my
0.01%: , can you lick up some more blood that
0.01%: , could you reach me some
0.01%: , you look super hot but
0.01%:  you can come back to my house real
0.01%: , come help me talk
0.01%: , my mouth came open
0.01%:  you could help me make sure
0.01%: , could you roll me into the back
0.01%: , could you look in here
0.01%: , could you set me
0.01%: , you suck up all
0.01%: , you suck up all the
0.01%:  come help me lick blood
0.01%:  come help me lick blood out
0.01%: , can you call my house
0.01%: , could you maybe help me calm
0.01%:  my lips are coming out
0.01%:  you come back to my place let
0.01%: , do you think your mom
0.01%: , could you maybe roll the
0.01%:  can you make your mouth do
0.01%: , you sure the
0.01%: , can you help me out by coming
0.01%: , come and lick my mouth all up
0.01%: , can you buy me some more tooth
0.01%: , could you teach me to lick you
0.01%:  come back to my place, so you
0.01%: , let me look at you
0.01%: , you could come help
0.02%: , you could come help me out
0.02%: , you could come help me lick
0.01%: , use your mind to tell
0.01%: , could you count the
0.01%: , could you put my arm back into
0.01%: , could you look at my penis
0.01%: , come to my house quick and you
0.01%: , could you take me home to my
0.02%: , could you take me home to my place
0.01%: , come lick my mouth parts
0.01%: , you could make my mouth real
0.01%: , do your mouth smell like bacon
0.01%: , can you help me take out my old
0.01%: , you think you could mop
0.01%:  come lick my mouth and tell
0.01%: , you can take your lips
0.01%: , could you poke me in the arm
0.01%: , let me come back to yours
0.01%: , come up to my room and check out all
0.01%:  look at all the mucus
0.01%:  look at all the mucus coming
0.01%: , you come lick me
0.01%: , you could be a real
0.01%: , maybe you can call
0.01%: , a quick
0.01%: , the more you speak about
0.01%: , can you stick your thumb deep
0.01%: , could you maybe check it
0.02%: , could you maybe check it out real
0.01%: , could you maybe help me clean it
0.02%: , could you maybe help me clean it out
0.01%: , let me call you back cause you
0.01%: , can you come help me take out my blood
0.01%: , let me call back
0.01%: , you lick the
0.01%: , you take my mouth in
0.01%: , you can come lick all
0.06%: , you can come lick all the blood out
0.01%: , you can come lick all the blood out my
0.01%: , you could be on
0.01%: , you used to call
0.16%: , you used to call me on my cell but
0.01%: , you used to call me on the
0.01%: , you used to call me your
0.01%: , could you help me suck my brain
0.01%: , can you come lick my blood out real
0.01%: , could you help me cut some more
0.01%:  can you help me back to my room,
0.01%: , make sure to count
0.01%: , could you cut the crap
0.01%: , do you make your lips
0.01%: , my lips and your mouth look
0.01%:  come to my place, and
0.01%:  come to my place, and you
0.01%:  can you help me out real quick, cos
0.01%: , you could tell me to suck a
0.01%: , could you call me by
0.01%: , could you help me look at my ear
0.01%: , could you come lick up
0.01%: , could you come lick up some
0.01%: , let me check your body out
0.01%:  maybe your mouth could lick
0.01%: , yeah you
0.01%: , you come quick
0.01%: , come talk about
0.01%:  could you help me count my ribs
0.01%: , can you hold my arm up like
0.01%: , you come lick my mouth all up
0.01%: , come on home
0.01%: , come to my house at
0.01%:  can you close your mouth like,
0.01%: , help me suck out my
0.01%: , maybe you could come on
0.01%: , could you push my back
0.01%: , could you lick up some more
0.01%: , you could be my soul
0.01%: , can you come lick my mouth but also
0.01%: , maybe you could come lick me up later
0.01%: , you coming back to my place to smell
0.01%: , help me out real quick and call
0.01%: , can you do that more
0.01%: , you can check me out at
0.01%: , you and your mouth keep
0.01%:  do you see
0.01%: , could you make my lips meet
0.01%: , you could be in
0.01%: , you need to check your bum
0.01%: , could you speak a
0.01%: , make sure you call my phone
0.01%: , could you back up some
0.01%:  could you come lick my mouth all
0.01%:  you need to come pick
0.01%: , come lay your mouth on me quick
0.01%:  come on, let me lick your mouth so
0.01%: , you could call me on your
0.01%: , the nurse
0.01%: , can you pick out the blood
0.01%:  do you like the
0.01%: , you could cut me real
0.01%: , check on my pulse
0.01%: , can you come buy
0.01%: , can you look at my head
0.01%:  you can use my mouth to lick me all
0.01%: , check out my lips and tell me you
0.01%: , could you not lick me there
0.01%:  you come back to my place this
0.01%: , could you help me climb onto my
0.01%: , you could spit on me but
0.01%: , maybe that
0.01%: , you can come lick some
0.01%: , come back to my house later you
0.01%: , can you see your blood
0.01%: , can you see your blood coming
0.01%: , let me suck your mouth and come
0.01%: , you could learn a lot by
0.01%: , call me back once you stop
0.01%: , can your body
0.01%: , my teeth broke
0.01%: , is there an
0.01%: , can your mouth be used
0.01%: , my mouth could be a lot
0.02%: , my mouth could be a lot more
0.01%: , my mouth could be a lot more clean
0.01%: , you may or
0.01%: , coming home
0.02%: , coming home to you makes
0.01%: , coming home to you makes my
0.01%: , do you think maybe some
0.01%: , could you make the most
0.01%: , you come back here and you put
0.01%: , could you maybe let me lick some
0.01%: , you can lick my mouth at
0.01%: , could you push me in my
0.01%:  you are the best
0.01%: , could you lick the tears
0.01%:  your taste
0.01%: , are you coming on
0.01%: , are you coming on to me??
0.01%: , let me check your pants
0.01%: , maybe you could suck me into
0.01%: , you came quick
0.01%: , can you tell your mom to call
0.11%: , can you tell your mom to call me back
0.01%: , can you mouth my
0.01%: , can you cut the
0.01%: , could you help me call your
0.01%: , let me suck on your lady
0.01%: , let me suck on your lady mouth
0.01%: , take me to your local
0.01%: , could you maybe not roll
0.01%: , you could help me out a lot more
0.01%: , you come back to my house and tell me all
0.01%: , could you let me check my tons
0.01%: , you could pull me close
0.01%: , you suck on my mouth all
0.01%: , turn back
0.01%: , you could help me by coming
0.01%: , maybe you could put a sock in
0.01%: , you can use my mouth to lick blood
0.01%: , maybe you could help take some
0.01%: , let me call your mom
0.01%: , is there blood coming out a
0.01%: , is there blood coming out a place
0.01%:  you can help me look
0.01%: , maybe you could call to make sure the
0.01%: , use your hand to block out all
0.01%: , you could break my tooth
0.01%: , you can suck up
0.01%: , check out my lips once
0.02%: , check out my lips once more
0.01%: , could you maybe not hurt
0.01%: , use your hand to poke me all
0.01%: , come lick my mouth soon
0.01%: , you could tell me about my
0.01%: , is there any blood coming up out
0.01%: , you need to come lick my mouth or
0.01%: , you can touch my arm
0.01%:  can you help me out, my
0.01%: , you can see my
0.01%: , you can see my mouth
0.01%: , you could poke me
0.01%: , look at the blood coming up my
0.01%:  you could help me take out
0.01%: , make sure my tooth
0.01%: , could you maybe suck mine
0.01%: , could you maybe smell
0.01%: , could you cut me loose real
0.01%:  you so cute
0.01%: , come and lick my mouth so you
0.01%: , can you help me look it
0.01%: , you could help me eat
0.01%: , could you look at my phone
0.01%: , could you look at my phone real
0.01%: , you can poke
0.01%: , you can poke your
0.01%: , come put your mouth on me like
0.01%: , put your head back in my
0.01%:  come lick my mouth to
0.01%:  come lick my mouth to clean
0.01%: , use your butt
0.01%: , come back in three
0.01%: , you could let me lick you real
0.01%: , could you hit my
0.01%: , but you are
0.01%: , can you let me talk
0.01%:  maybe you could help me suck a
0.01%: , maybe you could roll me out
0.01%:  come to my house real quick to
0.01%: , maybe you could lick up all those
0.01%: , are you able to smell
0.01%: , could you maybe help me cut some
0.01%: , come to my mouth real quick can
0.01%: , could you call me that
0.01%: , use your neck
0.02%: , use your neck to hold
0.02%: , use your neck to hold up
0.01%: , use your neck to pull
0.01%: , use your neck to pull me
0.01%: , could you come clean your
0.01%:  look under
0.01%: , could you make a call to my phone
0.01%: , maybe you could check on me real
0.01%: , could you maybe put some cream on the
0.01%: , check me out on my
0.01%: , maybe you could put like some
0.01%: , can you roll me back out
0.01%: , could you let me lick your hole
0.01%: , could you maybe look real close at the
0.01%:  you could tell me more
0.01%: , my mouth and lips
0.01%: , come back to my place or let
0.01%: , are you able to lick my mouth clean
0.01%: , come back to my place some other
0.01%: , could you also make
0.01%: , you could maybe call
0.01%: , real quick could you maybe close the
0.01%: , you too much
0.01%: , come back to my place to use your hand
0.01%: , you smell that
0.01%: , real quick can you see
0.01%: , can you come lick your mouth to
0.01%:  maybe you could look at the
0.01%: , come and lick my mouth to
0.01%: , you could make me some
0.01%: , can you tell you
0.01%:  your mouth looks nice,
0.01%:  you can help me lick my blood out
0.01%: , you could maybe stick
0.01%:  you need to put some
0.01%:  can you do me
0.02%:  can you do me a quick
0.01%: , you need to pull my mouth back real
0.01%: , could you let me mouth
0.01%: , look up and
0.01%: , come back to my house once
0.01%: , could you come touch my oral
0.01%: , can you come pick my
0.01%: , can you come pick my mouth
0.01%:  you rock my mouth
0.01%:  maybe you could use it
0.02%:  maybe you could use it to check
0.01%: , could you make your lips a
0.01%: , make that
0.01%: , come back to my house and pull out a
0.01%: , use your mouth to pick me clean
0.01%:  you need to suck my
0.03%:  you need to suck my mouth
0.05%:  you need to suck my mouth real
0.01%: , you need to call your mom to check
0.01%:  come to my mouth real quick and say
0.01%: , maybe you could touch me like
0.01%: , maybe you ou
0.01%: , could you lube my lips real
0.01%: , can you slide
0.10%: , can you slide your mouth
0.08%: , can you slide your mouth back
0.02%: , can you slide your thumb
0.01%:  could you run me
0.01%:  could you run me back
0.01%:  come up to my mouth and lick your
0.01%: , maybe you could lick me on the parts
0.01%: , could you come look at my arm
0.01%: , can you teach me some
0.01%:  could you make my mouth not
0.01%: , you can tell you
0.01%: , can you touch my dick
0.01%: , could you not look at my
0.01%: , you come close
0.01%: , you stole
0.05%: , you stole my punch
0.01%:  you can keep my
0.02%:  you can keep my mouth
0.01%: , could you help me look in a
0.01%: , tell your lips to come back home and
0.01%: , your mouth makes loud
0.01%:  let me lick your mouth all up, and
0.01%: , are you coming back on the
0.01%: , you can help me make out
0.01%: , can you slap me quick
0.01%: , could you maybe make room
0.01%: , could you maybe not talk so
0.05%: , could you maybe not talk so much??
0.01%: , coming out
0.01%: , could you stab my
0.02%: , could you stab my mouth
0.02%: , could you stab my mouth real
0.01%: , could you take me to your lips
0.01%: , tell me your mouth is cool
0.01%: , come to my mouth and keep
0.01%: , come to my mouth and keep your
0.01%: , use your mouth to end
0.01%: , could you roll a
0.01%: , you kinda smell
0.01%: , can you help me look real
0.02%: , can you help me look real close
0.01%: , could you not touch my lips
0.01%: , can you let me keep
0.04%: , can you let me keep my mouth
0.01%: , maybe you could lick me at
0.01%: , maybe you could lick me at some
0.01%:  let me touch your body,
0.01%: , think you could maybe put
0.02%: , think you could maybe put some
0.01%: , think you could maybe put some more
0.01%: , can you help me to suck out
0.01%: , could you check your name
0.01%: , look under my mouth
0.01%: , you could beat
0.02%: , you could beat me up real
0.01%: , could you put all the
0.01%: , can you help me take out your
0.01%: , you can help me too
0.01%:  come back to my house later, you could
0.01%: , let me lick your pub
0.01%: , do you like that??
0.01%:  you need to suck my mouth,
0.01%: , you can ask
0.01%:  maybe you could lick some more
0.01%: , can you make my blood stop coming out??
0.01%: , you need to call your mom about
0.01%: , come lick my dumb
0.01%:  you can lick that
0.01%:  is your mouth made up
0.01%: , you can lick the dro
0.01%: , you sure look nice
0.01%: , let me lick on
0.28%: , let me lick on your mouth
0.02%: , let me lick on you
0.01%: , let me lick on your mouth so
0.01%: , let me lick on your mouth cause
0.01%: , could you help me talk to your
0.01%:  come to my house real quick, man
0.01%:  you could ask
0.01%:  you could ask me to pull
0.01%: , could you maybe come here
0.01%:  you need to come back home
0.01%: , come help me drink
0.01%:  let me pull you
0.02%:  let me pull you close,
0.01%:  come up to my room and
0.01%:  let me suck your thumb
0.01%: , let me suck on it
0.01%: , could you pat me on my
0.06%: , could you pat me on my back real
0.01%: , could you pat me on my mouth
0.01%: , could you pat me on my mouth real
0.01%: , can you help me take my boots
0.01%: , come meet
0.01%: , help me count
0.01%: , your lips match
0.01%: , could you tell me about some more
0.01%: , make sure to let
0.01%: , can you keep a
0.01%: , maybe you could call that
0.01%: , can you hold me like you
0.01%: , your lips look cool
