still believe me when I'm talking to you, yes?
       921 0* 0.29844%  losing at                                                                                                                    -------eeehikllmmnosttuwyyI',?
       922 0* 0.29830%  tell us                                                                                                                      -------aeeghiiklmmnnoosttwyyI',?
       923 0* 0.29739%  guys in the know                                                                                                             -------aeeilllmmosttyI',?
       924 0* 0.29687%  know enough?                                                                                                                 -------aeeiilllmmsstttyyI',
       925 0* 0.29666%  believe me when you                                                                                                          aegiiklllmnosstttyI',?
       926 0* 0.29617%  believe him now                                                                                                              aeeegiklllmnosstttuyyI',?
       927 0* 0.48919%  believe him now?                                                                                                             aeeegiklllmnosstttuyyI',
       928 0* 0.29564%  losing the                                                                                                                   -------aeeikllmmnosttuwyyI',?
       929 0* 0.29527%  want to see him?                                                                                                             -------egiklllmnostuyyI',
       930 0* 0.29525%  gonna tell me you like this                                                                                                  -------mstwyI',?
       931 0* 0.29488%  must talk                                                                                                                    -------eeeghiillmnnoostwyyI',?
       932 0* 0.29450% 'll let this one go                                                                                                           -------aeikmmnstuwyyI,?
       933 0* 0.29387%  liking                                                                                                                       -------aeeehllmmnoosstttuwyyI',?
       934 0* 0.29374%  gonna tell me why                                                                                                            -------eiiklmossttuyI',?
       935 0* 0.70471%  gonna tell me why you                                                                                                        -------eiiklmssttI',?
       936 0* 0.48949%  gonna tell me why you'                                                                                                       -------eiiklmssttI,?
       937 0* 0.29343%  seem well                                                                                                                    -------aghiiklmnnoostttuyyI',?
       938 0* 0.29245%  tell me you know                                                                                                             -------aeghiilmnssttyI',?
       939 0* 0.29180%  still believe me, okay                                                                                                       eeghilmnnosttuwyI'?
       940 0* 0.54067%  still believe me, okay?                                                                                                      eeghilmnnosttuwyI'
       941 0* 0.29177%  lost the game, I                                                                                                             -------eiikllmnnostuwyy'?
       942 0* 0.29136%  see, we                                                                                                                      -------aghiiklllmmnnoostttuyyI'?
       943 0* 0.29074%  know that'                                                                                                                   -------eeegiilllmmnosstuyyI,?
       944 0* 0.35673%  know that's                                                                                                                  -------eeegiilllmmnostuyyI,?
       945 0* 0.29031%  still believe that you know                                                                                                  eeegilmmnsyI',?
       946 0* 0.28958%  win some, you take them                                                                                                      -------gilllnstyI'?
       947 0* 0.28850%  think it                                                                                                                     -------aeeeglllmmnoosstuwyyI',?
       948 0* 0.53660%  think it'                                                                                                                    -------aeeeglllmmnoosstuwyyI,?
       949 0* 0.70817%  think it's                                                                                                                   -------aeeeglllmmnoostuwyyI,?
       950 0* 0.28822%  still won't talk                                                                                                             -------eeeghimmnosuyyI,?
       951 0* 0.28755%  wish to talk                                                                                                                 -------eeegillmmnnostuyyI',?
       952 0* 0.28693%  won't see me making                                                                                                          -------hilllosttuyyI,?
       953 0* 0.28667%  tell me how to                                                                                                               -------aegiiklmnnsstuyyI',?
       954 0* 0.28634%  mean to tell me you believe                                                                                                  ghiiklnsstwyI',?
       955 0* 0.28598%  lost that                                                                                                                    -------eeegiikllmmnnosuwyyI',?
       956 0* 0.28560%  still got the                                                                                                                -------aeeiklmmnnosuwyyI',?
       957 0* 0.28442%  want to go?                                                                                                                  -------eeehiiklllmmnsstuyyI',
       958 0* 0.28429%  know it,                                                                                                                     -------aeeeghilllmmnossttuyyI'?
       959 0* 0.28287%  still like the game                                                                                                          -------mnnoostuwyyI',?
       960 0* 0.45189%  still like the game?                                                                                                         -------mnnoostuwyyI',
       961 0* 0.28284%  tell them                                                                                                                    -------aegiiklmnnoosstuwyyI',?
       962 0* 0.31186%  tell them you                                                                                                                -------aegiiklmnnosstwyI',?
       963 0* 0.31322%  tell them you know                                                                                                           -------aegiilmnsstyI',?
       964 0* 0.28259%  won't take me                                                                                                                -------eghiilllmnosstuyyI,?
       965 0* 0.28200%  know it?                                                                                                                     -------aeeeghilllmmnossttuyyI',
       966 0* 0.28148%  know, he                                                                                                                     -------aeegiilllmmnosstttuyyI'?
       967 0* 0.28098%  lose to him,                                                                                                                 -------aeegikllmnnsttuwyyI'?
       968 0* 0.28065%  want to meet                                                                                                                 -------eghiiklllmnossuyyI',?
       969 0* 0.93379%  want to meet him                                                                                                             -------egiklllnossuyyI',?
       970 0* 1.63938%  want to meet him?                                                                                                            -------egiklllnossuyyI',
       971 0* 0.37055%  want to meet him,                                                                                                            -------egiklllnossuyyI'?
       972 0* 0.27919%  still think I'm not                                                                                                          -------aeeeglmosuwyy,?
       973 0* 0.27878%  won't see the                                                                                                                -------agiiklllmmnostuyyI,?
       974 0* 0.27760%  lost, my                                                                                                                     -------aeeeghiikllmnnosttuwyI'?
       975 0* 0.27716%  win the game, you'                                                                                                           -------eiklllmnossttyI?
       976 0* 0.27713%  must now believe                                                                                                             aeeeghiiklllmnosttyyI',?
       977 0* 0.27713%  must now believe me                                                                                                          aeeghiiklllnosttyyI',?
       978 0* 0.27681% 'll want to see                                                                                                               -------eghiiklmmnostuyyI,?
       979 0* 0.27656% 'll see how                                                                                                                   -------aegiiklmmnnostttuyyI,?
       980 0* 0.27638%  won't let me get                                                                                                             -------ahiikllmnossuyyI,?
       981 0* 0.27619%  lose, you                                                                                                                    -------aeeghiikllmmnnstttwyI'?
       982 0* 0.27595% 'll let this one go?                                                                                                          -------aeikmmnstuwyyI,
       983 0* 0.27549%  know my game?                                                                                                                -------eehiilllnosstttuyI',
       984 0* 0.27510%  won't tell me you believe him?                                                                                               aegiklnsstyI,
       985 0* 0.27431%  won't tell the                                                                                                               -------aegiiklmmnossuyyI,?
       986 0* 0.27409%  tell the                                                                                                                     -------aegiiklmmnnoosstuwyyI',?
       987 0* 0.27360%  mean to tell me this                                                                                                         -------giklnosuwyyI',?
       988 0* 0.32215%  mean to tell me this guy                                                                                                     -------iklnoswyI',?
       989 0* 0.27359%  believe my lies                                                                                                              aeeghikllmnnoostttuwyI',?
       990 0* 0.27704%  believe my lies?                                                                                                             aeeghikllmnnoostttuwyI',
       991 0* 0.27345%  talking to the                                                                                                               -------eeillmmnossuwyyI',?
       992 0* 0.27328%  still owe me an                                                                                                              -------eghiklmnosttuyyI',?
       993 0* 0.27302% 'll let me in                                                                                                                 -------aeghikmnoossttuwyyI,?
       994 0* 0.41966% 'll let me in on                                                                                                              -------aeghikmossttuwyyI,?
       995 0* 0.69074% 'll let me in on the                                                                                                          -------agikmosstuwyyI,?
       996 0* 0.36706% 'll let me in on this                                                                                                         -------aegkmostuwyyI,?
       997 0* 0.27242%  win that one, I                                                                                                              -------eegiklllmmosstuyy'?
       998 0* 0.27229%  want to go in the                                                                                                            -------eeiklllmmssuyyI',?
       999 0* 0.27221%  not                                                                                                                          -------aeeeghiiklllmmnossttuwyyI',?
     1,000 0* 0.30767%  not believe                                                                                                                  aeeeghiiklllmmnossttuwyyI',?
     1,001 0* 0.74087%  not believe me                                                                                                               aeeghiiklllmnossttuwyyI',?
     1,002 0* 0.96488%  not believe me?                                                                                                              aeeghiiklllmnossttuwyyI',
     1,003 0* 0.27131% 'll want to get                                                                                                               -------eehiiklmmnossuyyI,?
     1,004 0* 0.27087%  guys believe me yet                                                                                                          aehiiklllmnnoosttwI',?
     1,005 0* 0.46372%  guys believe me yet?                                                                                                         aehiiklllmnnoosttwI',
     1,006 0* 0.26980%  shall not                                                                                                                    -------eeegiiklmmnosttuwyyI',?
     1,007 0* 0.26974%  still won't believe me until                                                                                                 aeeghkmosyyI,?
     1,008 0* 0.26908%  still believe me when I lie                                                                                                  agkmnoosttuyy',?
     1,009 0* 0.26771%  want us                                                                                                                      -------eeeghiiklllmmnoosttyyI',?
     1,010 0* 0.30574%  want us to                                                                                                                   -------eeeghiiklllmmnostyyI',?
     1,011 0* 0.26749%  think you won?                                                                                                               -------aeeegilllmmssttyI',
     1,012 0* 0.26681%  win some, you talk                                                                                                           -------eeghillmnsttyI'?
     1,013 0* 0.26658%  won't believe these                                                                                                          aegiiklllmmnostuyyI,?
     1,014 0* 0.26611%  still believe you win                                                                                                        aeeeghklmmnosttyI',?
     1,015 0* 0.26580%  know all this?                                                                                                               -------eeegilmmnosttuyyI',
     1,016 0* 0.26523%  go now                                                                                                                       -------aeeehiiklllmmnsstttuyyI',?
     1,017 0* 0.26500%  think you'll get                                                                                                             -------aeeilmmnosstwyI,?
     1,018 0* 0.26490%  lose the game now                                                                                                            -------iikllmnsttuyyI',?
     1,019 0* 0.26410%  still believe I'm lying, yeah                                                                                                eekmnoosttuw?
     1,020 0* 0.51087%  still believe I'm lying, yeah?                                                                                               eekmnoosttuw
     1,021 0* 0.26368%  say we                                                                                                                       -------eeghiiklllmmnnoostttuyI',?
     1,022 0* 0.26345%  want to tell me you like                                                                                                     -------ghimnssyI',?
     1,023 0* 0.26332%  won't tell me you believe me                                                                                                 aghiiklnsstyI,?
     1,024 0* 0.26270%  get it                                                                                                                       -------aeehiklllmmnnoosstuwyyI',?
     1,025 0* 0.30432%  get it now                                                                                                                   -------aeehiklllmmnosstuyyI',?
     1,026 0* 0.43081%  get it now?                                                                                                                  -------aeehiklllmmnosstuyyI',
     1,027 0* 0.26230%  take it                                                                                                                      -------eeghilllmmnnoosstuwyyI',?
     1,028 0* 0.26166%  still believe the lie                                                                                                        aegkmmnnoostuwyyI',?
     1,029 0* 0.34125%  still believe the lie?                                                                                                       aegkmmnnoostuwyyI',
     1,030 0* 0.26145%  lose the game you                                                                                                            -------iikllmnnsttwyI',?
     1,031 0* 0.26126%  like the way                                                                                                                 -------egillmmnnoossttuyI',?
     1,032 0* 0.26113% 'll believe                                                                                                                   aeeeghiiklmmnnoosstttuwyyI,?
     1,033 0* 0.26107%  still believe I'm lying, eh                                                                                                  aeekmnoosttuwy?
     1,034 0* 0.47420%  still believe I'm lying, eh?                                                                                                 aeekmnoosttuwy
     1,035 0* 0.26030%  won't see it                                                                                                                 -------aeghiklllmmnostuyyI,?
     1,036 0* 0.25958%  know that?                                                                                                                   -------eeegiilllmmnosstuyyI',
     1,037 0* 0.25829%  listen to the                                                                                                                -------aegikllmmnosuwyyI',?
     1,038 0* 0.25804%  guys know it                                                                                                                 -------aeeehilllmmnosttyI',?
     1,039 0* 0.38818%  guys know it'                                                                                                                -------aeeehilllmmnosttyI,?
     1,040 0* 0.25761%  must want                                                                                                                    -------eeeghiiklllmnoostyyI',?
     1,041 0* 0.25652%  win this game, I'                                                                                                            -------eeklllmnoosttuyy?
     1,042 0* 0.53968%  win this game, I'll                                                                                                          -------eeklmnoosttuyy?
     1,043 0* 0.27455%  win this game, I'll let                                                                                                      -------ekmnoostuyy?
     1,044 0* 2.70830%  win this game, I'll let you                                                                                                  -------ekmnosty?
     1,045 0* 0.27752%  win this game, I'll let you believe                                                                                          ekmnosty?
     1,046 0* 0.25619%  get it?                                                                                                                      -------aeehiklllmmnnoosstuwyyI',
     1,047 0* 0.25591%  may not                                                                                                                      -------eeeghiiklllmnossttuwyI',?
     1,048 0* 0.25573% 'll know                                                                                                                      -------aeeeghiilmmnosstttuyyI,?
     1,049 0* 0.25542%  two                                                                                                                          -------aeeeghiiklllmmnnossttuyyI',?
     1,050 0* 0.25465%  must think I'm lying?                                                                                                        -------aeeelloostwy,
     1,051 0* 0.25388%  still think I'm an                                                                                                           -------eeeglmoostuwyy,?
     1,052 0* 0.25359%  won't see me in                                                                                                              -------aghiklllmosttuyyI,?
     1,053 0* 0.25320% 'll let this one go,                                                                                                          -------aeikmmnstuwyyI?
     1,054 0* 0.25285%  tell me, how                                                                                                                 -------aegiiklmnnossttuyyI'?
     1,055 0* 0.25233%  think you want some                                                                                                          -------eegilllmstyI',?
     1,056 0* 0.25192%  lost the game, I believe                                                                                                     eiikllmnnostuwyy'?
     1,057 0* 0.25148%  won't talk to me?                                                                                                            -------eeghiillmnssuyyI,
     1,058 0* 0.25118% 'll believe me                                                                                                                aeeghiiklmnnoosstttuwyyI,?
     1,059 0* 0.33447% 'll believe me now                                                                                                            aeeghiiklmnosstttuyyI,?
     1,060 0* 0.35949% 'll believe me now?                                                                                                           aeeghiiklmnosstttuyyI,
     1,061 0* 0.25081% 'll let me win,                                                                                                               -------aeghikmnoossttuyyI?
     1,062 0* 0.25037%  believe me, now                                                                                                              aeeghiiklllmnosstttuyyI'?
     1,063 0* 0.34162%  believe me, now?                                                                                                             aeeghiiklllmnosstttuyyI'
     1,064 0* 0.25019%  all know the                                                                                                                 -------eegiilmmnossttuyyI',?
     1,065 0* 0.24974%  almost                                                                                                                       -------eeeghiikllmnnosttuwyyI',?
     1,066 0* 0.24905%  saying you'                                                                                                                  -------eeehiklllmmnostttwI,?
     1,067 0* 0.24903%  won't let me take                                                                                                            -------ghiillmnossuyyI,?
     1,068 0* 0.28073%  won't let me take you                                                                                                        -------ghiillmnssyI,?
     1,069 0* 0.24838%  lost the game, I believe?                                                                                                    eiikllmnnostuwyy'
     1,070 0* 0.24833%  won't tell me you like                                                                                                       -------aghimnsstyI,?
     1,071 0* 0.24831%  like the way I                                                                                                               -------egillmmnnoossttuy',?
     1,072 0* 0.24828%  won't make this                                                                                                              -------eegilllmnostuyyI,?
     1,073 0* 0.24817%  won't believe my eyes                                                                                                        aeghiiklllmnosttuI,?
     1,074 0* 0.24745%  knew it                                                                                                                      -------aeeghilllmmnoossttuyyI',?
     1,075 0* 0.24652%  still not believe me? I'                                                                                                     aeeghiklmnostuwyy,
     1,076 0* 0.24635%  won't take my                                                                                                                -------eeghiilllmnosstuyI,?
     1,077 0* 0.24607%  okay,                                                                                                                        -------eeeghiilllmmnnosstttuwyI'?
     1,078 0* 0.24558%  see, when                                                                                                                    -------agiiklllmmnoostttuyyI'?
     1,079 0* 0.61854%  see, when you                                                                                                                -------agiiklllmmnostttyI'?
     1,080 0* 0.24543%  won't tell me the                                                                                                            -------agiiklmnossuyyI,?
     1,081 0* 0.24467%  see? I think you'                                                                                                            -------aegilllmmnosttwy,
     1,082 0* 0.28767%  see? I think you'll                                                                                                          -------aegilmmnosttwy,
     1,083 0* 0.24436%  won't tell me you believe me,                                                                                                aghiiklnsstyI?
     1,084 0* 0.24394%  know as little                                                                                                               -------eeghilmmnostuyyI',?
     1,085 0* 0.24379% 'll talk now                                                                                                                  -------eeeghiimmnossttuyyI,?
     1,086 0* 0.24621% 'll talk now?                                                                                                                 -------eeeghiimmnossttuyyI,
     1,087 0* 0.24284%  still believe the lie,                                                                                                       aegkmmnnoostuwyyI'?
     1,088 0* 0.24261%  know it all?                                                                                                                 -------eeeghilmmnossttuyyI',
     1,089 0* 0.24252%  see, when you talk                                                                                                           -------giillmmnosttyI'?
     1,090 0* 0.24250%  know this,                                                                                                                   -------aeeegilllmmnosttuyyI'?
     1,091 0* 0.24237%  won't lose                                                                                                                   -------aeeghiikllmmnsttuyyI,?
     1,092 0* 0.24225%  won't see that                                                                                                               -------egiiklllmmnosuyyI,?
     1,093 0* 0.29971%  won't see that in                                                                                                            -------egiklllmmosuyyI,?
     1,094 0* 0.24219%  won't tell my                                                                                                                -------aeeghiiklmnosstuyI,?
     1,095 0* 0.24195%  won't think you                                                                                                              -------aeeegilllmmsstyI,?
     1,096 0* 0.24172%  know the game, let                                                                                                           -------iillmnosstuyyI'?
     1,097 0* 0.58688%  know the game, let'                                                                                                          -------iillmnosstuyyI?
     1,098 0* 0.96337%  know the game, let's                                                                                                         -------iillmnostuyyI?
     1,099 0* 0.24164%  win the game, I believe                                                                                                      eiklllmnoossttuyy'?
     1,100 0* 0.24164%  see? I believe you                                                                                                           aeghiiklllmmnnostttwy',
     1,101 0* 0.24127%  still believe I'm not lying,                                                                                                 aeeehkmostuwy?
     1,102 0* 0.24115%  still won't let me make                                                                                                      -------ghinosuyyI,?
     1,103 0* 0.24112%  gonna let us                                                                                                                 -------eehiikllmmosttwyyI',?
     1,104 0* 0.24057%  believe in him,                                                                                                              aeeegklllmnoosstttuwyyI'?
     1,105 0* 0.23934%  shall now                                                                                                                    -------eeegiiklmmnostttuyyI',?
     1,106 0* 0.23905%  still think you want                                                                                                         -------eeeglmmosyI',?
     1,107 0* 0.23883%  say you know                                                                                                                 -------eeeghiilllmmnstttI',?
     1,108 0* 0.23878%  see now,                                                                                                                     -------aeghiiklllmmnostttuyyI'?
     1,109 0* 0.23874%  still owe me that                                                                                                            -------egiklmnnosuyyI',?
     1,110 0* 0.23874%  still believe you won the game,                                                                                              eiklmnstyI'?
     1,111 0* 0.23869%  want to go see the                                                                                                           -------iiklllmmnsuyyI',?
     1,112 0* 0.23862%  know, some                                                                                                                   -------aeeghiilllmnstttuyyI'?
     1,113 0* 0.23841%  see? I'm talking                                                                                                             -------ehillmnoosttuwyy,
     1,114 0* 0.23776%  know the guy                                                                                                                 -------aeeiilllmmnossttyI',?
     1,115 0* 0.23761%  win my                                                                                                                       -------aeeeghiklllmnoosstttuyI',?
     1,116 0* 0.23757%  guys know my                                                                                                                 -------aeeehiilllmnostttI',?
     1,117 0* 0.23708%  won't let me go                                                                                                              -------aehiikllmnsstuyyI,?
     1,118 0* 0.23688%  won that one                                                                                                                 -------eegiiklllmmsstuyyI',?
     1,119 0* 0.51849%  won that one,                                                                                                                -------eegiiklllmmsstuyyI'?
     1,120 0* 0.23688%  win the games,                                                                                                               -------eiklllmnoosttuyyI'?
     1,121 0* 0.27407%  win the games, you                                                                                                           -------eiklllmnosttyI'?
     1,122 0* 0.23602%  won this game,                                                                                                               -------eeiklllmnosttuyyI'?
     1,123 0* 0.23538%  tell them you like                                                                                                           -------agimnnosstwyI',?
     1,124 0* 0.23528%  won't believe the game                                                                                                       eiiklllmnosstuyyI,?
     1,125 0* 0.23485%  saw my                                                                                                                       -------eeeghiiklllmnnoostttuyI',?
     1,126 0* 0.23464%  guys believe that                                                                                                            eeeiiklllmmnnoostwyI',?
     1,127 0* 0.23430%  believe that?                                                                                                                eeegiiklllmmnnoosstuwyyI',
     1,128 0* 0.23416%  know, my                                                                                                                     -------aeeeghiilllmnosstttuyI'?
     1,129 0* 0.23266%  must'                                                                                                                        -------aeeeghiiklllmnnoosttwyyI,?
     1,130 0* 0.23197%  won't believe this one time I                                                                                                aegklllmsuyy,?
     1,131 0* 0.23171%  gonna tell me we                                                                                                             -------hiiklmossttuyyI',?
     1,132 0* 0.26001%  gonna tell me we'                                                                                                            -------hiiklmossttuyyI,?
     1,133 0* 0.23009%  see that                                                                                                                     -------egiiklllmmnnoostuwyyI',?
     1,134 0* 0.22924%  guys know my name                                                                                                            -------eehiilllostttI',?
     1,135 0* 0.22898%  seeing                                                                                                                       -------aehiklllmmnoostttuwyyI',?
     1,136 0* 0.22855%  guys won't talk                                                                                                              -------eeehiillmmnostyI,?
     1,137 0* 0.22817%  lose, I                                                                                                                      -------aeeghiikllmmnnostttuwyy'?
     1,138 0* 0.22788%  see, now                                                                                                                     -------aeghiiklllmmnostttuyyI'?
     1,139 0* 0.22726%  may not know                                                                                                                 -------eeeghiilllmssttuyI',?
     1,140 0* 0.22532%  must know my                                                                                                                 -------aeeeghiilllnosttyI',?
     1,141 0* 0.22461% 'll see me in                                                                                                                 -------aghiklmnoostttuwyyI,?
     1,142 0* 0.22418%  win some, you'                                                                                                               -------aeeghiklllmnstttyI?
     1,143 0* 0.26990%  win some, you'll                                                                                                             -------aeeghiklmnstttyI?
     1,144 0* 0.22358%  guys know I'                                                                                                                 -------aeeehiilllmmnosttty,?
     1,145 0* 0.32559%  guys know I'm                                                                                                                -------aeeehiilllmnosttty,?
     1,146 0* 0.22330%  now see                                                                                                                      -------aeghiiklllmmnostttuyyI',?
     1,147 0* 0.22326%  tell me what you like                                                                                                        -------gimnnosstyI',?
     1,148 0* 0.22308%  know my thing?                                                                                                               -------aeeeilllmossttuyI',
     1,149 0* 0.22111% 'll let it                                                                                                                    -------aeeghikmmnnoosstuwyyI,?
     1,150 0* 0.34409% 'll let it go                                                                                                                 -------aeehikmmnnosstuwyyI,?
     1,151 0* 0.35101% 'll let it go?                                                                                                                -------aeehikmmnnosstuwyyI,
     1,152 0* 0.22060%  know, he'                                                                                                                    -------aeegiilllmmnosstttuyyI?
     1,153 0* 0.37887%  know, he's                                                                                                                   -------aeegiilllmmnostttuyyI?
     1,154 0* 0.22005%  still like the game,                                                                                                         -------mnnoostuwyyI'?
     1,155 0* 0.22003%  win some, you kill                                                                                                           -------aeeghlmnstttyI'?
     1,156 0* 0.21995%  guys in?                                                                                                                     -------aeeehiklllmmnoostttwyI',
     1,157 0* 0.21927%  won this game?                                                                                                               -------eeiklllmnosttuyyI',
     1,158 0* 0.21901%  lost the game you'                                                                                                           -------eiikllmnnstwyI,?
     1,159 0* 0.21812%  guys in the know?                                                                                                            -------aeeilllmmosttyI',
     1,160 0* 0.21804%  must think we                                                                                                                -------aeegilllmnoostyyI',?
     1,161 0* 0.30931%  must think we'                                                                                                               -------aeegilllmnoostyyI,?
     1,162 0* 0.21778%  still won't believe my lie                                                                                                   aeeghkmnostuyI,?
     1,163 0* 0.21732%  too?                                                                                                                         -------aeeeghiiklllmmnnssttuwyyI',
     1,164 0* 0.21730%  still believe you win the                                                                                                    aeegklmmnostyI',?
     1,165 0* 0.49951%  still believe you win the game                                                                                               eklmnostyI',?
     1,166 0* 0.49625%  still believe you win the game?                                                                                              eklmnostyI',
     1,167 0* 0.21715%  talking to him                                                                                                               -------eeellmnosstuwyyI',?
     1,168 0* 0.21674%  must think I am                                                                                                              -------eeegilllnoostwyy',?
     1,169 0* 0.21657%  must think I'm well                                                                                                          -------aeegilnoostyy,?
     1,170 0* 0.21645%  won't let me make this                                                                                                       -------gillnosuyyI,?
     1,171 0* 0.21583%  lost a                                                                                                                       -------eeeghiikllmmnnosttuwyyI',?
     1,172 0* 0.21524%  see, I know                                                                                                                  -------aeghiilllmmnostttuyy'?
     1,173 0* 0.21517%  got us                                                                                                                       -------aeeehiiklllmmnnosttwyyI',?
     1,174 0* 0.21402%  know, as                                                                                                                     -------eeeghiilllmmnostttuyyI'?
     1,175 0* 0.21333%  must know it                                                                                                                 -------aeeeghilllmnostyyI',?
     1,176 0* 0.21310%  like him                                                                                                                     -------aeegllmnnoosstttuwyyI',?
     1,177 0* 0.24422%  like him?                                                                                                                    -------aeegllmnnoosstttuwyyI',
