YOUR IDEA OF HAPPINESS IS LOWERED EXPECTATIONS?
79.70%:  YOU
0.09%:  WHAT PROFESSION DO YOU DIS
0.10%:  WHAT PROFESSION DO YOU DISPAR
0.09%:  WHEN YOU ARE OLD SO
0.09%:  I SUPPOSE I WISH
0.09%:  YOU ARE PROFIL
0.09%:  WHEN YOU ARE OLD AND STORIES
0.09%:  WHAT IF YOU PLAN
0.09%:  YOURS IS NOT
0.09%:  I HEAR YOU ARE ONE
0.09%:  YOU ARE EXPECTED
0.13%:  YOU ARE EXPECTED TO DIE
0.13%:  YOU ARE EXPECTED TO DIE SOON
0.09%:  WHAT IS YOUR PROFESSION IN ADD
0.09%:  WHAT? DOES YOUR
0.13%:  WHAT? DOES YOUR LIFE
0.09%:  YOUR LIFE ASPIRATIONS IS
0.09%:  HOW DO I
0.09%:  INSTEAD OF RES
0.09%:  WHAT IF YOU ARE OLDER? NO
0.13%:  WHAT IF YOU ARE OLDER? NO ONE IS
0.09%:  YOU WERE IN
0.09%:  ON TUESDAY
0.09%:  WHEN YOU ARE AN OLD DEST
0.09%: ? WHEN YOU ARE OLD AND ST
0.09%:  YOUR PROFESSION IS AN
0.09%:  WHAT IF YOU ARE A POOR
0.09%:  ARE YOU SLEEP
0.09%:  YOU WISH TO SLEEP IN
0.09%:  YOU ARE WORSE
0.09%:  YOU ARE WORSE THAN I
0.09%: ? WHEN YOU ARE OLDER IS
0.09%:  FAR THIS
0.09%:  WHAT PROFESSION ARE YOU LIN
0.09%:  FAR YOU ARE ON
0.09%:  YOU DO NOT LEARN
0.09%:  YOU ARE HAPPINESS ITSELF IN
0.09%:  WHEN ARE PEOPLE EXPECT
0.09%:  WHATS YOUR PERSONAL
0.09%:  NO ONE HAS
0.09%:  YOU SEE THE REASON I DON
0.09%:  DO WE NEED
0.09%:  WHEN YOU ARE OLD AND FATE
0.09%:  YOUR IDEA OF HAPPINESS IS TO WA
0.09%:  YOUR IDEA OF HAPPINESS IS TO WRE
0.09%:  YOUR IDEA OF HAPPINESS IS NOT A
0.09%:  WHEN YOU ARE AN OLD F
0.09%:  NOW YOU ARE RID
0.09%:  YOU TH
0.16%:  YOU THROW
0.15%:  YOU THREW
0.09%:  IF WE ARE OLDER ONE
0.09%:  WHERE DO YOU INT
0.09%:  YOU WHISTLE?
0.09%:  IF THERE WERE
0.09%:  WHAT DOES A PROFESSOR DO
0.09%:  YOU PROPOSE A LIFE IN THE
0.09%:  WHEN YOU ARE OLD AND ARE ST
0.09%:  HOW DOES YOUR LIFE NOT
0.09%:  YOU EXPECT STO
0.09%:  THE PURPOSE
0.09%:  SEE YOU LATER AND
0.09%:  YOU ARE STAND
0.09%:  IT PRO
0.09%:  YOU PROPOSE A SW
0.09%:  WHERE IS YOUR PLAN
0.09%:  YOURSELF
0.09%:  THERE IS NO NEED FOR US
0.09%:  EITHER YOU OR
0.09%:  WHEN YOU ARE OLD AND I TOO ARE
0.09%:  IS THERE A PROFESSION ON
0.09%:  WE ARE SUPPOSED TO H
0.09%:  IF YOU ARE THE ONE PERSON
0.09%:  IS THERE A REASON YOU AND D
0.09%:  THEN YOU END
0.09%:  YOUR IDEAL IS
0.09%:  THERE WAS A PROFESSION I
0.15%:  THERE WAS A PROFESSION I DID
0.09%:  YOUR PLANS ARE TO DIE
0.09%:  WHAT IF NO ONE SAYS
0.09%:  WHAT DOES ONE DO IN
0.09%:  IF YOU ARE TOO
0.17%:  IF YOU ARE TOO OLD
0.09%:  DO YOUR PARENTS WISH
0.09%:  THE REASON YOU W
0.09%:  WHERE DO YOU PROPOSE FIND
0.09%:  IF THERE WERE ANY
0.09%:  WHEN YOU ARE OLDER IF A STO
0.09%:  IF ONE DAY I WANT
0.09%:  HOW DO YOU EXPECT TO PASS
0.09%:  WE SHOULD NOT EXPECT
0.09%:  WHAT PROFESSION DID YOU SE
0.09%:  YOUR PLAN IS TO DED
0.09%:  ONLY ONE OF US IS SAD
0.09%:  HOW DOES A DIN
2.54%:  HOW DOES A DINOSAUR STO
0.65%:  HOW DOES A DINOSAUR SLEEP
0.64%:  HOW DOES A DINOSAUR STOP
0.58%:  HOW DOES A DINOSAUR LEARN
0.37%:  HOW DOES A DINOSAUR SLEEP AT
0.31%:  HOW DOES A DINOSAUR SAY
0.17%:  HOW DOES A DINOSAUR STOP A
0.14%:  HOW DOES A DINOSAUR STOP?
0.11%:  HOW DOES A DINOSAUR FEEL
0.10%:  HOW DOES A DINOSAUR SLEEP AFTER
0.09%:  WHAT PROFESSION DOES YOUR DIN
0.09%:  WHAT DO YOU NEED IN
0.09%:  TO YOU
0.09%:  IS THERE NO
0.09%:  WHAT PROFESSION ARE YOU PO
0.09%:  YOU ARE DOWN FOR
0.10%:  YOU ARE DOWN FOR STO
0.09%:  IF I SHOULD
0.09%:  I SUPPOSE IT WASN
0.09%:  I WOULD SAY THERE IS REASON
0.09%:  WHAT DID YOUR LIFE
0.09%:  HERE WE
0.18%:  HERE WE ARE TODAY
0.09%:  YOUR WISHES
0.15%:  YOUR WISHES ARE TO
0.13%:  YOUR WISHES ARE NOT
0.09%:  WHAT PROFESSIONS NEED
0.09%: ? THERE ARE PL
0.09%:  WHAT YOUR LIFE IS ONE
0.09%:  HOW DOES YOUR PLAN STAND
0.09%:  WE ARE SUPPOSED TO FEL
0.09%:  LISTEN UP AND PAY
0.09%:  HOW DOES YOUR PLAN FOR DEST
0.09%:  WHEN YOU ARE OLD DON
0.09%:  IF YOU ARE ONE PERSON WHO IS
0.09%:  YOUR NEW PLAN
0.09%:  YOU WISHED FOR PEOPLE
0.09%:  I SUPPOSE WE ARE SAY
0.09%:  YOU EXPECT TO PASS
0.09%:  YOUR RESPONSE IS TO DEFEND
0.09%:  WHAT YOU DON
0.09%:  INSTEAD OF A PLAN
0.09%:  NOW THERE IS NO
0.09%:  YOU ARE INTO SELF
0.09%:  R
0.39%:  RATHER
0.09%:  WHEN YOU ARE OLDER AND FEAS
0.09%:  YOUR PROFESSION IS NO
0.09%:  IN A FEW THOUSAND YEARS I EXPECT
0.09%:  HOW DOES A DINOSAUR SLEEP IN
0.09%:  DID YOU LEARN SPANISH OR
0.09%:  YOU DESIRE TO SP
0.09%:  DO YOU STOP
0.09%:  IT APPEARS YOU WIN
0.09%:  IF THERE ARE ANY OLD
0.09%:  IF THERE ARE ANY OLD DIN
0.09%:  WHAT PROFESSIONS DID YOU N
0.09%:  HOW SOON
0.09%:  HOW SOON UNTIL
0.09%:  YOU WISH ON A STAR FOR
0.09%:  NOW YOU ARE OLD AND I
0.09%:  WHAT PROFESSION PLANS DID
0.09%:  THIS IS ONE OF YOUR IDEAS
0.09%:  IF WE ARE OLD AND YOU ARE ST
0.09%:  IN THE END YOU PEOPLE
0.09%:  WHEN YOU SLEEP AT
0.09%:  IF YOU ARE OLDER THAN ONE
0.09%:  I HEAR YOU STOPP
0.08%:  IF YOU ARE OLDER IT IS
0.08%:  WHAT DO YOU ASP
0.08%:  IF YOU ARE OLDER THAN WE EXPECT
0.08%:  WHAT PROFESSIONS DID YOU LINE
0.08%:  WHEN YOU ARE OLDER OF
0.08%:  WHAT? YOU DID
0.08%:  WHAT IF YOU ARE A S
0.08%:  INSTEAD OF AD
0.08%:  WHERE ARE YOU ON STO
0.08%:  YOUR IDEA OF HAPPINESS SE
0.08%:  WHEN OLD
0.41%:  WHEN OLDER YOU ARE
0.09%:  WHEN OLDER YOU AND
0.08%:  I WISH UPON
0.33%:  I WISH UPON A STAR AND
0.19%:  I WISH UPON A STAR FOR
0.09%:  I WISH UPON A STAR FOR A
0.08%:  YOU AND I ARE NOT OLD
0.08%:  WHEN YOU ARE OLD ISN
0.08%:  NOW YOU ARE PRE
0.08%:  WE ARE OLD AND YOU ARE ST
0.08%:  YOU ARE PLEASED WITH AN ORDIN
0.08%:  IF YOU DIE AND
0.08%:  INSTEAD YOU ARE S
0.08%:  WHERE ARE YOU ST
0.08%:  WHERE IS YOUR FOOT
0.08%:  FOR YOU THE ANSWER
0.08%:  DO YOU SEE HOW I
0.08%:  YOU SEE HOW ONE PERSON
0.08%:  WHAT PROFESSION DOES YOUR EN
0.08%:  THE ONLY ONE
0.08%:  WHEN YOU ARE OLDER INSTEAD OF PASS
0.08%:  WHEN YOU ARE AN OLD FOSS
0.08%:  THEN YOU ARE OLDER?
0.08%:  HOW DOES YOUR FANT
0.08%:  YOU WISH TO END LIFE
0.10%:  YOU WISH TO END LIFE AS AN
0.08%:  WHY DOES STO
0.08%:  WHEN DOES YOUR LIFE AS
0.08%:  THE OLDER PERSON
0.08%:  IS YOUR PLAN FOR THE
0.08%:  WHEN YOU ARE OLDER IS NOT A
0.08%:  SEE YOU LATER FRIENDS
0.08%:  WHAT IF YOU ARE ALSO 
0.08%:  FAR NO ONE HAS YET PROPOSED
0.08%:  WHEN IS YOUR LIFE EXPECTED
0.08%:  SORRY WE
0.08%:  YOU ARE A RET
0.08%:  ONE DAY IN OUR
0.08%:  YOU HAD A PLAN
0.08%:  WHAT IF YOU ARE OLD? ARE
0.08%:  NOW IS
0.08%:  YOU PROPOSE WE FIND
0.11%:  YOU PROPOSE WE FIND ANOTHER
0.08%:  THERE IS A PROFESSION NOW YOU
0.08%:  YOU SLEEP ON THE
0.08%:  WHEN DID YOU LEARN STO
0.08%:  YOU WIN AND I LOSE? I
0.08%:  YOU ARE ALSO EXPECT
0.08%:  WHERE ARE YOU EXPECTED TO FIND
0.08%:  INSTEAD YOU ARE EXPECT
0.08%:  WHEN YOU ARE NO
0.08%:  INSTEAD OF HAPPINESS YOU WERE
0.08%:  I SEE YOUR LIFE
0.08%:  YOU AND I ARE OLDER NOW?
0.08%:  FAR WE ARE THE ONLY ONES EXPECT
0.08%:  WHAT PROFESSIONS DO YOU EXPECT A DIN
0.08%:  WHAT IS YOUR PERSONAL AND
0.08%:  THEN YOU PASS
0.08%:  THERE IS NO LESSON
0.08%:  NOT ONLY WERE
0.08%:  HOW DOES A DINOSAUR SLEEP ON
0.08%:  YOUR PLANS ARE TO WA
0.08%:  WHAT PROFESSION DID YOU LEARN IS
0.08%:  YOU HOPE FOR
0.08%:  WHATS YOUR PROF
0.18%:  WHATS YOUR PROFESSION IN
0.10%:  WHATS YOUR PROFESSION IN OLD
0.08%:  THE REASON YOU ARE IN
0.08%:  IN ANOTHER WAY
0.08%:  YOU ARE FOR
0.08%:  IF YOU ARE OLDER AND HAPPENS
0.08%:  YOU PASS
0.08%:  WHAT DO YOU EN
0.08%:  YOU DO REALISE THERE ISN
0.08%:  YOU PROPOSE THIS IS ONE
0.08%:  IF THERE IS ANY REASON
0.08%:  YOU SEE THERE ISN
0.08%:  EITHER WAY ONE OF US IS A LOSER AND
0.08%:  IF YOU WANTED A
0.08%:  WHAT PROFESSION AND
0.08%:  IF ONE DAY I SHOULD
0.08%:  IF YOU WERE OLDER AND S
0.08%:  IF YOU WERE A REAL STO
0.08%:  IT HAS
0.24%:  IT HAS ALREADY
0.08%:  IT APPEARS YOU DID
0.08%:  WHAT DO YOU DO IN A
0.08%:  HOW ARE YOU AND STO
0.08%:  YOU PROPOSE WE FINISH
0.08%:  SOON YOU ARE OLDER AND WE
0.08%:  WHEN YOU ARE OLDER TOO I
0.08%:  IS THERE ANY FOOD AROUND? I WAS
0.08%:  WHAT IF YOU ARE AL
0.08%:  WHAT IF ONE DAY PEOPLE DO
0.08%:  YOUR LIFE HAS NO POINT
0.08%:  WHEN YOU ARE OLD AND ARE TOO
0.08%:  WHEN YOU ARE OLDER IT IS NO
0.08%:  HOW OLD ARE YOU AS A DIN
0.08%:  IN OTHER WORDS ONES
0.08%:  HOW DOES YOUR LIFE END? ARE
0.08%:  IN SHORT YOU DON
0.08%:  WHAT PROFESSION IS AN OLDER D
0.08%:  IN ONE WAY OUR
0.08%:  FAR WE ARE NOT
0.08%:  WHAT ARE YOU EXPECTED PROFESSIONS AND
0.08%:  SEE YOU SOON THEN
0.08%:  ARE WE FRIENDS THEN
0.08%:  WHEN YOU ARE OLD IF I
0.08%:  ONE DAY WE ARE STO
0.08%:  FAR NO ONE HAS PAID
0.08%:  YOU PROPOSE THIS IS AN IDEAL END
0.08%:  WHAT? ARE YOU PROPOS
0.08%:  WHAT PROFESSION YOU ENDED
0.08%:  YOU WISH TO DIS
0.08%:  YOUR IDEA OF HAPPINESS IS OW
0.08%:  IF YOU HAPPEN TO SEE AN ELD
0.08%:  WHAT ARE YOU FEEL
0.08%:  IS THE LESSON OF
0.08%:  WHEN DO I SEE
0.25%:  WHEN DO I SEE YOU STO
0.24%:  WHEN DO I SEE YOUR
0.35%:  WHEN DO I SEE YOUR STO
0.17%:  WHEN DO I SEE YOU LATER
0.16%:  WHEN DO I SEE YOUR RES
0.11%:  WHEN DO I SEE YOU AT
0.10%:  WHEN DO I SEE YOUR FIRST
0.08%:  IF YOU ARE OLDER THAN DIN
0.08%:  HOW OLD ARE YOU SENS
0.08%:  THE REASON YOU ARE DIS
0.08%:  YOU ARE ONE OF THE OLD
0.09%:  YOU ARE ONE OF THE OLDER DIN
0.08%:  INSTEAD WE SHOULD PRO
0.08%:  WHEN YOU ARE OLD AND EAT
0.08%:  YOU SEE ONE
0.08%:  IF YOU WERE TO REAL
0.08%:  IF THERE IS NO
0.08%:  WHAT ELSE DID YOU EXPECT
0.08%:  WHAT IF YOU ARE OLDER? DON
0.08%:  HOW DO YOU PLAN ON DEST
0.08%:  IF THERE IS ONE LESSON I
0.08%:  IN OTHER WORDS YOU LIE AND
0.08%:  IF YOU W
0.35%:  IF YOU WANNA STO
0.22%:  IF YOU WANNA STOP
0.16%:  IF YOU WANNA SEE
0.09%:  IF YOU WANNA DO
0.09%:  IF YOU WANNA HEAR
0.08%:  YOUR ANSWER IS DEFIN
0.08%:  YOU ARE OLD AND WIS
0.08%:  WHAT ARE YOU AND FRIENDS
0.08%:  YOU AND THE PROFESSOR
0.08%:  INSTEAD YOU W
0.12%:  INSTEAD YOU WISHED FOR
0.08%:  NOW YOU ARE SAD
0.08%:  ONE DAY WHEN OLDER US ARE
0.08%:  ANY PLANS FOR STO
0.08%:  THEN YOU ARE ALSO
0.08%:  YOUR PLAN IS TO SW
0.08%:  WHAT IF PEOPLE SAID
0.08%:  ON SATURDAY
0.08%:  YOUR PLANS ARE IN
0.08%:  YOU ARE NOT A REAL
0.08%:  IT IS YOUR DES
0.08%:  DO YOUR FRIENDS WISH
0.08%:  YOU WISHED ON A STAR ONE
0.08%:  ONE PERSON IS
0.08%:  YOU WISH FOR NO PERSONAL
0.08%:  YOU SPEND LIFE
0.08%:  WHAT DOES YOUR PRO
0.08%:  PRETEND YOU WERE
0.08%: ? THERE ARE NO
0.08%:  ARE THOSE
0.20%:  ARE THOSE YOUR
0.28%:  ARE THOSE YOUR PLANS
0.08%:  WHAT ARE YOUR EXPECTED LIFE AND
0.08%:  IF YOU WERE TO DIE AND RES
0.08%:  WHAT DO YOU SEE FOR
0.08%:  IF YOU ARE DEAD SET
0.08%:  WHEN YOU SP
0.08%:  IT IS YOU WHO ARE OLD
0.08%:  I SUPPOSE THERE IS AN END
0.08%:  HOW DO YOU FEEL ON
0.08%:  YOU ARE DISPAR
0.08%:  YOU PLAN TO REWARD
0.08%:  NOT ONLY DID I
0.08%:  IN OTHER WORDS YOU EN
0.08%:  YOU PROPOSE WE ARE STO
0.08%:  WHAT IF YOU ARE A DIS
0.08%:  NOW YOU ARE ASS
0.08%:  IF YOU ARE NOT OLD WHEN
0.08%:  WHEN YOU ARE AN AL
0.08%:  IF YOU ARE SAD ONE
0.08%:  INSTEAD OF ONE DAY WHERE
0.08%:  IS THERE ANY FOOD AROUND? WE
0.08%:  WEIRD TO
0.12%:  WEIRD TO HEAR
0.08%:  WHERE DO YOU DO
0.08%:  WHAT IF YOU ARE ONE OLD
0.08%: ? WHAT DOES YOUR
0.08%:  YOU PLAN ON STOP
0.08%:  WHAT ELSE IS ON YOUR RAD
0.08%:  IN YOUR IDEA OF THE IDEAL
0.08%:  YOU INTEND FOR
0.08%:  TRUE AND SO WONDER
0.08%:  I SUPPOSE THE FINAL WORDS
0.08%:  WHAT IF YOUR SENSE
0.08%:  WHAT IF YOU ARE DEAD? PEOPLE
0.08%:  YOU DO WANT A
0.08%:  SEE YOU IN A WHILE
0.08%:  LET US SEE HOW
0.08%: ? WHEN YOU ARE OLDER STO
0.08%:  THERE IS A PROFESSION YOU WON
0.08%:  LIFE IS A
0.16%:  LIFE IS A SERIES
0.08%:  WHAT IF ONE DAY AS OLD
0.16%:  WHAT IF ONE DAY AS OLDER PERSONS
0.08%:  DO YOU WANNA STOP HERE
0.08%:  IN OTHER WORDS IS
0.08%:  WHAT IS ONE DAY OLDER FOR
0.08%:  IT APPEARS YOUR WISHES AND
0.08%:  YOU ARE IN IT
0.08%:  IF YOU ARE OLDER THAN I AND I
0.08%:  WHERE DID YOUR LIFE
0.08%:  WHAT IS YOUR PROFESSION? I DIDN
0.08%:  YOU ARE A PED
0.19%:  YOU ARE A PEDESTR
0.51%:  YOU ARE A PEDESTRIAN WHO
0.24%:  YOU ARE A PEDESTRIAN?
0.19%:  YOU ARE A PEDESTRIAN NOW
0.15%:  YOU ARE A PEDESTRIAN IN
0.14%:  YOU ARE A PEDESTRIAN IN LIFE?
0.13%:  YOU ARE A PEDESTRIAN WHO DOES
0.10%:  YOU ARE A PEDESTRIAN WHO IS
0.09%:  YOU ARE A PEDESTRIAN PHILOS
0.08%:  I SUPPOSE THOSE
0.08%:  WHEN YOU ARE OLDER AND I APPE
0.08%:  YOU PLAN TO SPO
0.08%:  IF YOU WERE A PERSON THIS
0.08%:  WHEN DID YOU FIRST
0.35%:  WHEN DID YOU FIRST REAL
0.21%:  WHEN DID YOU FIRST REALISE
0.12%:  WHEN DID YOU FIRST LEARN
0.08%:  YOU PROPOSE TO LIFE
0.08%:  IT APPEARS WE ARE UN
0.08%:  YOUR ENTIRE LIFE AS A DIN
0.08%:  YOU PLAN TO DIS
0.08%:  WHERE ARE YOU STOPP
0.08%:  IF YOU HAPPEN TO SEE ONE
0.08%:  ONLY ONE OF US DIES HAPP
0.08%:  IN YOUR OWN
0.08%:  WHEN YOU ARE OLDER I P
0.08%:  I HEAR YOU WANT PEOPLE
0.08%:  WHEN YOU ARE OLD I EXPECT
0.08%:  IT APPEARS YOU ARE DEFIN
0.08%:  NOW YOU REALISE
0.08%:  YOU AND I ARE ON
0.08%:  YOU AND I ARE ON THE
0.08%:  IN OTHER WORDS IF YOU PLAN
0.08%:  WHAT ELSE DO YOU DO AS
0.08%:  WHERE DO YOU STAND IN LIFE
0.08%:  SOON AFTER YOU REALISE HOW
0.08%:  IS YOUR WISH
0.08%:  ARE WE READY TO FINISH
0.08%:  WHAT ELSE DOES YOUR PROPOSED
0.08%:  YOU PROPOSE THIS LIFE IS ONE
0.08%:  ISN
0.08%:  WHAT? ONE PERSON
0.08%:  IF YOU ARE SO SET
0.08%:  YOU PROPOSE TO S
0.08%:  THERE ARE NO LESS
0.13%:  THERE ARE NO LESSONS YOU
0.08%:  YOUR ENTIRE LIFE HAS PASS
0.46%:  YOUR ENTIRE LIFE HAS PASSED AND
0.08%:  YOU LOSE AND WIN
0.08%:  NOW YOU ARE AD
0.08%:  YOUR FINAL ANSWER IS THE
0.08%:  WHAT PROFESSIONS DO YOU IND
0.08%:  EITHER WAY ONE OF US LOSE?
0.08%:  IF YOU WERE OLDER AND THE
0.08%:  YOU PROPOSE WE DO THE
0.08%:  WHEN YOU ARE AL
0.08%:  IS THERE NO REASON
0.10%:  IS THERE NO REASON YOU
0.08%:  HOW OLD IS YOUR FRIEND
0.08%:  I SUPPOSE WE SEE
0.08%:  YOUR IDEA OF HAPPINESS IS DE
0.08%:  WHAT PROFESSION ENDS YOUR
0.08%:  WHAT IF YOU ARE AN INS
0.08%:  THE REASON WE ARE
0.08%:  IN YOUR PLAN
0.08%:  YOU ARE W
0.09%:  YOU ARE WIST
0.08%:  YOUR PROFESSION ENDS WITH
0.08%:  YOUR PLAN IS TO PISS
0.08%:  INSTEAD OF A PASS
0.08%:  WHAT PROFESSION DID YOU LEARN SO
0.08%:  SURELY THERE IS NO
0.08%:  THIS IS YOUR IDEA OF PRO
0.08%:  WHATS YOUR PROFESSION? I
0.08%:  WHAT IS YOUR PLAN FOR IN
0.08%:  I HOPE YOU ARE SATISFIED AND PRO
0.08%:  YOU NEED A REASON FOR
0.08%:  YOU NEED A REASON FOR STO
0.08%:  IN OTHER WORDS A DAY
0.08%:  NOW YOU PRET
0.08%:  PROUD OF HIS
0.08%:  THE WORLD IS A
0.08%:  HOW DOES ONE ST
0.08%:  I SUPPOSE IF THERE WAS
0.11%:  I SUPPOSE IF THERE WAS ONE
0.08%:  WHAT PROFESSION ARE YOU SAID
0.08%:  NO WONDER YOU ARE STO
0.08%:  WHILE ONE OF US IS SORRY
0.08%:  FAR I ONLY
0.08%:  DID YOU PLAN
0.09%:  DID YOU PLAN TO
0.08%:  WHERE DO YOU NEED
0.08%:  YOU DESPISE THE WORD
0.08%:  FOR NOW I
0.08%:  WHAT IS YOUR REAL ASP
0.08%:  WHEN YOU ARE OLD AND FOOT
0.08%:  FAR NO ONE ELSE
0.19%:  FAR NO ONE ELSE HAS SAID
0.12%:  FAR NO ONE ELSE HAS STO
0.10%:  FAR NO ONE ELSE HAS STOPP
0.08%:  NOW YOU ARE ALSO AN
0.08%:  YOU ARE IN THIS
0.08%:  WHAT DO YOU RESPOND
0.08%:  YOU NEED STO
0.08%:  WHERE DO STO
0.08%:  INSTEAD OF EXPECT
0.08%:  WHEN YOU ARE OLD TO
0.08%:  IN YOUR WORLD I
0.08%:  THIS IS SUP
0.08%:  THERE IS A PROFESSION AND I
0.08%:  NOW YOU ARE THE OLDER ON
0.08%:  EITHER WAY ONE OF US IS DEAD
0.08%:  IF YOU DO NOT SEE
0.08%:  PER
0.83%:  PERHAPS YOU ARE
0.46%:  PERHAPS YOU NEED
0.64%:  PERHAPS YOU NEED TO LOWER
0.43%:  PERHAPS YOU WERE
0.35%:  PERHAPS YOU NEED TO FIND
0.35%:  PERHAPS YOUR
0.32%:  PERHAPS YOUR DEFINITION
0.31%:  PERHAPS WE
0.26%:  PERHAPS YOU ARE NOT
0.22%:  PERHAPS YOU NEED TO LEARN
0.21%:  PERHAPS YOU NEED TO REAL
0.18%:  PERHAPS I
0.18%:  PERHAPS YOU ARE WISE
0.14%:  PERHAPS WE ARE
0.13%:  PERHAPS YOUR LIFE
0.12%:  PERHAPS YOU WERE NOT
0.12%:  PERHAPS IT
0.38%:  PERHAPS IT WOULD
0.19%:  PERHAPS IT IS YOU
0.11%:  PERHAPS ONE
0.38%:  PERHAPS ONE DAY WE
0.11%:  PERHAPS ONE DAY I
0.11%:  PERHAPS YOU NEED TO RE
0.09%:  PERHAPS YOU NEED NOT
0.09%:  PERHAPS YOU NEED TO REASS
0.08%:  PERHAPS YOUR STO
0.08%:  PERHAPS YOU ARE NOT SO
0.08%:  YOUR RESPONSE IS TO LA
0.08%:  HOW DOES A DINOSAUR SLEEP IF
0.08%:  WHAT IF YOU ARE ALSO SO
0.08%:  NOW YOU ARE OLD?
0.08%:  IN A FEW YEARS I
0.08%:  WHAT PROFESSION DOES ONE P
0.08%:  YOU DESPAIR
0.08%:  SOON IT SE
0.08%:  FAR NO ONE HAS DIS
0.12%:  FAR NO ONE HAS DISPUT
0.08%:  WHEN YOU ARE OLD AND SPO
0.08%:  NOW YOU ARE TH
0.08%:  YOUR FIRST
0.08%:  YOUR IDEA OF HAPPINESS IS TO LIE ON A
0.08%:  SAY ETH
0.15%:  SAY ETHEREAL AND
0.13%:  SAY ETHEREAL FRIENDS
0.11%:  SAY ETHEREAL WORDS
0.08%:  YOU ARE FREE TO DO
0.08%:  EITHER YOU ARE AN
0.09%:  EITHER YOU ARE AN OLD
0.08%:  WHERE DO YOU PROPOSE I STAND?
0.08%:  INSTEAD OF ALWAYS HOP
0.08%:  WHILE ONE OF US IS S
0.08%:  THERE IS A PERSON
0.08%:  YOU ARE INSTEAD OF
0.08%:  YOU WISH FOR A PRESENT
0.08%:  WHEN YOU ARE OLDER DIN
0.08%:  NOW YOU ARE OLD AND THERE IS A
0.08%:  YOUR WISH IS FOR PEOPLE TO SEE
0.08%:  YOUR PROFESSION IS IND
0.08%:  YOUR PLANS FOR AD
0.08%:  THIS IS PRO
0.08%:  WHAT ELSE ARE YOU A
0.08%:  ARE WE SUPPOSED TO EXPECT
0.08%:  YOU DID LEARN HOW
0.14%:  YOU DID LEARN HOW TO SPE
0.08%:  IS THERE ANY FOOD AROUND? PLEASE
0.08%:  I SHOULD STOP ASP
0.08%:  FAR THE ONLY ONE
0.08%:  WHAT ARE YOUR PLANN
0.08%:  WHAT DO YOU NEED A PROFESSOR
0.08%:  YOU ARE REF
0.08%:  WHEN YOU ARE OLDER IS ONE OF
0.08%:  THERE ARE NO SIDE
0.08%:  YOU ARE OLDER THAN I NOW
0.08%:  IF WE ARE OLDER THAN YOU SOON
0.08%:  IN THE END YOU EXPECT
0.08%:  WHEN YOU ARE OLD AND FRIS
0.08%:  ONE DAY WE SHOULD STO
0.08%:  NOW YOU ARE THE IDEAL
0.08%:  YOU WISH TO SLEEP ON A
0.08%:  ONE DAY WHAT
0.08%:  NOW YOU ARE DEFINED
0.08%:  YOU WISH TO DIE ALONE?
0.08%:  YOU ARE ONE OF THOSE SAD AND
0.08%:  WHAT PROFESSION DID I ASP
0.08%:  YOU STOP AND
0.08%:  WHOSE LIFE ENDS
0.08%:  YOUR IDEA OF HAPPINESS IS ON
0.08%:  YOU ARE HAPPINESS NOW
0.08%:  WHEN YOU ARE OLDER DO EXPECT
0.08%:  I SUPPOSE TODAY IS A
0.08%:  YOU NEED TO REALISE
0.08%:  IF YOU ARE ASLEEP
0.08%:  YOURS IS A STO
0.08%:  THE WAY I UNDER
0.08%:  NOW YOU ARE DEN
0.08%:  SER
0.17%:  SERIOUS?
0.13%:  SERIOUSLY WHAT
0.26%:  SERIOUSLY WHAT ARE
0.09%:  SERIOUSLY WHAT DO
0.09%:  SERIOUS AND
0.08%:  YOU ARE THE OLD PERSON NOW
0.08%:  WHEN YOU ARE AN OLD STOR
0.08%:  WHAT IF YOU ARE NINE
0.08%:  I HOPE YOU ARE A
0.10%:  I HOPE YOU ARE AWARE
0.08%:  YOU FEEL THIS
0.14%:  YOU FEEL THIS IS A REASON
0.08%:  YOUR PLAN IS TO DIE A
0.08%:  WHAT IS YOUR SENSE OF REAL
0.08%:  WHAT PROFESSION DOES YOU END
0.08%:  YOU PREFER TO DO
0.08%:  YOU PREFER TO DO LESS
0.08%:  YOU PREFER TO DO ONE
0.08%:  WHEN YOU ARE OLDER SOON
0.08%:  THIS IS ONE DAY
0.08%: ? DOES
0.08%:  IN YOUR FANTASIES WE ARE OLD?
0.08%:  I SUPPOSE ONE DAY WHEN I ARE
0.08%:  WHAT ARE YOU ASP
0.08%:  WHAT IS YOUR RE
0.08%:  YOU ARE A PERSON WHO IS DEFIN
0.08%: ? YOU ARE LITER
0.08%:  IN A SENSE YOUR LIFE IS THE
0.08%:  WHAT IS YOUR PROFESSION IN 
0.08%:  IF YOU ARE OLD AND THERE IS AN
0.08%:  YOU PROPOSE WE ARE OLD AND
0.08%:  WE SHOULD PRET
0.08%:  SAY WHAT
0.08%:  HOW DO YOU DEAL
0.08%:  I SUPPOSE THE OLD
0.13%:  I SUPPOSE THE OLD SAY
0.08%:  PROUD OF THE
0.08%:  IF YOU DID
0.08%:  THE ONLY PERSON WE
0.08%:  WHEN YOU ARE OLD I DON
0.08%:  THOSE
11.00%:  THOSE ARE YOUR PLANS
3.69%:  THOSE ARE YOUR PLANS?
1.36%:  THOSE ARE YOUR FINAL
