dang!! Dude, I just remembered how life is sad
     1,553 0* 0.04608% (98.665%) ( 52%)  dang, shit                                                                                                                   ----------addeefijlossuuw!!DI
     1,554 0* 0.04604% (98.666%) ( 29%)  dang, we do                                                                                                                  ----------adefhiijlssstuu!!DI
     1,555 0* 0.04601% (98.667%) ( 47%)  dang, we shoulda                                                                                                             ----------defiijsstu!!DI
     1,556 0* 0.04591% (98.667%) ( 10%)  dang I just remembered we also died                                                                                          fhisu!!D,
     1,557 0* 0.04589% (98.667%) ( 80%)  dang, who just remembered                                                                                                    addeefiilssu!!DI
     1,558 0* 0.04585% (98.667%) ( 48%)  dang I just remembered if we died,                                                                                           ahlossu!!D
     1,559 0* 0.04570% (98.667%) ( 82%) , sad                                                                                                                         ----------addeefghiijlnosstuuw!!DI
     1,560 0* 0.04562% (98.671%) ( 66%)  dang, who is                                                                                                                 ----------addeefijlsstuu!!DI
     1,561 0* 0.04560% (98.671%) ( 58%) , I just remembered a dude                                                                                                    adefghiilnossw!!D
     1,562 0* 0.13753% (98.671%) ( 68%) , I just remembered a dude who                                                                                                adefgiilnss!!D
     1,563 0* 0.04790% (98.671%) ( 39%) , I just remembered a dude who dies                                                                                           afgilns!!D
     1,564 0* 0.06082% (98.671%) (  7%) , I just remembered a dude who dies in                                                                                        afgls!!D
     1,565 0* 0.06561% (98.671%) (  2%) , I just remembered a dude who dies in a                                                                                      fgls!!D
     1,566 0* 0.04558% (98.671%) ( 68%) , I just remembered we did a                                                                                                  adefghilnossu!!D
     1,567 0* 0.04529% (98.671%) ( 27%)  dang dude, this is                                                                                                           ----------aefjlosuw!!DI
     1,568 0* 0.04519% (98.671%) ( 24%)  dang dudes I just remembered a few                                                                                           hiilos!!D,
     1,569 0* 0.04516% (98.671%) ( 45%)  dang, did this                                                                                                               ----------aeefjlossuuw!!DI
     1,570 0* 0.04498% (98.671%) ( 62%) , I just remembered old age and wished                                                                                        fisu!!D
     1,571 0* 0.04497% (98.671%) (  8%)  dang, it feels                                                                                                               ----------addhijossuuw!!DI
     1,572 0* 0.04495% (98.671%) ( 17%)  dang, so it was                                                                                                              ----------ddeefhijlsuu!!DI
     1,573 0* 0.04485% (98.672%) ( 27%)  dang, I just remembered we use solid                                                                                         adfhi!!D
     1,574 0* 0.04483% (98.672%) ( 11%)  dang it, so                                                                                                                  ----------addeefhijlssuuw!!DI
     1,575 0* 0.04481% (98.673%) ( 77%) , I just remembered if                                                                                                        aadddeeghilnossuw!!D
     1,576 0* 0.04453% (98.673%) ( 40%)  dang, just remembered I died less                                                                                            afhiouw!!D
     1,577 0* 0.04450% (98.673%) ( 37%)  dang, I said the w                                                                                                           ----------defijlossuu!!D
     1,578 0* 0.04443% (98.673%) ( 37%)  dang, I just remembered we dies                                                                                              adfhilosu!!D
     1,579 0* 0.13507% (98.673%) ( 31%)  dang, I just remembered we dies of                                                                                           adhilsu!!D
     1,580 0* 0.04440% (98.673%) ( 13%)  dang it, if                                                                                                                  ----------addeehjlosssuuw!!DI
     1,581 0* 0.04431% (98.674%) ( 29%)  dang, this is awful                                                                                                          ----------ddeejosu!!DI
     1,582 0* 0.04413% (98.674%) ( 27%)  dang I just remembered if we die,                                                                                            adhlossu!!D
     1,583 0* 0.04406% (98.674%) ( 18%) , I just remembered how life is a                                                                                             adddegnsu!!D
     1,584 0* 0.04405% (98.674%) (  2%) , now I feel a                                                                                                                ----------adddghiijssstuu!!D
     1,585 0* 0.04404% (98.675%) ( 72%)  dang dudes, I just remembered how a life                                                                                     is!!D
     1,586 0* 0.04393% (98.675%) ( 42%)  god I just said                                                                                                              ----------adeefhilnsuw!!D,
     1,587 0* 0.04392% (98.675%) ( 88%)  dang, I just remembered if we should                                                                                         adeis!!D
     1,588 0* 0.21328% (98.675%) ( 71%)  dang, I just remembered if we should die                                                                                     as!!D
     1,589 0* 0.04386% (98.675%) ( 19%)  dang, I remembered it                                                                                                        addeefhijlosssuuw!!D
     1,590 0* 0.04380% (98.675%) ( 27%) , life                                                                                                                        ----------aadddeghijnossstuuw!!DI
     1,591 0* 0.04379% (98.680%) (  8%)  dang I feel                                                                                                                  ----------addhiijossstuuw!!D,
     1,592 0* 0.04376% (98.682%) ( 31%)  god, I just remembered we die                                                                                                aadfhilnssu!!D
     1,593 0* 0.04373% (98.682%) ( 25%)  this                                                                                                                         ----------aadddeefgijlnossuuw!!D,I
     1,594 0* 0.04369% (98.686%) ( 80%)  dang, I just remembered we had solid                                                                                         efisu!!D
     1,595 0* 0.04367% (98.686%) ( 36%)  dang, I just remembered holes                                                                                                addefiisuw!!D
     1,596 0* 0.04364% (98.686%) ( 55%) , how did I                                                                                                                   ----------aadeefgijlnssstuu!!D
     1,597 0* 0.04361% (98.687%) ( 28%)  dang I remembered how                                                                                                        addeefiijlssstuu!!D,
     1,598 0* 0.04357% (98.687%) ( 69%)  dang, I just remembered he would                                                                                             adefiiss!!D
     1,599 0* 0.04340% (98.687%) ( 73%) , I just remembered D                                                                                                         aadddeefghiilnossuw!!
     1,600 0* 0.04340% (98.687%) (  2%) , this one                                                                                                                    ----------aadddefgijlssuuw!!DI
     1,601 0* 0.04339% (98.689%) ( 41%) , I just remembered how sad feeling is                                                                                        addu!!D
     1,602 0* 0.04326% (98.689%) ( 25%) , when                                                                                                                        ----------aadddefgiijlossstuu!!DI
     1,603 0* 0.04325% (98.692%) ( 41%)  dang we should                                                                                                               ----------adefiijsstu!!D,I
     1,604 0* 0.04323% (98.693%) ( 44%)  dang, I just remembered self des                                                                                             adhiiouw!!D
     1,605 0* 0.04317% (98.693%) ( 11%)  shit I guess                                                                                                                 ----------aadddefijlnouw!!D,
     1,606 0* 0.04315% (98.693%) ( 16%) , to                                                                                                                          ----------aadddeefghiijlnsssuuw!!DI
     1,607 0* 0.04315% (98.717%) ( 64%)  dang, just remembered I did fail                                                                                             eehossuw!!D
     1,608 0* 0.04313% (98.717%) ( 63%) , I just remembered who dies                                                                                                  aaddefgilnsu!!D
     1,609 0* 0.04313% (98.717%) ( 38%)  dang, I did a                                                                                                                ----------eefhijlossstuuw!!D
     1,610 0* 0.04311% (98.717%) ( 15%)  dang I just remembered a whole side                                                                                          dfisu!!D,
     1,611 0* 0.04306% (98.717%) (  9%)  dude, this is                                                                                                                ----------aadefgjlnosuw!!DI
     1,612 0* 0.04300% (98.718%) ( 31%) , I just remembered a downside                                                                                                adefghilsu!!D
     1,613 0* 0.04300% (98.718%) ( 17%) , nuts!!                                                                                                                      ----------aadddeefghiijlossuwDI
     1,614 0* 0.04299% (98.721%) ( 39%)  dang, he                                                                                                                     ----------addefiijlossstuuw!!DI
     1,615 0* 0.04286% (98.723%) ( 20%)  dang, I shot                                                                                                                 ----------addeefiijlssuuw!!D
     1,616 0* 0.04270% (98.723%) ( 33%)  dang I used                                                                                                                  ----------adefhiijlosstuw!!D,
     1,617 0* 0.04268% (98.724%) ( 45%)  dang I just remembered self                                                                                                  addehiiosuw!!D,
     1,618 0* 0.04265% (98.724%) ( 24%)  dang, I just remembered if we died as                                                                                        hlosu!!D
     1,619 0* 0.04263% (98.724%) ( 18%)  dang I just remembered life is sad                                                                                           dehouw!!D,
     1,620 0* 0.04262% (98.724%) ( 43%)  god, I just remembered and                                                                                                   adeefhiilssuw!!D
     1,621 0* 0.04257% (98.724%) ( 36%)  dang, I just remembered if we used a                                                                                         dhilos!!D
     1,622 0* 0.04257% (98.724%) ( 30%)  dang I just remembered how disease,                                                                                          dfilu!!D
     1,623 0* 0.04254% (98.724%) ( 29%)  dang, I just remembered we died fossi                                                                                        ahlu!!D
     1,624 0* 0.04244% (98.724%) ( 47%)  dang, I just remembered a                                                                                                    ddeefhiilossuw!!D
     1,625 0* 0.04229% (98.724%) ( 47%)  dudes                                                                                                                        ----------aadefghiijlnosstuw!!D,I
     1,626 0* 0.04223% (98.726%) ( 58%)  dang, just remembered I died of wishes                                                                                       alu!!D
     1,627 0* 0.04221% (98.726%) ( 48%)  dang, is what                                                                                                                ----------ddeefijlossuu!!DI
     1,628 0* 0.05112% (98.726%) ( 39%)  dang, is what I                                                                                                              ----------ddeefijlossuu!!D
     1,629 0* 0.04220% (98.726%) ( 86%)  dang dude I just remembered how,                                                                                             aefiilss!!D
     1,630 0* 0.04214% (98.726%) ( 46%) , I used                                                                                                                      ----------aaddefghiijlnosstuw!!D
     1,631 0* 0.04207% (98.726%) ( 35%) , I was doing                                                                                                                 ----------addeefhijlsstuu!!D
     1,632 0* 0.04207% (98.727%) ( 49%) , I just remembered old age is sad when                                                                                       dfiu!!D
     1,633 0* 0.04195% (98.727%) ( 81%)  dang, I just remembered we used half                                                                                         diios!!D
     1,634 0* 0.04194% (98.727%) ( 37%) , I just remembered we should design                                                                                          aadfi!!D
     1,635 0* 0.04193% (98.727%) ( 41%)  gosh, it                                                                                                                     ----------aadddeefijlnssuuw!!DI
     1,636 0* 0.04187% (98.728%) ( 16%)  dang, I just remembered a use                                                                                                ddefhiilosw!!D
     1,637 0* 0.04186% (98.728%) ( 74%)  dang dudes, I just remembered how life is!!                                                                                  aD
     1,638 0* 0.04182% (98.728%) ( 74%)  dang I just remembered, if                                                                                                   addeehilossuw!!D
     1,639 0* 0.04175% (98.728%) ( 62%)  dang, it was!!                                                                                                               ----------ddeefhijlossuuDI
     1,640 0* 0.04173% (98.728%) ( 43%)  gosh I                                                                                                                       ----------aadddeefiijlnsstuuw!!D,
     1,641 0* 0.04162% (98.732%) ( 31%) , I just remembered again!!                                                                                                   dddeefhilossuwD
     1,642 0* 0.04161% (98.732%) ( 51%)  gosh I just                                                                                                                  ----------aadddeefiilnsuw!!D,
     1,643 0* 0.76586% (98.732%) ( 51%)  gosh I just remembered                                                                                                       aadddeefiilnsuw!!D,
     1,644 0* 0.08294% (98.732%) ( 49%)  gosh I just remembered we                                                                                                    aadddefiilnsu!!D,
     1,645 0* 0.04943% (98.732%) ( 70%)  gosh I just remembered,                                                                                                      aadddeefiilnsuw!!D
     1,646 0* 0.04526% (98.732%) ( 24%)  gosh I just remembered we died                                                                                               aadfilnsu!!D,
     1,647 0* 0.04153% (98.732%) ( 12%)  shit, is                                                                                                                     ----------aadddeefgjlnosuuw!!DI
     1,648 0* 0.04145% (98.736%) ( 46%)  dude, I just remembered and                                                                                                  aefghiilossw!!D
     1,649 0* 0.04142% (98.736%) ( 43%)  dude, I just remembered we had an                                                                                            fgiiloss!!D
     1,650 0* 0.04142% (98.736%) (  4%)  dang I just remembered disease                                                                                               dfhilouw!!D,
     1,651 0* 0.04139% (98.736%) ( 31%)  dang dude, it                                                                                                                ----------aefhijlosssuw!!DI
     1,652 0* 0.04138% (98.736%) ( 42%)  dang dudes I just remembered how a                                                                                           efiils!!D,
     1,653 0* 0.04136% (98.736%) ( 38%) , danged                                                                                                                      ----------adefhiijlossstuuw!!DI
     1,654 0* 0.04135% (98.738%) ( 42%)  dang I just remembered, we do                                                                                                adefhiilssu!!D
     1,655 0* 0.04131% (98.738%) ( 34%) , I just remembered losing a few                                                                                              adddehisu!!D
     1,656 0* 0.04116% (98.738%) ( 55%)  shit, I was                                                                                                                  ----------adddeefgijlnosuu!!D
     1,657 0* 0.04106% (98.738%) ( 40%)  dang!! I just remembered we did lose                                                                                         afhisuD,
     1,658 0* 0.04091% (98.738%) ( 78%)  dang dudes I just remembered how life is,                                                                                    a!!D
     1,659 0* 0.04090% (98.738%) ( 52%) , I just remembered how sad and life                                                                                          degisu!!D
     1,660 0* 0.04088% (98.738%) ( 36%)  dang, oh                                                                                                                     ----------addeefiijlssstuuw!!DI
     1,661 0* 0.04082% (98.740%) ( 59%)  dang, I just remembered how life as                                                                                          ddeisu!!D
     1,662 0* 0.04073% (98.740%) ( 54%) , I just remembered we did find                                                                                               aaeghlossu!!D
     1,663 0* 0.04659% (98.740%) ( 44%) , I just remembered we did find a                                                                                             aeghlossu!!D
     1,664 0* 0.04072% (98.740%) ( 38%)  dang I just remembered how dead is                                                                                           efilsu!!D,
     1,665 0* 0.04072% (98.740%) ( 74%)  dang dude, I just remembered life has                                                                                        iosw!!D
     1,666 0* 0.04054% (98.740%) ( 45%)  dang, I just remembered awhile                                                                                               ddefiossu!!D
     1,667 0* 0.04047% (98.740%) ( 23%)  dang I just remembered, we do die                                                                                            afhilssu!!D
     1,668 0* 0.04043% (98.740%) ( 12%)  dang wait                                                                                                                    ----------ddeefhijlosssuu!!D,I
     1,669 0* 0.04042% (98.741%) ( 64%)  dang I just remembered, dudes                                                                                                aefhiilosw!!D
     1,670 0* 0.04038% (98.741%) ( 37%) , and I                                                                                                                       ----------addeefghiijlossstuuw!!D
     1,671 0* 0.06667% (98.744%) ( 55%) , and I was                                                                                                                   ----------ddeefghiijlosstuu!!D
     1,672 0* 0.04038% (98.745%) ( 46%)  dang, it should                                                                                                              ----------adeefijssuw!!DI
     1,673 0* 0.04031% (98.745%) ( 16%)  dang it I wish                                                                                                               ----------addeefjlossuu!!D,
     1,674 0* 0.04031% (98.746%) ( 60%)  dang, I just remembered he would die                                                                                         afiss!!D
     1,675 0* 0.04019% (98.746%) ( 29%)  dang, just remembered we use                                                                                                 addfhiilos!!DI
     1,676 0* 0.04018% (98.746%) ( 12%)  dang I just remembered we lose                                                                                               addfhiisu!!D,
     1,677 0* 0.03984% (98.746%) ( 64%)  dang, shoulda just                                                                                                           ----------deefiisw!!DI
     1,678 0* 0.03982% (98.746%) ( 68%)  dang, I just remembered how said                                                                                             deefilsu!!D
     1,679 0* 0.03979% (98.746%) ( 66%) , dude!!                                                                                                                      ----------aadefghiijlnossstuwDI
     1,680 0* 0.03966% (98.747%) ( 75%)  dang, I just remembered who dead is                                                                                          efilsu!!D
     1,681 0* 0.03964% (98.747%) ( 64%)  dang, this dude                                                                                                              ----------aefijlossuw!!DI
     1,682 0* 0.03963% (98.747%) ( 63%)  dang, I just remembered we died of shi                                                                                       alsu!!D
     1,683 0* 0.03962% (98.747%) ( 71%)  god, I just remembered a few                                                                                                 addehiilnssu!!D
     1,684 0* 0.03960% (98.747%) ( 62%)  dudes,                                                                                                                       ----------aadefghiijlnosstuw!!DI
     1,685 0* 0.03957% (98.748%) ( 27%)  dang, how did I let                                                                                                          ----------aefijsssuu!!D
     1,686 0* 0.03956% (98.748%) ( 53%)  dang I just remembered how us                                                                                                addeefiils!!D,
     1,687 0* 0.03955% (98.748%) ( 61%)  dang, I just remembered how life is used                                                                                     ad!!D
     1,688 0* 0.03955% (98.748%) ( 44%)  dang dude, I just remembered how a life is                                                                                   s!!D
     1,689 0* 0.03953% (98.748%) (  6%)  dang I hate                                                                                                                  ----------ddefiijlosssuuw!!D,
     1,690 0* 0.03950% (98.749%) ( 18%)  dang I remembered what                                                                                                       ddeefiijlosssuu!!D,
     1,691 0* 0.03949% (98.749%) ( 18%)  dang, we died                                                                                                                ----------afhijlossstuu!!DI
     1,692 0* 0.05892% (98.749%) ( 15%)  dang, we died of                                                                                                             ----------ahijlssstuu!!DI
     1,693 0* 0.03941% (98.750%) ( 47%)  dang dude, I just remembered a life                                                                                          hiossw!!D
     1,694 0* 0.03939% (98.750%) ( 48%)  dang I just remembered we died half                                                                                          iossu!!D,
     1,695 0* 0.03936% (98.750%) ( 80%)  dang dude, I just remembered selfish                                                                                         aiow!!D
     1,696 0* 0.03921% (98.750%) ( 10%) , I just remembered we had a dog die in                                                                                       flssu!!D
     1,697 0* 0.03920% (98.750%) ( 42%) , dang I                                                                                                                      ----------addeefhiijlossstuuw!!D
     1,698 0* 0.05371% (98.751%) ( 56%) , dang I just                                                                                                                 ----------addeefhiilossuw!!D
     1,699 0* 1.18057% (98.752%) ( 56%) , dang I just remembered                                                                                                      addeefhiilossuw!!D
     1,700 0* 0.93380% (98.752%) ( 70%) , dang I just remembered how                                                                                                  addeefiilssu!!D
     1,701 0* 0.30591% (98.752%) ( 62%) , dang I just remembered how sad                                                                                              deefiilsu!!D
     1,702 0* 0.20612% (98.752%) ( 55%) , dang I just remembered we                                                                                                   addefhiilossu!!D
     1,703 0* 0.20919% (98.752%) ( 38%) , dang I just remembered we also                                                                                              ddefhiisu!!D
     1,704 0* 2.12042% (98.752%) ( 36%) , dang I just remembered we also died                                                                                         fhisu!!D
     1,705 0* 0.22233% (98.752%) ( 19%) , dang I just remembered we also die                                                                                          dfhisu!!D
     1,706 0* 0.16781% (98.752%) ( 45%) , dang I just remembered we died                                                                                              afhilossu!!D
     1,707 0* 0.56358% (98.752%) ( 41%) , dang I just remembered we died of                                                                                           ahilssu!!D
     1,708 0* 0.12753% (98.752%) ( 19%) , dang I just remembered we also used                                                                                         dfhii!!D
     1,709 0* 0.12324% (98.752%) ( 80%) , dang I just remembered we should                                                                                            adefiis!!D
     1,710 0* 0.08262% (98.752%) ( 26%) , dang I just remembered we died of a                                                                                         hilssu!!D
     1,711 0* 0.05968% (98.752%) ( 50%) , dang I just remembered we also did                                                                                          efhisu!!D
     1,712 0* 0.05750% (98.752%) ( 75%) , dang I just remembered we did                                                                                               aefhilossu!!D
     1,713 0* 0.05221% (98.752%) ( 72%) , dang I just remembered how dead                                                                                             efiilssu!!D
     1,714 0* 0.05098% (98.752%) ( 47%) , dang I just remembered a                                                                                                    ddeefhiilossuw!!D
     1,715 0* 0.08024% (98.752%) ( 44%) , dang I just remembered a whole                                                                                              ddefiissu!!D
     1,716 0* 0.04900% (98.752%) ( 77%) , dang I just remembered we had                                                                                               defiilossu!!D
     1,717 0* 0.03919% (98.752%) ( 50%)  dang, I did use                                                                                                              ----------aefhijlosstuw!!D
     1,718 0* 0.04388% (98.752%) ( 23%)  dang, I did use the                                                                                                          ----------afijlossuw!!D
     1,719 0* 0.03908% (98.752%) ( 40%)  dang, I just remembered how life is as                                                                                       ddeu!!D
     1,720 0* 0.03907% (98.752%) ( 27%) , I just remembered how life is and                                                                                           addegsu!!D
     1,721 0* 0.03898% (98.752%) ( 58%) , what do                                                                                                                     ----------addeefgiijlnsssuu!!DI
     1,722 0* 0.03897% (98.753%) ( 48%) , I just remembered we shoulda signed                                                                                         adfi!!D
     1,723 0* 0.03895% (98.753%) ( 37%)  god, I didn                                                                                                                  ----------aaeefhijlssstuuw!!D
     1,724 0* 0.03890% (98.754%) ( 66%)  god I just remembered we had                                                                                                 adefiilnssu!!D,
     1,725 0* 0.03889% (98.754%) ( 41%) , I just remembered when D                                                                                                    aadddefgiilossu!!
     1,726 0* 0.03887% (98.754%) ( 40%)  dang, I just remembered a few side                                                                                           dhilosu!!D
     1,727 0* 0.03872% (98.754%) ( 45%)  dang, just remembered we did lose a                                                                                          fhisu!!DI
     1,728 0* 0.03871% (98.754%) ( 29%)  dang, I just sold a                                                                                                          ----------deefhiisuw!!D
     1,729 0* 0.03866% (98.754%) ( 76%)  dang, I just remembered we died of sh                                                                                        ailsu!!D
     1,730 0* 0.03865% (98.754%) ( 30%)  dang I would                                                                                                                 ----------adeefhiijssstu!!D,
     1,731 0* 0.03862% (98.754%) ( 43%)  dang I just remembered D                                                                                                     addeefhiilossuw!!,
     1,732 0* 0.03857% (98.754%) ( 76%)  dang, I just remembered dead fish                                                                                            eilosuw!!D
     1,733 0* 0.03857% (98.754%) ( 47%) , who is                                                                                                                      ----------aadddeefgijlnsstuu!!DI
     1,734 0* 0.03854% (98.756%) (  2%) , I just remembered who else is in                                                                                            aadddfgu!!D
     1,735 0* 0.03847% (98.756%) ( 39%)  dang, I just remembered we did a house                                                                                       fils!!D
     1,736 0* 0.03846% (98.756%) ( 77%) , just remembered                                                                                                             aadddeefghiilnossuw!!DI
     1,737 0* 0.03845% (98.756%) ( 57%)  dang I just remembered how died                                                                                              aefilssu!!D,
     1,738 0* 0.03842% (98.756%) ( 42%)  dang we did                                                                                                                  ----------aefhijlossstuu!!D,I
     1,739 0* 0.03830% (98.757%) ( 50%)  god, I just remembered we failed                                                                                             adhinssu!!D
     1,740 0* 0.03823% (98.757%) ( 82%)  dang dude, I just remembered how i                                                                                           aefilss!!D
     1,741 0* 0.03818% (98.757%) ( 37%)  dang, I just sad                                                                                                             ----------deefhiilosuw!!D
     1,742 0* 0.03815% (98.757%) ( 46%) , what I                                                                                                                      ----------adddeefgiijlnosssuu!!D
     1,743 0* 0.03815% (98.759%) ( 61%)  dang, I just remembered a show                                                                                               ddeefiilsu!!D
     1,744 0* 0.03813% (98.759%) ( 79%)  dang, I just remembered how flies                                                                                            addeisu!!D
     1,745 0* 0.08352% (98.759%) ( 61%)  dang, I just remembered how flies die                                                                                        adsu!!D
     1,746 0* 0.03813% (98.759%) ( 28%)  dang, I just remembered how die is a                                                                                         deflsu!!D
     1,747 0* 0.03806% (98.759%) ( 18%) , now this                                                                                                                    ----------aadddeefgijlssuu!!DI
     1,748 0* 0.03805% (98.760%) ( 30%) , I just remembered a long                                                                                                    adddeefhiissuw!!D
     1,749 0* 0.03799% (98.760%) ( 32%)  dude, I just remembered again!!                                                                                              defhilosswD
     1,750 0* 0.03790% (98.760%) ( 38%) , I remembered how                                                                                                            aadddeefgiijlnssstuu!!D
     1,751 0* 0.03789% (98.760%) ( 48%)  god, I said                                                                                                                  ----------adeefhijlnsstuuw!!D
     1,752 0* 0.03789% (98.760%) ( 50%) , shit!!                                                                                                                      ----------aadddeefgijlnossuuwDI
     1,753 0* 0.03787% (98.762%) ( 70%)  dang, just remembered we did a                                                                                               efhilossu!!DI
     1,754 0* 0.03785% (98.762%) ( 45%) aw                                                                                                                            ----------adddeefghiijlnossstuu!!D,I
     1,755 0* 0.03785% (98.778%) ( 80%)  god, I just remembered if                                                                                                    aaddeehilnssuw!!D
     1,756 0* 0.03784% (98.778%) ( 71%) , g                                                                                                                           ----------aadddeefhiijlnossstuuw!!DI
     1,757 0* 0.03784% (98.786%) ( 49%)  dang, I remembered how sad                                                                                                   deefiijlsstuu!!D
     1,758 0* 0.03781% (98.786%) ( 27%)  dang dudes I just remembered a while                                                                                         fios!!D,
     1,759 0* 0.03776% (98.786%) ( 31%) , I just remembered how sad using a                                                                                           ddeefil!!D
     1,760 0* 0.03767% (98.786%) ( 64%)  dang, I just remembered how dads                                                                                             eefiilsu!!D
     1,761 0* 0.06129% (98.786%) ( 72%)  dang, I just remembered how dads feel                                                                                        iisu!!D
     1,762 0* 0.03766% (98.786%) ( 24%)  dang, I just remembered we used oil                                                                                          adfhis!!D
     1,763 0* 0.04091% (98.786%) ( 14%)  dang, I just remembered we used oil as                                                                                       dfhi!!D
     1,764 0* 0.03754% (98.786%) (  5%) , I just remembered we shoulda died in a                                                                                      fgs!!D
     1,765 0* 0.03752% (98.786%) ( 27%)  dang, did I just lose a                                                                                                      ----------efhisuw!!D
     1,766 0* 0.03749% (98.786%) ( 56%)  dang, as                                                                                                                     ----------ddeefhiijlosstuuw!!DI
     1,767 0* 0.03749% (98.787%) ( 69%)  dang, just remembered we did also                                                                                            efhisu!!DI
     1,768 0* 0.03738% (98.787%) ( 34%)  dang I just remembered we also died!!                                                                                        fhisuD,
     1,769 0* 0.03733% (98.787%) ( 36%)  dang, I just remembered we die as old                                                                                        fhisu!!D
     1,770 0* 0.03723% (98.787%) ( 52%) , I just remembered how and                                                                                                   addeefgiilssu!!D
     1,771 0* 0.03723% (98.787%) ( 59%)  dang, I just remembered we died of ash                                                                                       ilsu!!D
     1,772 0* 0.03717% (98.787%) ( 71%)  dang, I just remembered we did self                                                                                          ahiosu!!D
     1,773 0* 0.03699% (98.787%) ( 15%) , I just remembered old age is fine!!                                                                                         addhsuwD
     1,774 0* 0.03692% (98.787%) ( 29%) , I just remembered how sad died is                                                                                           aefglnu!!D
     1,775 0* 0.03685% (98.787%) ( 27%)  dang, I just ou                                                                                                              ----------addeefhiilssw!!D
     1,776 0* 0.03683% (98.787%) ( 35%) , now I feel sad just remembered                                                                                              addghiisu!!D
     1,777 0* 0.03683% (98.787%) ( 30%) , I just remembered old age is fun                                                                                            addehisw!!D
     1,778 0* 0.03678% (98.787%) ( 44%)  dang how                                                                                                                     ----------addeefiijlssstuu!!D,I
     1,779 0* 0.06174% (98.788%) ( 55%)  dang how did                                                                                                                 ----------aeefijlssstuu!!D,I
     1,780 0* 0.03678% (98.788%) (  6%) , I just remembered again how life used                                                                                       dds!!D
     1,781 0* 0.03671% (98.788%) (  9%)  no, I just remembered we used                                                                                                aaddfghiils!!D
     1,782 0* 0.03670% (98.788%) ( 73%) , s                                                                                                                           ----------aadddeefghiijlnosstuuw!!DI
     1,783 0* 0.03667% (98.798%) ( 21%)  dude, it                                                                                                                     ----------aadefghijlnosssuw!!DI
     1,784 0* 0.03667% (98.800%) ( 43%)  dang, just remembered I do                                                                                                   adeefhiilssuw!!D
     1,785 0* 0.03666% (98.800%) ( 51%)  dang!! I just remembered how self                                                                                            addeiisuD,
     1,786 0* 0.03657% (98.800%) ( 70%) , dang I just remembered who                                                                                                  addeefiilssu!!D
     1,787 0* 0.06309% (98.800%) ( 84%) , dang I just remembered who died                                                                                             aefilssu!!D
     1,788 0* 0.04011% (98.800%) ( 68%) , dang I just remembered who said                                                                                             deefilsu!!D
     1,789 0* 0.03657% (98.800%) ( 37%)  dang, was the                                                                                                                ----------ddefiijlossuu!!DI
     1,790 0* 0.03647% (98.800%) ( 27%)  shit!!                                                                                                                       ----------aadddeefgijlnossuuwD,I
     1,791 0* 0.03645% (98.803%) ( 27%)  dang do                                                                                                                      ----------adeefhiijlssstuuw!!D,I
     1,792 0* 0.03643% (98.805%) ( 18%) , I remembered the                                                                                                            aadddefgiijlnosssuuw!!D
     1,793 0* 0.03635% (98.805%) ( 37%) , I just remembered we had an old                                                                                             defgiissu!!D
     1,794 0* 0.03634% (98.805%) ( 64%)  dang, just remembered how I used a                                                                                           defiils!!D
     1,795 0* 0.03632% (98.805%) ( 27%)  dang, just remembered I used a                                                                                               defhiilosw!!D
     1,796 0* 0.03942% (98.805%) ( 47%)  dang, just remembered I used a whole                                                                                         dfiis!!D
     1,797 0* 0.03628% (98.805%) ( 31%) , I just remembered we also added                                                                                             fghiinsu!!D
